"X1";"X53932";"X5";"X1.1";"X10";"X4";"X12";"X6";"X9";"X3";"X11";"X7";"X8";"X2"
1;53932;5;1;10;4;12;6;9;3;11;7;8;2
5;1;10;4;12;3;9;6;11;7;8;2;1;57944
1;57944;5;1;10;4;12;3;9;6;11;7;8;2
5;1;10;4;12;3;9;7;11;6;8;2;1;58640
1;58640;5;1;10;4;12;3;9;7;11;6;8;2
2;1;10;4;12;3;9;7;11;6;8;5;1;49396
1;49396;2;1;10;4;12;3;9;7;11;6;8;5
11;1;10;4;12;3;9;7;2;6;8;5;1;55378
1;55378;11;1;10;4;12;3;9;7;2;6;8;5
11;1;10;4;8;3;9;7;2;6;12;5;1;52684
1;52684;11;1;10;4;8;3;9;7;2;6;12;5
11;7;10;4;8;3;9;1;2;6;12;5;1;50772
1;50772;11;7;10;4;8;3;9;1;2;6;12;5
11;7;10;4;8;3;9;6;2;1;12;5;1;51586
1;51586;11;7;10;4;8;3;9;6;2;1;12;5
11;7;10;4;8;3;9;6;5;1;12;2;1;52078
1;52078;11;7;10;4;8;3;9;6;5;1;12;2
11;2;10;4;8;3;9;6;5;1;12;7;1;56860
1;56860;11;2;10;4;8;3;9;6;5;1;12;7
11;2;10;8;4;3;9;6;5;1;12;7;1;58980
1;58980;11;2;10;8;4;3;9;6;5;1;12;7
11;2;10;4;8;3;9;6;5;1;12;7;1;56860
1;56860;11;2;10;4;8;3;9;6;5;1;12;7
11;2;4;10;8;3;9;6;5;1;12;7;1;54164
1;54164;11;2;4;10;8;3;9;6;5;1;12;7
8;2;4;10;11;3;9;6;5;1;12;7;1;50756
1;50756;8;2;4;10;11;3;9;6;5;1;12;7
8;2;4;10;1;3;9;6;5;11;12;7;1;42044
1;42044;8;2;4;10;1;3;9;6;5;11;12;7
8;2;3;10;1;4;9;6;5;11;12;7;1;40426
1;40426;8;2;3;10;1;4;9;6;5;11;12;7
8;2;3;10;1;4;12;6;5;11;9;7;1;40114
1;40114;8;2;3;10;1;4;12;6;5;11;9;7
8;2;3;1;10;4;12;6;5;11;9;7;1;39234
1;39234;8;2;3;1;10;4;12;6;5;11;9;7
8;2;3;1;10;5;12;6;4;11;9;7;1;46652
1;46652;8;2;3;1;10;5;12;6;4;11;9;7
8;2;3;1;10;4;12;6;5;11;9;7;1;39234
1;39234;8;2;3;1;10;4;12;6;5;11;9;7
8;2;3;1;10;4;5;6;12;11;9;7;1;33968
2;33968;8;2;3;1;10;4;5;6;12;11;9;7
8;2;3;1;10;4;5;7;12;11;9;6;2;39328
2;39328;8;2;3;1;10;4;5;7;12;11;9;6
8;2;3;10;1;4;5;7;12;11;9;6;2;40208
2;40208;8;2;3;10;1;4;5;7;12;11;9;6
8;2;3;10;5;4;1;7;12;11;9;6;2;42066
2;42066;8;2;3;10;5;4;1;7;12;11;9;6
8;2;11;10;5;4;1;7;12;3;9;6;2;48128
2;48128;8;2;11;10;5;4;1;7;12;3;9;6
8;2;11;5;10;4;1;7;12;3;9;6;2;47448
2;47448;8;2;11;5;10;4;1;7;12;3;9;6
8;2;11;5;10;4;12;7;1;3;9;6;2;48542
2;48542;8;2;11;5;10;4;12;7;1;3;9;6
6;2;11;5;10;4;12;7;1;3;9;8;2;47570
2;47570;6;2;11;5;10;4;12;7;1;3;9;8
6;2;11;5;9;4;12;7;1;3;10;8;2;42598
2;42598;6;2;11;5;9;4;12;7;1;3;10;8
5;2;11;6;9;4;12;7;1;3;10;8;2;51726
2;51726;5;2;11;6;9;4;12;7;1;3;10;8
5;2;4;6;9;11;12;7;1;3;10;8;2;64434
2;64434;5;2;4;6;9;11;12;7;1;3;10;8
5;2;7;6;9;11;12;4;1;3;10;8;2;53074
2;53074;5;2;7;6;9;11;12;4;1;3;10;8
5;2;7;6;8;11;12;4;1;3;10;9;2;49254
2;49254;5;2;7;6;8;11;12;4;1;3;10;9
5;2;7;6;8;11;12;4;3;1;10;9;2;53522
2;53522;5;2;7;6;8;11;12;4;3;1;10;9
5;4;7;6;8;11;12;2;3;1;10;9;2;53534
2;53534;5;4;7;6;8;11;12;2;3;1;10;9
5;4;7;12;8;11;6;2;3;1;10;9;2;57154
2;57154;5;4;7;12;8;11;6;2;3;1;10;9
5;1;7;12;8;11;6;2;3;4;10;9;2;43862
2;43862;5;1;7;12;8;11;6;2;3;4;10;9
5;1;11;12;8;7;6;2;3;4;10;9;2;33934
2;33934;5;1;11;12;8;7;6;2;3;4;10;9
5;1;6;12;8;7;11;2;3;4;10;9;2;34442
2;34442;5;1;6;12;8;7;11;2;3;4;10;9
5;1;6;10;8;7;11;2;3;4;12;9;2;31798
2;31798;5;1;6;10;8;7;11;2;3;4;12;9
5;1;6;10;8;7;11;4;3;2;12;9;2;30178
3;30178;5;1;6;10;8;7;11;4;3;2;12;9
5;1;6;10;8;7;12;4;3;2;11;9;3;31424
3;31424;5;1;6;10;8;7;12;4;3;2;11;9
5;1;6;10;8;7;3;4;12;2;11;9;3;32570
3;32570;5;1;6;10;8;7;3;4;12;2;11;9
5;3;6;10;8;7;1;4;12;2;11;9;3;31074
3;31074;5;3;6;10;8;7;1;4;12;2;11;9
5;3;6;9;8;7;1;4;12;2;11;10;3;34500
3;34500;5;3;6;9;8;7;1;4;12;2;11;10
5;3;6;9;8;12;1;4;7;2;11;10;3;37584
3;37584;5;3;6;9;8;12;1;4;7;2;11;10
5;3;6;9;10;12;1;4;7;2;11;8;3;38982
3;38982;5;3;6;9;10;12;1;4;7;2;11;8
5;10;6;9;3;12;1;4;7;2;11;8;3;43594
3;43594;5;10;6;9;3;12;1;4;7;2;11;8
5;10;1;9;3;12;6;4;7;2;11;8;3;43942
3;43942;5;10;1;9;3;12;6;4;7;2;11;8
5;10;7;9;3;12;6;4;1;2;11;8;3;44286
3;44286;5;10;7;9;3;12;6;4;1;2;11;8
5;10;9;7;3;12;6;4;1;2;11;8;3;39136
3;39136;5;10;9;7;3;12;6;4;1;2;11;8
