"X12";"X29";"X55";"X30";"X35";"X37";"X32";"X49";"X56";"X42";"X28";"X20";"X3";"X36";"X44";"X6";"X41";"X40";"X33";"X60";"X52";"X34";"X64";"X50";"X46";"X22";"X53";"X11";"X15";"X16";"X45";"X25";"X10";"X58";"X63";"X39";"X2";"X8";"X19";"X23";"X7";"X43";"X9";"X17";"X38";"X27";"X18";"X13";"X54";"X5";"X62";"X26";"X1";"X48";"X47";"X21";"X24";"X61";"X14";"X59";"X51";"X31";"X4";"X57";"generation"
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;39;2;8;19;23;7;43;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;31;4;57;1
51;41;26;27;52;36;54;1;42;47;33;37;20;34;3;17;30;60;9;14;61;56;43;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;64;38;28;6;39;49;5;13;21;29;55;12;44;32;35;23;40;24;62;59;18;7;4;48;1
51;41;26;27;52;36;54;10;42;22;33;37;15;50;3;17;30;60;2;58;61;56;43;34;49;47;55;29;20;53;14;38;63;45;1;48;9;5;44;7;64;25;28;6;39;46;8;13;21;11;16;12;19;32;35;23;40;24;62;59;18;31;4;57;1
51;41;26;27;52;36;54;10;42;22;33;37;15;50;3;17;30;60;2;58;61;56;43;34;49;47;55;29;20;53;14;38;63;45;1;48;9;5;44;7;64;25;28;6;39;46;8;13;21;11;16;12;19;32;35;23;40;24;62;59;18;31;4;57;1
12;38;55;30;35;37;32;26;56;42;28;20;7;13;24;6;41;40;33;60;52;21;47;61;46;22;53;11;54;16;45;1;10;18;63;57;2;8;19;31;3;5;9;17;62;48;27;36;15;4;29;49;25;58;64;34;44;50;14;59;51;23;43;39;1
15;45;49;41;40;20;46;22;52;33;29;11;32;34;53;44;36;50;37;60;30;3;6;16;28;42;43;25;10;58;35;12;64;56;63;57;2;8;19;31;7;4;9;17;38;47;18;13;54;5;62;26;1;48;27;21;24;61;14;59;51;23;39;55;1
51;41;26;27;52;36;54;10;42;22;33;37;15;50;3;17;30;60;2;58;61;56;43;34;49;47;55;29;20;16;45;25;63;14;1;48;9;5;44;7;64;38;28;6;39;46;8;13;21;11;53;12;19;32;35;23;40;24;62;59;18;31;4;57;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;51;13;54;5;14;26;1;48;47;21;24;61;62;59;18;23;43;39;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;39;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;39;1
7;29;55;30;35;37;32;49;56;31;28;20;3;19;44;8;41;9;33;60;52;34;64;38;46;22;53;11;4;2;45;25;10;58;63;6;16;57;36;42;12;15;40;39;50;23;24;13;54;5;62;26;1;48;47;21;18;61;14;59;51;27;43;17;1
41;27;43;63;38;45;33;19;9;17;64;60;7;28;46;4;10;22;55;56;20;35;44;25;2;8;52;37;32;34;31;11;49;13;29;6;16;57;36;42;12;15;40;39;50;18;53;3;54;5;62;26;1;48;47;21;24;61;14;59;51;23;30;58;1
45;29;55;60;35;36;32;49;46;8;18;22;2;37;39;38;14;30;61;40;17;6;1;58;56;15;34;25;24;28;50;12;4;10;11;42;48;26;13;53;21;27;62;41;64;9;16;7;20;3;63;57;5;31;47;19;54;33;52;59;51;23;43;44;1
60;49;59;45;23;44;36;52;47;24;43;22;2;37;39;64;14;30;61;40;41;6;1;58;56;15;34;25;21;28;50;12;62;10;11;42;48;8;19;31;7;4;9;17;38;27;18;13;20;3;63;57;5;32;51;35;29;16;55;26;53;33;46;54;1
21;23;43;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;24;61;14;59;55;39;12;47;29;51;1
7;63;55;30;35;37;32;49;56;31;28;20;3;19;44;8;41;9;33;60;52;34;64;38;46;22;53;11;4;2;45;25;61;51;29;6;16;57;36;42;12;15;40;39;50;27;18;13;54;5;62;26;1;48;47;21;24;10;14;59;58;23;43;17;1
51;41;12;46;52;36;23;44;42;22;33;37;20;50;3;6;30;60;28;55;40;56;43;34;49;35;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;29;64;39;32;1
26;18;52;41;22;10;57;27;36;42;33;37;15;50;3;17;30;60;2;58;61;56;43;34;49;47;55;29;20;53;14;38;63;45;1;48;9;5;44;7;64;25;28;6;39;46;8;13;21;11;16;12;19;32;35;23;40;24;62;59;51;54;31;4;1
51;30;26;27;61;56;54;10;42;47;2;37;15;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;20;55;14;38;63;45;1;48;9;17;3;7;43;25;28;5;39;49;8;13;21;29;16;12;19;32;35;23;58;24;62;59;18;31;4;57;1
12;29;55;30;35;37;32;49;56;13;9;20;3;36;19;17;41;40;33;60;52;34;31;50;27;22;53;11;15;16;45;4;10;58;63;57;2;5;44;7;64;25;28;6;39;46;8;42;54;18;62;26;1;48;47;21;24;61;14;59;51;23;43;38;1
21;23;43;29;50;59;1;36;40;48;64;60;12;28;46;15;61;14;55;56;20;35;44;62;16;6;52;37;32;34;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;11;51;33;39;24;41;53;49;22;42;3;47;30;26;1
12;63;55;30;35;37;32;49;56;42;28;20;3;36;44;57;41;40;33;60;52;34;64;50;46;22;53;11;15;2;45;25;61;51;29;6;16;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;10;14;59;58;23;43;39;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;39;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;39;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;19;8;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;39;1
12;29;55;30;35;37;32;49;56;42;28;20;3;36;44;6;41;40;33;60;52;34;64;50;46;22;53;11;25;16;45;15;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;39;1
45;46;26;27;47;43;21;10;7;22;19;1;9;48;13;63;30;14;55;56;20;35;11;25;2;8;52;37;32;5;31;62;61;51;29;6;16;57;36;42;12;15;40;39;50;23;24;3;54;34;44;58;33;17;18;41;53;49;38;59;64;60;4;28;1
21;27;43;63;38;45;1;19;9;48;64;60;7;28;46;30;10;14;55;56;20;35;44;25;2;8;52;37;32;5;47;22;61;51;29;6;16;26;36;42;12;15;40;39;50;23;24;3;54;34;11;58;33;17;13;41;53;49;62;59;18;31;4;57;1
21;23;43;29;62;59;1;36;40;48;44;56;12;28;5;32;61;14;55;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;18;13;54;35;37;51;33;39;24;41;20;49;6;42;3;47;30;26;1
12;29;55;43;35;37;32;61;56;42;28;20;3;36;44;6;21;40;1;60;52;34;64;50;46;14;24;62;15;16;59;25;10;39;63;57;2;8;19;31;7;4;9;48;38;27;23;51;54;5;11;58;33;17;18;41;53;49;22;45;13;47;30;26;1
12;29;55;30;35;37;32;49;56;42;1;20;3;36;44;6;41;61;33;60;52;34;64;50;46;22;53;11;15;16;45;25;10;58;63;57;2;8;19;31;7;4;9;17;38;27;51;13;54;5;14;26;28;48;47;23;40;24;62;59;18;21;43;39;1
51;41;26;27;52;36;54;63;42;22;33;37;15;50;3;17;30;60;2;58;61;56;43;34;49;47;55;29;20;16;45;25;10;14;1;48;9;5;44;7;64;38;28;6;39;46;8;13;21;11;53;12;19;32;35;23;40;24;62;59;18;31;4;57;1
51;41;26;46;52;36;54;10;42;53;33;37;15;50;3;6;30;60;28;58;61;56;43;34;49;47;55;29;20;22;14;39;63;45;1;48;2;8;19;31;7;4;9;17;38;27;5;13;21;11;16;12;44;32;35;23;40;24;62;59;18;64;25;57;1
12;29;55;30;35;37;32;49;56;42;9;20;3;36;44;17;41;40;33;60;52;34;31;50;27;22;53;11;15;16;45;4;10;58;63;57;2;18;19;7;64;25;28;6;39;46;8;13;54;5;62;26;1;48;47;21;24;61;14;59;51;23;43;38;1
39;34;25;61;50;20;10;18;54;33;15;24;59;37;5;28;51;1;35;9;16;45;63;14;40;11;7;22;53;27;64;49;44;57;2;38;21;47;56;17;6;23;13;55;43;62;19;41;31;36;48;30;3;58;52;12;4;32;42;8;26;46;60;29;1
39;34;25;61;50;20;10;18;54;33;15;24;59;37;5;28;51;1;35;9;16;45;63;14;40;11;7;22;53;27;64;49;44;57;2;38;21;47;56;17;6;23;13;55;43;62;19;41;31;36;48;30;3;58;52;12;4;32;42;8;26;46;60;29;1
