"X24";"X22";"X19";"X11";"X28";"X4";"X31";"X7";"X25";"X27";"X9";"X21";"X1";"X2";"X13";"X23";"X8";"X18";"X14";"X12";"X6";"X30";"X5";"X10";"X16";"X20";"X32";"X3";"X17";"X26";"X15";"X29";"generation"
24;22;19;11;28;4;31;7;25;27;9;21;1;2;13;23;8;18;14;12;6;30;5;10;16;20;32;3;17;26;15;29;1
26;32;11;31;23;19;28;27;18;29;9;4;25;20;22;21;15;1;2;12;6;10;5;24;16;7;30;17;8;14;13;3;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
4;6;16;12;27;3;18;14;13;20;2;10;15;11;21;17;32;31;23;25;9;30;7;24;26;28;5;8;29;19;22;1;1
12;26;7;23;25;4;27;11;13;20;2;14;15;18;21;17;24;10;32;19;16;31;6;9;29;8;28;22;1;30;5;3;1
9;32;12;31;23;19;28;27;20;5;26;10;25;18;29;8;22;11;2;1;4;24;15;6;16;7;30;17;21;14;13;3;1
28;11;3;32;31;19;23;27;18;29;9;6;25;20;5;21;15;12;2;1;4;24;22;10;16;7;30;17;8;14;13;26;1
4;22;19;11;28;8;18;12;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;27;5;3;29;16;6;1;1
4;22;16;12;27;8;18;11;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;28;5;3;29;19;1;6;1
26;32;11;31;23;19;28;27;18;29;9;6;25;20;5;21;15;12;2;1;4;24;22;10;16;7;30;17;8;14;13;3;1
26;32;11;31;23;19;28;27;18;29;9;6;25;20;5;21;15;12;2;1;4;24;22;10;16;7;30;17;8;14;13;3;1
31;7;30;32;23;19;28;27;18;29;9;6;25;20;5;21;15;12;2;1;4;24;22;10;16;11;13;17;8;3;14;26;1
26;32;11;31;23;19;28;27;18;29;3;6;25;20;5;21;15;12;2;1;4;24;22;10;13;7;30;17;8;16;14;9;1
23;10;16;31;11;8;28;27;18;29;9;6;25;20;5;21;15;12;2;1;4;30;26;24;17;13;7;3;14;19;22;32;1
26;32;11;31;2;19;28;27;18;29;4;6;1;20;5;21;15;12;23;25;9;24;22;10;16;7;30;17;8;14;13;3;1
4;6;16;12;27;8;18;11;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;28;5;3;29;19;22;1;1
4;6;16;12;27;8;18;11;13;20;2;10;15;14;7;26;32;31;28;25;9;30;21;24;17;23;5;3;29;19;22;1;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;6;23;8;18;30;5;13;12;20;14;31;10;32;3;17;26;15;29;1
28;7;15;29;31;1;22;19;11;17;26;5;25;2;13;6;8;18;14;12;23;10;20;32;3;24;4;27;21;16;30;9;1
4;9;16;25;27;32;31;11;7;20;26;24;1;2;13;23;8;18;14;12;6;10;5;30;17;28;21;3;29;19;22;15;1
10;22;19;11;28;4;16;7;12;27;6;5;1;2;13;23;8;18;14;25;9;30;21;24;17;20;32;3;31;26;15;29;1
8;1;6;12;27;4;18;11;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;28;5;3;29;19;22;16;1
4;6;16;12;27;8;18;11;13;20;2;10;22;14;7;19;32;31;23;25;9;30;21;24;17;28;5;3;1;26;15;29;1
24;22;19;11;28;4;16;26;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;7;15;29;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
26;32;19;31;7;28;11;1;21;15;20;6;25;9;5;18;29;12;2;27;4;24;22;10;16;23;30;17;8;14;13;3;1
19;5;2;30;7;28;11;1;21;15;20;4;18;26;17;25;31;10;27;12;32;9;23;29;6;22;16;24;8;14;13;3;1
26;32;11;24;23;19;28;27;18;29;10;22;25;20;5;21;15;12;2;1;16;31;6;9;4;7;30;17;8;14;13;3;1
12;26;1;23;25;4;27;2;15;18;20;28;5;11;21;22;24;10;32;19;29;31;6;9;16;7;30;17;8;14;13;3;1
24;22;4;11;23;19;28;7;25;27;9;21;1;2;13;16;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
26;24;11;16;21;19;28;27;1;29;9;4;25;7;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;2;22;15;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
10;13;16;8;25;2;30;11;9;17;7;1;6;14;21;26;31;15;27;12;23;18;22;24;32;28;5;3;29;19;20;4;1
4;6;16;12;9;8;30;11;13;20;5;10;17;14;7;26;31;15;27;29;23;18;22;24;32;3;2;25;28;19;21;1;1
12;26;2;11;28;4;16;7;25;27;20;14;13;23;21;17;24;10;32;19;18;31;6;9;29;8;15;22;1;30;5;3;1
24;3;19;11;28;4;16;7;25;27;9;21;17;2;13;23;8;18;14;12;6;10;5;30;31;20;32;22;1;26;15;29;1
4;6;16;12;27;8;18;11;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;28;5;3;29;19;22;1;1
4;6;16;12;27;8;18;11;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;28;5;3;29;19;22;1;1
24;22;19;11;28;4;16;7;25;27;9;21;1;2;13;23;8;18;14;12;6;10;5;30;31;20;32;3;17;26;15;29;1
24;22;19;11;28;4;16;7;25;30;9;21;1;2;13;23;8;18;14;12;6;10;5;27;31;20;32;3;17;26;15;29;1
26;2;11;15;23;7;30;27;18;4;12;5;25;20;21;17;24;10;32;19;16;31;6;9;29;8;28;22;1;14;13;3;1
10;26;7;23;13;16;27;32;18;29;9;6;25;20;5;21;15;12;2;1;4;31;14;11;24;8;28;22;19;30;17;3;1
26;32;11;31;23;19;28;27;18;29;9;6;25;20;5;21;15;12;2;1;4;24;22;10;16;7;30;17;8;14;13;3;1
26;32;11;31;23;19;28;27;18;29;9;6;25;20;5;21;15;12;2;1;4;24;22;10;16;7;30;17;8;14;13;3;1
22;1;27;12;4;8;18;11;13;20;2;10;15;14;7;26;32;31;23;25;9;30;21;24;17;28;5;16;19;29;6;3;1
4;6;3;12;27;8;18;11;13;20;2;5;15;14;28;26;32;31;23;25;9;24;22;10;16;7;30;17;29;19;21;1;1
4;6;16;12;27;8;18;11;13;20;9;32;25;29;5;21;15;31;2;1;26;24;22;10;23;7;30;17;19;14;28;3;1
