"X7";"X18";"X14";"X13";"X6";"X25";"X9";"X10";"X2";"X23";"X26";"X1";"X20";"X8";"X19";"X16";"X21";"X5";"X17";"X15";"X24";"X11";"X4";"X12";"X3";"X22";"generation"
7;18;14;13;6;25;9;10;2;23;26;11;20;8;19;16;21;5;17;15;24;1;4;12;3;22;1
20;1;25;13;11;7;10;26;24;18;6;23;19;8;9;16;21;5;17;15;4;2;14;12;3;22;1
12;19;7;25;22;8;16;15;2;4;14;17;13;11;1;9;5;26;21;6;23;18;24;3;20;10;1
15;7;25;12;16;8;10;2;22;23;14;6;13;11;1;9;5;26;4;17;21;18;24;3;20;19;1
4;7;25;12;16;2;10;8;22;15;9;5;23;14;24;11;17;26;21;6;13;18;1;3;20;19;1
12;21;13;11;2;17;26;8;22;15;9;5;1;14;25;10;16;4;7;6;23;18;24;3;20;19;1
12;5;25;13;2;7;10;26;16;18;6;22;23;3;19;1;14;9;4;17;21;24;8;15;11;20;1
20;17;15;13;16;7;18;3;2;10;19;22;23;25;6;1;14;12;5;26;24;11;4;21;8;9;1
20;17;4;13;2;7;10;11;8;9;6;5;19;15;12;14;22;23;1;3;24;26;25;18;16;21;1
24;4;13;11;2;7;10;26;16;18;6;5;19;15;12;14;22;23;1;3;17;8;25;9;20;21;1
7;18;4;13;6;25;9;10;11;23;26;1;20;8;19;16;21;5;17;3;24;2;14;12;15;22;1
20;17;25;13;11;7;10;26;16;18;6;5;19;3;12;14;22;23;1;15;4;2;24;21;8;9;1
23;3;6;14;5;4;16;19;11;7;15;25;1;10;2;26;22;18;9;17;21;24;8;13;20;12;1
12;5;7;11;9;26;16;3;6;25;19;22;1;10;2;23;14;18;4;17;21;24;8;15;13;20;1
20;17;25;13;2;7;10;26;16;18;6;5;19;15;12;14;22;23;1;3;24;11;4;21;8;9;1
20;17;25;13;2;7;10;26;16;18;6;5;19;15;12;14;22;23;1;3;24;11;4;21;8;9;1
20;1;25;13;11;7;10;26;16;18;6;23;19;8;21;24;22;5;17;15;4;2;14;12;3;9;1
24;17;25;13;2;7;10;26;16;18;6;5;19;15;12;14;21;1;23;8;4;9;11;20;3;22;1
11;10;25;1;17;8;7;2;16;18;6;5;19;15;12;14;22;23;21;9;26;4;24;3;20;13;1
