"X1";"X27646";"X3";"X5";"X11";"X12";"X4";"X8";"X2";"X1.1";"X9";"X10";"X7";"X6"
1;27646;3;5;11;12;4;8;2;1;9;10;7;6
3;5;12;11;4;8;2;1;9;10;7;6;1;26744
1;26744;3;5;12;11;4;8;2;1;9;10;7;6
3;5;12;11;4;8;2;10;9;1;7;6;1;27788
1;27788;3;5;12;11;4;8;2;10;9;1;7;6
3;11;12;5;4;8;2;10;9;1;7;6;1;31220
1;31220;3;11;12;5;4;8;2;10;9;1;7;6
3;11;12;5;2;8;4;10;9;1;7;6;1;38240
1;38240;3;11;12;5;2;8;4;10;9;1;7;6
1;11;12;5;2;8;4;10;9;3;7;6;1;46810
1;46810;1;11;12;5;2;8;4;10;9;3;7;6
1;11;4;5;2;8;12;10;9;3;7;6;1;44214
1;44214;1;11;4;5;2;8;12;10;9;3;7;6
7;11;4;5;2;8;12;10;9;3;1;6;1;45966
1;45966;7;11;4;5;2;8;12;10;9;3;1;6
7;11;4;5;2;8;1;10;9;3;12;6;1;40230
1;40230;7;11;4;5;2;8;1;10;9;3;12;6
10;11;4;5;2;8;1;7;9;3;12;6;1;43860
1;43860;10;11;4;5;2;8;1;7;9;3;12;6
10;11;4;5;2;8;7;1;9;3;12;6;1;43492
1;43492;10;11;4;5;2;8;7;1;9;3;12;6
10;11;4;5;2;8;1;7;9;3;12;6;1;43860
1;43860;10;11;4;5;2;8;1;7;9;3;12;6
10;6;4;5;2;8;1;7;9;3;12;11;1;44838
1;44838;10;6;4;5;2;8;1;7;9;3;12;11
10;6;4;3;2;8;1;7;9;5;12;11;1;33106
1;33106;10;6;4;3;2;8;1;7;9;5;12;11
10;6;4;3;2;8;1;7;9;5;11;12;1;38708
1;33106;10;6;4;3;2;8;1;7;9;5;12;11
10;7;4;3;2;8;1;6;9;5;12;11;1;40534
1;40534;10;7;4;3;2;8;1;6;9;5;12;11
10;7;4;3;12;8;1;6;9;5;2;11;1;44262
1;44262;10;7;4;3;12;8;1;6;9;5;2;11
10;7;4;8;12;3;1;6;9;5;2;11;1;37658
1;37658;10;7;4;8;12;3;1;6;9;5;2;11
10;7;4;8;12;3;1;6;2;5;9;11;1;37666
1;37666;10;7;4;8;12;3;1;6;2;5;9;11
5;7;4;8;12;3;1;6;2;10;9;11;1;40298
1;40298;5;7;4;8;12;3;1;6;2;10;9;11
5;7;4;6;12;3;1;8;2;10;9;11;1;34740
2;34740;5;7;4;6;12;3;1;8;2;10;9;11
5;7;4;6;1;3;12;8;2;10;9;11;2;36346
2;36346;5;7;4;6;1;3;12;8;2;10;9;11
5;7;4;6;1;3;12;8;2;10;11;9;2;38454
2;38454;5;7;4;6;1;3;12;8;2;10;11;9
5;7;4;6;10;3;12;8;2;1;11;9;2;40090
2;40090;5;7;4;6;10;3;12;8;2;1;11;9
5;7;4;6;10;1;12;8;2;3;11;9;2;36796
2;36796;5;7;4;6;10;1;12;8;2;3;11;9
5;7;4;6;12;1;10;8;2;3;11;9;2;40032
2;40032;5;7;4;6;12;1;10;8;2;3;11;9
5;7;4;8;12;1;10;6;2;3;11;9;2;43478
2;43478;5;7;4;8;12;1;10;6;2;3;11;9
5;7;4;8;12;1;3;6;2;10;11;9;2;33448
