"X24";"X15";"X9";"X8";"X3";"X5";"X28";"X19";"X10";"X1";"X2";"X22";"X26";"X11";"X29";"X20";"X7";"X14";"X12";"X18";"X27";"X25";"X13";"X32";"X6";"X23";"X4";"X21";"X31";"X30";"X17";"X16";"generation"
24;15;9;8;3;5;28;19;10;1;2;22;26;11;29;7;20;14;12;18;27;25;13;32;6;23;4;21;31;30;17;16;1
24;15;9;8;3;5;28;19;10;1;2;22;26;11;29;20;7;14;12;18;27;25;13;32;6;23;4;21;31;30;17;16;1
7;18;27;21;3;22;12;19;4;14;1;5;13;29;17;11;24;28;2;15;9;23;6;30;20;25;10;8;31;32;26;16;1
26;22;4;7;12;16;18;19;21;14;1;5;13;29;17;11;24;28;2;15;9;23;6;27;20;25;10;8;31;30;3;32;1
24;15;9;8;3;5;28;19;10;1;2;22;30;11;29;6;7;14;12;18;13;27;25;17;20;31;26;16;32;4;23;21;1
12;18;8;24;10;9;5;6;15;19;2;22;26;11;29;20;7;14;28;23;21;27;25;17;30;31;3;16;32;4;1;13;1
9;30;22;6;5;7;26;3;23;13;29;15;2;16;4;12;8;14;20;31;27;1;17;19;24;32;28;10;18;25;21;11;1
9;30;22;6;5;7;26;3;23;13;29;15;2;16;4;12;8;14;20;31;27;1;17;19;24;32;28;10;18;25;21;11;1
9;32;18;6;24;7;26;3;19;13;29;15;2;16;4;12;8;14;20;31;17;1;27;23;10;30;28;5;22;25;21;11;1
11;6;15;32;26;25;18;24;2;21;3;19;13;16;4;12;8;14;20;31;27;1;17;23;10;30;28;5;22;29;7;9;1
28;29;8;24;20;12;5;7;15;19;6;3;22;17;18;30;2;21;9;11;14;25;27;23;10;31;26;16;32;4;1;13;1
11;6;8;24;10;12;5;15;1;4;3;19;13;2;25;21;14;17;9;31;32;16;27;23;26;30;28;18;22;29;7;20;1
11;10;15;30;26;16;18;8;1;28;3;19;27;2;12;21;14;17;9;31;24;25;13;32;6;23;4;5;22;29;7;20;1
26;15;29;8;3;30;28;19;10;1;11;22;13;2;12;21;14;17;9;31;24;16;27;23;6;32;4;20;18;5;7;25;1
24;15;9;7;3;5;28;19;10;1;2;22;26;11;29;12;8;14;20;31;27;4;13;32;6;23;25;21;18;30;17;16;1
9;30;22;24;5;7;26;3;19;17;29;15;2;16;28;20;8;14;12;18;27;25;13;32;6;23;4;21;31;1;10;11;1
9;30;15;6;5;8;2;3;23;13;4;22;26;11;29;20;7;14;12;31;27;1;17;19;24;32;28;10;18;25;21;16;1
6;15;9;8;3;5;4;23;13;30;2;22;26;11;29;20;7;14;12;31;27;1;17;19;24;32;28;10;18;25;21;16;1
13;15;12;8;3;21;4;19;6;1;2;18;26;11;32;20;14;17;9;31;24;16;27;23;10;30;28;5;22;29;7;25;1
11;6;9;8;3;25;18;32;1;4;26;19;13;2;12;21;14;17;15;31;24;16;27;23;10;30;28;5;22;29;7;20;1
24;15;9;8;3;5;28;19;10;1;2;22;26;11;29;20;7;14;12;18;27;25;13;32;6;23;4;21;31;30;17;16;1
24;15;9;8;3;5;28;19;10;1;2;22;26;11;29;20;7;14;12;18;27;25;13;32;6;23;4;21;31;30;17;16;1
9;30;15;6;3;5;28;19;10;1;2;22;26;11;29;20;7;14;12;18;27;25;13;8;24;32;4;23;31;17;21;16;1
24;15;9;8;3;5;28;32;10;25;2;22;26;11;29;12;7;14;20;31;27;1;17;19;6;23;4;21;18;30;13;16;1
25;9;28;29;11;2;27;32;5;18;6;24;23;30;17;15;7;19;26;22;12;13;1;21;14;4;20;10;31;3;8;16;1
1;9;12;29;11;2;26;3;5;22;19;24;10;8;17;15;7;14;28;18;27;25;13;32;6;23;4;21;31;30;16;20;1
9;16;31;29;17;8;20;3;5;18;6;24;23;30;2;15;7;19;26;22;12;13;1;21;14;4;28;10;32;25;27;11;1
8;9;31;29;11;2;27;4;5;3;6;14;23;30;13;15;7;16;26;22;12;1;17;19;24;32;28;10;18;25;21;20;1
3;22;10;24;2;16;15;19;8;28;1;5;26;11;29;20;7;14;12;18;27;25;13;32;6;23;4;21;31;30;17;9;1
24;15;9;21;31;5;28;19;4;1;2;22;26;11;29;6;7;14;12;18;30;23;13;32;20;25;10;8;3;27;17;16;1
2;10;15;30;24;16;22;8;1;28;3;19;26;11;29;20;7;14;12;18;27;25;13;32;6;23;4;21;31;9;17;5;1
13;15;9;8;3;5;28;19;6;1;2;22;26;11;29;20;7;14;12;18;24;16;27;23;10;32;4;21;31;30;17;25;1
9;30;22;6;5;7;26;3;23;13;29;15;2;16;4;12;8;14;20;31;27;1;17;19;24;32;28;10;18;25;21;11;1
9;30;22;6;5;7;26;3;23;13;29;15;2;16;4;12;8;14;20;31;27;1;17;19;24;32;28;10;18;25;21;11;1
24;12;8;29;5;16;28;7;15;19;6;3;22;23;18;30;2;21;9;11;14;27;25;17;20;31;26;10;4;13;1;32;1
26;29;8;20;16;12;5;7;15;4;6;3;22;23;11;30;2;21;9;31;27;1;17;19;24;32;28;10;18;25;14;13;1
9;30;15;24;5;8;28;19;10;1;2;22;26;11;29;20;7;14;12;18;27;25;13;32;6;23;4;3;31;17;21;16;1
24;15;9;8;3;5;28;19;10;25;2;22;26;11;29;20;7;14;12;31;27;1;17;32;6;23;4;21;18;30;13;16;1
