"X10";"X13";"X31";"X19";"X16";"X20";"X22";"X8";"X4";"X32";"X17";"X18";"X1";"X14";"X12";"X5";"X6";"X11";"X30";"X21";"X26";"X15";"X23";"X2";"X7";"X25";"X28";"X9";"X27";"X29";"X24";"X3";"generation"
10;13;31;19;16;20;22;8;4;32;17;18;1;14;12;5;6;11;30;21;26;15;23;2;7;25;28;9;27;29;24;3;1
24;25;30;4;5;20;1;8;3;26;12;23;22;29;13;11;14;16;6;21;32;15;18;2;17;9;27;31;19;7;10;28;1
10;15;16;25;4;26;9;5;31;29;8;6;3;7;18;20;2;14;1;21;28;27;22;24;19;13;30;12;17;23;32;11;1
1;25;27;12;2;11;6;31;26;3;4;10;8;30;22;20;28;5;29;15;13;7;18;16;14;32;19;9;17;23;24;21;1
10;15;31;19;17;27;9;21;3;26;12;23;22;29;13;11;14;16;6;30;25;5;24;32;7;2;28;1;20;8;18;4;1
10;15;31;19;17;27;9;21;3;26;12;23;22;29;13;11;14;16;6;30;25;5;24;32;7;2;28;1;20;8;18;4;1
29;25;7;9;3;28;2;31;20;32;17;18;1;14;12;5;6;11;30;21;26;27;22;24;19;13;8;10;4;23;16;15;1
23;25;29;16;32;11;6;31;20;3;4;10;8;5;18;26;2;14;1;21;28;27;22;24;19;13;30;12;17;7;15;9;1
23;15;30;19;17;29;6;31;20;3;4;10;8;5;18;26;16;14;1;21;28;27;24;32;7;2;25;9;11;22;13;12;1
29;25;7;9;32;26;1;31;20;3;4;10;8;5;13;11;14;16;6;30;28;27;22;24;19;18;21;12;17;23;2;15;1
10;15;1;19;17;28;32;21;3;26;12;23;22;29;7;11;14;16;6;30;25;5;24;2;13;9;27;31;20;8;18;4;1
24;25;29;3;16;20;22;8;4;32;17;18;31;14;12;5;6;11;30;21;26;15;23;2;13;9;28;1;19;7;10;27;1
24;25;29;3;16;20;22;8;4;32;17;18;1;14;12;5;6;11;30;21;26;15;23;2;13;9;27;31;19;7;10;28;1
