"X4";"X10";"X8";"X22";"X16";"X13";"X11";"X23";"X24";"X26";"X15";"X19";"X21";"X18";"X9";"X14";"X6";"X2";"X20";"X17";"X25";"X1";"X12";"X7";"X5";"X3";"generation"
4;10;8;22;16;13;11;23;24;26;15;19;21;18;9;14;6;2;20;17;25;1;12;7;5;3;1
12;11;22;16;5;13;10;23;24;26;15;19;21;4;9;1;6;2;20;18;25;17;8;14;7;3;1
9;23;24;21;16;13;11;6;12;19;20;15;22;1;18;26;25;17;5;4;10;2;8;14;7;3;1
24;11;21;16;20;13;25;10;12;14;5;15;22;17;4;26;6;18;19;9;23;2;8;1;7;3;1
7;16;3;17;9;24;15;21;13;5;14;26;22;4;20;12;18;6;8;23;2;19;1;11;25;10;1
13;10;6;16;22;3;5;17;14;24;7;9;4;21;20;12;18;15;8;23;2;19;1;11;25;26;1
25;18;20;17;6;19;5;15;24;1;8;7;21;9;23;3;12;14;2;16;11;13;22;4;10;26;1
25;18;20;23;6;19;5;15;24;1;8;7;21;9;17;3;12;14;2;16;11;13;22;4;10;26;1
25;18;20;17;6;19;5;15;24;1;8;7;21;9;23;3;12;14;2;16;11;13;22;4;10;26;1
25;18;20;17;6;19;5;15;24;1;8;7;21;9;23;3;12;14;2;16;11;13;22;4;10;26;1
7;20;3;17;9;12;6;21;13;5;18;26;22;4;16;24;14;15;2;23;11;8;19;1;10;25;1
26;20;18;17;6;19;5;15;24;1;8;7;21;9;23;3;12;14;2;16;11;13;22;4;10;25;1
9;22;1;3;26;5;21;23;7;13;14;16;4;19;20;12;18;6;8;10;2;11;24;17;15;25;1
18;2;19;9;22;20;16;8;12;13;14;5;11;21;10;7;1;23;24;3;25;15;6;17;4;26;1
25;20;10;17;9;12;6;21;13;5;18;26;22;4;16;24;14;15;8;23;2;19;1;11;7;3;1
13;11;22;17;9;12;6;23;24;26;15;19;21;18;20;1;25;16;5;4;10;2;8;14;7;3;1
25;18;20;14;6;19;2;15;24;1;8;7;21;9;23;3;12;17;5;16;11;13;22;4;10;26;1
12;7;8;17;20;5;6;23;24;26;15;19;21;18;9;1;25;14;2;16;11;13;22;4;10;3;1
7;20;3;17;9;12;6;21;13;5;18;26;22;11;16;24;14;15;8;23;2;19;1;4;10;25;1
10;18;1;17;6;13;5;14;24;22;4;7;21;9;16;3;12;15;8;23;2;19;20;11;25;26;1
9;22;18;20;26;19;5;15;24;13;14;16;11;21;10;7;1;23;12;3;25;8;6;17;4;2;1
9;17;18;20;26;16;19;8;12;13;14;5;11;21;10;7;1;23;24;3;25;15;22;4;2;6;1
25;19;15;17;20;5;6;18;24;1;8;7;21;9;23;3;12;14;2;16;11;13;22;4;10;26;1
25;18;20;17;6;19;5;15;24;1;22;10;21;9;23;26;12;4;13;16;11;2;8;14;7;3;1
