"X1";"X48982";"X7";"X5";"X12";"X11";"X8";"X9";"X1.1";"X6";"X2";"X10";"X3";"X4"
1;48982;7;5;12;11;8;9;1;6;2;10;3;4
7;5;12;11;8;9;6;1;2;10;3;4;1;40658
1;40658;7;5;12;11;8;9;6;1;2;10;3;4
7;5;12;11;8;9;6;1;10;2;3;4;1;42706
1;42706;7;5;12;11;8;9;6;1;10;2;3;4
9;5;12;11;8;7;6;1;10;2;3;4;1;38668
1;38668;9;5;12;11;8;7;6;1;10;2;3;4
9;5;12;11;8;7;6;4;10;2;3;1;1;38230
1;38230;9;5;12;11;8;7;6;4;10;2;3;1
9;5;3;11;8;7;6;4;10;2;12;1;1;41628
1;41628;9;5;3;11;8;7;6;4;10;2;12;1
9;6;3;11;8;7;5;4;10;2;12;1;1;46280
1;46280;9;6;3;11;8;7;5;4;10;2;12;1
3;6;9;11;8;7;5;4;10;2;12;1;1;63426
1;63426;3;6;9;11;8;7;5;4;10;2;12;1
3;6;9;11;8;7;5;4;1;2;12;10;1;64536
1;64536;3;6;9;11;8;7;5;4;1;2;12;10
3;6;9;11;8;7;5;2;1;4;12;10;1;64768
1;64768;3;6;9;11;8;7;5;2;1;4;12;10
3;6;8;11;9;7;5;2;1;4;12;10;1;63898
1;63898;3;6;8;11;9;7;5;2;1;4;12;10
3;6;11;8;9;7;5;2;1;4;12;10;1;62994
1;62994;3;6;11;8;9;7;5;2;1;4;12;10
3;6;11;8;9;7;5;4;1;2;12;10;1;62346
1;62346;3;6;11;8;9;7;5;4;1;2;12;10
3;6;11;8;9;7;5;12;1;2;4;10;1;56936
1;56936;3;6;11;8;9;7;5;12;1;2;4;10
3;6;11;8;9;7;5;2;1;12;4;10;1;61996
1;61996;3;6;11;8;9;7;5;2;1;12;4;10
3;6;1;8;9;7;5;2;11;12;4;10;1;65958
1;65958;3;6;1;8;9;7;5;2;11;12;4;10
3;6;1;8;11;7;5;2;9;12;4;10;1;62828
1;62828;3;6;1;8;11;7;5;2;9;12;4;10
11;6;1;8;3;7;5;2;9;12;4;10;1;42862
1;42862;11;6;1;8;3;7;5;2;9;12;4;10
11;9;1;8;3;7;5;2;6;12;4;10;1;37818
1;37818;11;9;1;8;3;7;5;2;6;12;4;10
11;9;1;7;3;8;5;2;6;12;4;10;1;41206
1;41206;11;9;1;7;3;8;5;2;6;12;4;10
11;5;1;7;3;8;9;2;6;12;4;10;1;33486
2;33486;11;5;1;7;3;8;9;2;6;12;4;10
10;5;1;7;3;8;9;2;6;12;4;11;2;28386
2;28386;10;5;1;7;3;8;9;2;6;12;4;11
10;5;1;7;3;8;9;2;6;12;11;4;2;32648
2;32648;10;5;1;7;3;8;9;2;6;12;11;4
10;5;6;7;3;8;9;2;1;12;11;4;2;34586
2;34586;10;5;6;7;3;8;9;2;1;12;11;4
3;5;6;7;10;8;9;2;1;12;11;4;2;36528
2;36528;3;5;6;7;10;8;9;2;1;12;11;4
3;5;6;7;4;8;9;2;1;12;11;10;2;33162
2;33162;3;5;6;7;4;8;9;2;1;12;11;10
3;5;6;7;4;12;9;2;1;8;11;10;2;44144
2;33162;3;5;6;7;4;8;9;2;1;12;11;10
3;5;6;7;4;8;9;10;1;12;11;2;2;38934
2;38934;3;5;6;7;4;8;9;10;1;12;11;2
3;5;6;7;4;1;9;10;8;12;11;2;2;42416
2;42416;3;5;6;7;4;1;9;10;8;12;11;2
2;5;6;7;4;1;9;10;8;12;11;3;2;57950
2;57950;2;5;6;7;4;1;9;10;8;12;11;3
2;11;6;7;4;1;9;10;8;12;5;3;2;54494
2;54494;2;11;6;7;4;1;9;10;8;12;5;3
2;11;12;7;4;1;9;10;8;6;5;3;2;51190
2;51190;2;11;12;7;4;1;9;10;8;6;5;3
2;11;1;7;4;12;9;10;8;6;5;3;2;46538
2;46538;2;11;1;7;4;12;9;10;8;6;5;3
2;11;1;9;4;12;7;10;8;6;5;3;2;43128
2;43128;2;11;1;9;4;12;7;10;8;6;5;3
8;11;1;9;4;12;7;10;2;6;5;3;2;35862
2;35862;8;11;1;9;4;12;7;10;2;6;5;3
8;11;1;9;4;12;7;10;5;6;2;3;2;35942
2;35942;8;11;1;9;4;12;7;10;5;6;2;3
8;11;1;9;2;12;7;10;5;6;4;3;2;39384
2;39384;8;11;1;9;2;12;7;10;5;6;4;3
8;11;1;3;2;12;7;10;5;6;4;9;2;36030
2;36030;8;11;1;3;2;12;7;10;5;6;4;9
8;11;1;3;2;9;7;10;5;6;4;12;2;39430
2;39430;8;11;1;3;2;9;7;10;5;6;4;12
8;11;1;3;2;9;7;10;6;5;4;12;2;30468
2;30468;8;11;1;3;2;9;7;10;6;5;4;12
8;11;2;3;1;9;7;10;6;5;4;12;2;29520
3;29520;8;11;2;3;1;9;7;10;6;5;4;12
8;11;2;3;12;9;7;10;6;5;4;1;3;32218
3;32218;8;11;2;3;12;9;7;10;6;5;4;1
8;11;2;3;12;9;7;4;6;5;10;1;3;49150
3;49150;8;11;2;3;12;9;7;4;6;5;10;1
8;11;2;3;12;4;7;9;6;5;10;1;3;50938
3;50938;8;11;2;3;12;4;7;9;6;5;10;1
8;11;2;3;12;4;7;9;5;6;10;1;3;42562
3;42562;8;11;2;3;12;4;7;9;5;6;10;1
8;11;10;3;12;4;7;9;5;6;2;1;3;45474
3;45474;8;11;10;3;12;4;7;9;5;6;2;1
8;11;10;3;12;4;7;1;5;6;2;9;3;47982
3;47982;8;11;10;3;12;4;7;1;5;6;2;9
8;4;10;3;12;11;7;1;5;6;2;9;3;52306
3;52306;8;4;10;3;12;11;7;1;5;6;2;9
8;4;10;3;12;11;1;7;5;6;2;9;3;57034
3;57034;8;4;10;3;12;11;1;7;5;6;2;9
2;4;10;3;12;11;1;7;5;6;8;9;3;49774
3;49774;2;4;10;3;12;11;1;7;5;6;8;9
2;4;10;3;12;11;1;8;5;6;7;9;3;40542
3;40542;2;4;10;3;12;11;1;8;5;6;7;9
12;4;10;3;2;11;1;8;5;6;7;9;3;49922
3;49922;12;4;10;3;2;11;1;8;5;6;7;9
12;4;10;3;2;11;1;8;5;6;9;7;3;58332
3;58332;12;4;10;3;2;11;1;8;5;6;9;7
9;4;10;3;2;11;1;8;5;6;12;7;3;49442
3;49442;9;4;10;3;2;11;1;8;5;6;12;7
9;4;5;3;2;11;1;8;10;6;12;7;3;53120
3;53120;9;4;5;3;2;11;1;8;10;6;12;7
2;4;5;3;9;11;1;8;10;6;12;7;3;53224
3;53224;2;4;5;3;9;11;1;8;10;6;12;7
2;1;5;3;9;11;4;8;10;6;12;7;3;51300
3;51300;2;1;5;3;9;11;4;8;10;6;12;7
2;1;5;4;9;11;3;8;10;6;12;7;3;45236
3;45236;2;1;5;4;9;11;3;8;10;6;12;7
2;1;5;4;9;11;3;10;8;6;12;7;3;44170
3;44170;2;1;5;4;9;11;3;10;8;6;12;7
2;1;5;4;9;11;3;6;8;10;12;7;3;39416
3;39416;2;1;5;4;9;11;3;6;8;10;12;7
7;1;5;4;9;11;3;6;8;10;12;2;3;35804
4;35804;7;1;5;4;9;11;3;6;8;10;12;2
7;1;5;4;9;10;3;6;8;11;12;2;4;22916
4;22916;7;1;5;4;9;10;3;6;8;11;12;2
7;1;9;4;5;10;3;6;8;11;12;2;4;23172
4;23172;7;1;9;4;5;10;3;6;8;11;12;2
7;1;9;4;2;10;3;6;8;11;12;5;4;19846
4;19846;7;1;9;4;2;10;3;6;8;11;12;5
7;1;9;4;2;10;3;6;8;12;11;5;4;27858
4;19846;7;1;9;4;2;10;3;6;8;11;12;5
7;1;9;4;2;11;3;6;8;10;12;5;4;36138
4;19846;7;1;9;4;2;10;3;6;8;11;12;5
7;2;9;4;1;10;3;6;8;11;12;5;4;26572
4;26572;7;2;9;4;1;10;3;6;8;11;12;5
7;2;11;4;1;10;3;6;8;9;12;5;4;37546
4;26572;7;2;9;4;1;10;3;6;8;11;12;5
4;2;9;7;1;10;3;6;8;11;12;5;4;28974
4;28974;4;2;9;7;1;10;3;6;8;11;12;5
4;2;9;7;1;10;6;3;8;11;12;5;4;38722
4;38722;4;2;9;7;1;10;6;3;8;11;12;5
4;2;9;7;11;10;6;3;8;1;12;5;4;46330
4;46330;4;2;9;7;11;10;6;3;8;1;12;5
4;2;9;12;11;10;6;3;8;1;7;5;4;48298
