"X4";"X7";"X10";"X2";"X1";"X5";"X8";"X11";"X12";"X6";"X9";"X3";"generation"
4;7;10;2;1;5;8;11;12;6;9;3;1
7;10;3;2;12;6;8;11;1;5;9;4;1
2;7;12;3;6;9;1;8;4;10;11;5;1
2;7;12;1;6;9;3;8;4;10;11;5;1
2;7;12;1;9;6;8;3;4;10;11;5;1
9;7;3;2;12;6;1;8;4;10;11;5;1
2;7;4;1;6;9;3;11;12;10;8;5;1
7;2;1;12;6;9;3;8;4;10;11;5;1
7;10;3;4;1;2;5;11;12;6;9;8;1
7;10;3;4;1;12;5;11;2;6;9;8;1
9;2;10;7;4;3;8;11;1;5;6;12;1
9;7;10;2;3;4;8;11;1;5;6;12;1
7;10;3;6;5;12;1;8;2;4;9;11;1
5;3;4;10;7;2;1;11;12;6;9;8;1
1;10;3;4;12;6;8;11;7;5;9;2;1
7;10;3;4;1;2;8;11;12;5;6;9;1
7;3;10;2;12;6;8;11;1;9;5;4;1
9;7;10;6;1;2;5;11;12;8;4;3;1
5;2;12;1;6;9;3;8;4;11;10;7;1
2;7;10;1;11;9;3;8;4;5;6;12;1
9;7;10;2;12;6;8;11;1;5;4;3;1
4;7;10;2;9;5;8;11;12;6;1;3;1
9;3;8;7;1;2;5;11;12;10;6;4;1
12;5;2;7;1;3;10;11;4;6;9;8;1
7;10;5;12;1;9;3;8;4;6;2;11;1
2;7;4;1;10;5;3;11;12;6;9;8;1
7;10;3;4;1;6;8;11;12;2;9;5;1
4;7;10;2;12;5;3;11;1;6;9;8;1
7;2;5;4;1;9;3;11;12;6;10;8;1
2;7;12;1;10;11;3;8;4;6;9;5;1
9;2;8;5;3;12;4;11;10;7;6;1;1
12;2;8;7;1;3;4;11;6;5;10;9;1
9;2;10;7;1;6;4;11;8;5;3;12;1
9;7;10;2;12;6;8;11;4;5;1;3;1
9;10;3;4;1;2;5;11;12;7;8;6;1
7;10;3;6;1;9;5;11;12;4;2;8;1
9;7;8;2;1;3;10;11;4;5;6;12;1
9;7;10;2;3;1;8;11;4;5;6;12;1
9;2;10;7;12;6;8;11;1;5;4;3;1
9;7;10;2;12;6;8;11;1;5;4;3;1
9;7;10;1;4;2;5;11;12;6;8;3;1
7;10;12;1;6;9;3;8;4;5;2;11;1
7;10;3;4;1;2;5;11;12;6;9;8;1
12;10;3;4;1;2;5;11;7;6;9;8;1
9;2;8;7;1;12;10;4;6;5;11;3;1
9;2;8;7;1;3;10;11;4;5;12;6;1
9;10;3;4;1;2;5;11;12;7;8;6;1
10;7;12;1;6;9;5;11;3;4;2;8;1
7;3;6;4;1;2;5;11;12;10;9;8;1
7;10;3;6;1;12;5;11;2;4;9;8;1
2;7;4;1;10;8;5;11;12;6;9;3;1
7;10;6;12;1;9;3;8;4;5;2;11;1
5;3;6;1;7;12;10;8;2;4;9;11;1
5;3;6;10;7;12;1;8;2;4;9;11;1
7;10;3;9;12;2;6;11;1;5;4;8;1
4;7;10;2;1;5;8;11;12;6;9;3;1
2;7;4;1;10;11;3;8;12;6;9;5;1
7;6;3;12;1;2;5;9;4;10;11;8;1
7;10;3;4;1;2;5;11;12;6;9;8;1
7;10;3;4;1;2;5;11;12;6;9;8;1
9;1;4;10;7;2;5;11;12;6;8;3;1
7;6;2;12;1;9;3;8;4;10;11;5;1
6;7;10;2;12;3;8;11;1;5;4;9;1
5;7;12;1;6;9;3;8;4;10;2;11;1
7;10;1;4;6;9;3;8;12;5;2;11;1
2;7;4;5;6;9;1;11;12;10;8;3;1
5;3;6;10;7;12;1;8;2;4;9;11;1
12;2;7;1;6;11;3;8;4;10;9;5;1
4;7;10;2;12;5;8;11;1;6;9;3;1
7;10;3;9;12;2;8;11;1;5;4;6;1
9;7;10;2;12;6;8;11;1;5;4;3;1
9;7;10;2;12;6;8;11;1;5;4;3;1
1;11;8;5;3;12;4;2;7;6;9;10;1
7;10;3;4;1;11;5;2;6;12;9;8;1
2;7;12;1;6;9;3;8;4;10;11;5;1
2;7;12;1;6;9;3;8;4;10;11;5;1
7;10;5;1;6;9;3;11;12;4;2;8;1
9;7;12;6;1;2;5;8;4;10;11;3;1
7;2;9;10;12;6;8;11;1;5;4;3;1
9;7;10;2;12;6;8;11;1;4;3;5;1
7;10;3;2;12;6;8;11;1;4;9;5;1
4;7;10;2;12;5;3;11;1;6;9;8;1
7;10;3;6;5;12;1;8;2;4;9;11;1
5;3;4;10;7;12;1;8;2;6;9;11;1
7;10;3;4;1;2;5;11;12;6;9;8;1
7;10;3;4;1;2;5;11;12;6;9;8;1
12;2;8;5;1;3;6;11;4;7;10;9;1
