"X31";"X22";"X7";"X4";"X6";"X1";"X2";"X8";"X21";"X10";"X5";"X14";"X24";"X3";"X27";"X18";"X20";"X9";"X16";"X19";"X12";"X23";"X29";"X13";"X32";"X11";"X25";"X17";"X28";"X30";"X15";"X26";"generation"
31;22;7;4;6;1;2;8;21;10;5;14;24;3;27;18;20;9;16;19;12;23;29;13;32;11;25;17;28;30;15;26;1
21;18;7;4;24;10;19;8;31;1;13;28;6;9;25;22;20;3;16;2;12;23;29;5;32;11;27;17;14;30;15;26;1
8;10;1;30;27;22;6;3;16;5;12;29;13;4;18;28;2;11;24;25;23;31;20;21;15;19;14;7;9;26;17;32;1
32;27;5;20;30;16;3;8;22;1;12;29;13;4;18;28;2;11;24;25;23;31;17;21;15;19;14;7;6;26;10;9;1
8;10;1;30;27;22;9;26;16;5;12;29;13;4;18;28;2;11;24;25;23;31;17;21;15;19;14;7;6;3;20;32;1
8;10;1;30;27;22;6;26;16;5;12;29;13;4;18;28;2;11;24;25;23;31;17;21;15;19;14;7;9;3;20;32;1
18;22;7;1;31;4;2;8;21;10;5;14;24;3;27;26;20;9;16;19;12;23;29;13;32;11;25;17;28;30;15;6;1
21;2;7;20;24;16;19;8;31;1;13;28;6;9;25;22;3;10;4;18;30;29;14;15;32;11;27;17;23;12;5;26;1
32;24;7;20;23;16;19;8;31;1;13;28;6;9;25;22;3;10;5;11;30;29;26;17;12;2;21;4;18;14;15;27;1
31;19;10;23;25;28;24;32;7;3;1;9;8;13;22;6;20;16;4;18;30;29;14;15;12;2;11;5;21;26;17;27;1
31;22;7;4;6;1;2;8;21;10;5;14;24;3;27;18;20;9;16;19;23;12;29;13;32;11;25;17;28;30;15;26;1
31;22;7;4;6;1;2;8;21;10;5;14;24;3;27;18;20;9;16;19;12;23;29;13;32;11;25;17;28;30;15;26;1
8;7;1;30;27;22;6;3;16;5;12;29;13;4;18;28;2;11;32;25;23;31;20;21;15;19;14;10;9;26;17;24;1
32;27;7;20;30;16;2;8;29;1;13;28;6;9;25;22;3;10;4;18;23;31;17;21;15;19;14;5;12;26;11;24;1
31;1;7;30;27;22;6;26;16;5;12;29;13;3;2;18;20;9;21;19;10;23;14;24;32;11;25;17;28;4;15;8;1
8;10;1;30;27;22;6;26;16;5;12;29;13;4;18;28;2;19;24;14;23;31;17;21;32;11;25;7;9;3;20;15;1
32;25;7;20;23;16;19;8;31;1;13;28;24;3;27;22;9;10;4;18;30;29;14;15;12;2;11;5;21;26;17;6;1
31;19;7;16;6;1;27;8;21;20;5;23;24;9;25;22;3;10;4;18;30;29;14;15;12;2;11;17;28;32;13;26;1
27;16;17;7;21;6;30;5;18;24;1;10;15;3;2;26;14;22;28;19;12;23;29;13;32;11;25;31;4;9;20;8;1
31;22;7;4;6;1;2;12;21;10;29;14;24;3;27;18;20;32;16;11;8;26;5;23;9;19;15;17;28;30;25;13;1
27;16;31;7;21;6;19;5;18;24;1;10;20;3;2;12;14;22;4;9;8;23;29;13;32;11;25;17;28;30;15;26;1
31;22;7;4;6;1;2;8;21;10;29;14;24;3;27;18;20;32;16;19;12;13;5;23;9;11;25;17;28;30;15;26;1
31;22;21;4;6;1;2;24;27;3;11;9;8;13;26;18;20;14;16;19;12;23;29;10;32;5;25;17;28;30;15;7;1
