"X26";"X12";"X4";"X25";"X7";"X17";"X2";"X16";"X23";"X9";"X6";"X18";"X21";"X8";"X20";"X13";"X19";"X5";"X1";"X14";"X15";"X22";"X10";"X24";"X3";"X11";"generation"
26;12;4;25;7;17;2;16;23;9;6;18;21;8;20;13;19;5;1;14;15;22;10;24;3;11;1
26;12;14;25;7;17;2;16;23;9;6;18;21;8;20;13;19;5;1;4;15;22;10;24;3;11;1
18;22;16;4;24;11;17;8;5;13;2;14;25;20;26;23;6;9;1;15;12;7;21;10;19;3;1
13;23;16;12;26;11;17;8;15;22;14;4;5;2;9;6;18;7;20;1;24;25;21;10;19;3;1
19;13;16;12;26;22;7;2;15;11;14;4;5;8;9;6;18;17;20;1;24;25;3;23;10;21;1
13;23;16;24;26;22;25;2;20;11;14;4;5;8;17;6;19;9;1;15;12;21;7;10;18;3;1
20;24;13;14;1;22;25;10;5;18;9;19;8;6;4;23;7;15;21;3;17;2;16;26;12;11;1
20;17;13;4;6;21;7;9;24;18;8;12;15;1;25;11;14;19;2;5;3;16;22;26;10;23;1
11;21;18;17;23;4;15;8;5;13;2;14;25;20;26;10;19;12;9;24;3;16;22;1;7;6;1
18;22;16;12;24;11;17;8;15;13;1;14;25;20;26;10;19;9;2;5;3;21;7;23;6;4;1
19;18;12;4;20;2;22;5;14;23;24;11;1;21;17;10;26;9;25;15;16;8;7;13;6;3;1
18;22;16;3;24;11;17;8;5;13;2;14;25;20;26;10;19;9;1;15;12;21;7;23;6;4;1
13;23;16;12;26;22;7;2;15;11;14;4;5;8;9;6;18;17;20;1;24;25;21;10;19;3;1
13;23;16;12;26;22;7;2;15;11;14;4;5;8;9;6;18;17;20;1;24;25;21;10;19;3;1
13;23;9;12;26;21;7;10;15;6;18;4;8;1;25;11;14;19;2;5;3;16;22;20;17;24;1
20;22;13;17;23;4;26;9;24;18;8;12;15;1;16;11;14;7;2;5;3;25;21;10;19;6;1
26;12;4;2;1;22;25;10;5;18;9;19;21;8;20;13;6;23;7;14;15;17;16;24;3;11;1
20;24;13;4;1;2;25;10;5;18;9;19;8;6;14;23;7;17;21;3;15;22;16;26;12;11;1
13;23;16;5;26;22;7;2;15;11;14;4;12;8;9;6;18;17;20;1;24;25;21;10;19;3;1
13;23;16;12;26;22;7;2;15;11;14;4;5;8;9;6;18;17;20;1;24;25;21;10;19;3;1
