"X20L";"X1L";"X19L";"X23L";"X26L";"X14L";"X11L";"X18L";"X28L";"X27L";"X13L";"X15L";"X8L";"X16L";"X30L";"X31L";"X22L";"X32L";"X4L";"X17L";"X3L";"X21L";"X29L";"X9L";"X12L";"X6L";"X7L";"X25L";"X5L";"X2L";"X10L";"X24L"
20;1;19;23;26;14;11;18;28;27;13;15;8;16;30;31;22;32;4;17;3;21;29;9;12;6;7;25;5;2;10;24
20;1;19;23;31;14;11;18;28;27;13;15;8;16;30;26;22;32;4;17;3;21;29;9;12;6;7;25;5;2;10;24
20;1;19;23;31;14;11;18;28;27;13;15;8;16;30;26;22;32;4;17;3;21;29;9;12;6;7;25;5;2;10;24
20;1;19;23;31;14;11;18;28;27;13;15;8;16;30;26;22;32;4;17;3;21;29;9;12;6;7;25;5;10;2;24
20;1;19;23;31;14;11;18;28;27;13;15;8;16;30;26;22;32;4;17;3;21;29;9;12;6;7;25;5;10;2;24
20;1;19;23;31;14;11;18;28;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;12;6;7;25;5;10;30;24
20;1;19;23;31;14;11;18;28;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;12;6;7;25;5;10;30;24
20;1;19;23;12;14;11;18;28;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;31;6;7;25;5;10;30;24
20;1;19;23;12;14;11;18;28;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;31;6;7;25;5;10;30;24
20;1;19;23;12;14;11;18;31;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;28;6;7;25;5;10;30;24
20;1;19;23;12;14;11;18;31;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;28;6;7;25;5;10;30;24
20;1;19;23;12;14;11;18;31;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;5;6;7;25;28;10;30;24
20;1;19;23;12;14;11;18;31;27;13;15;8;16;2;26;22;32;4;17;3;21;29;9;5;6;7;25;28;10;30;24
20;1;19;23;12;14;11;18;31;27;13;15;8;17;2;26;22;32;4;16;3;21;29;9;5;6;7;25;28;10;30;24
20;1;19;23;12;14;11;18;31;27;13;15;8;17;2;26;22;32;4;16;3;21;29;9;5;6;7;25;28;10;30;24
23;1;19;20;12;14;11;18;31;27;13;15;8;17;2;26;22;32;4;16;3;21;29;9;5;6;7;25;28;10;30;24
23;1;19;20;12;14;11;18;31;27;13;15;8;17;2;26;22;32;4;16;3;21;29;9;5;6;7;25;28;10;30;24
23;1;19;20;12;14;11;18;31;27;13;15;8;29;2;26;22;32;4;16;3;21;17;9;5;6;7;25;28;10;30;24
23;1;19;20;12;14;11;18;31;27;13;15;8;29;2;26;22;32;4;16;3;21;17;9;5;6;7;25;28;10;30;24
23;1;19;20;12;14;11;18;31;27;13;15;8;29;2;26;22;32;4;16;3;30;17;9;5;6;7;25;28;10;21;24
23;1;19;20;12;14;11;18;31;27;13;15;8;29;2;26;22;32;4;16;3;30;17;9;5;6;7;25;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;32;4;16;3;30;17;9;5;6;7;25;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;32;4;16;3;30;17;9;5;6;7;25;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;32;4;16;3;25;17;9;5;6;7;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;32;4;16;3;25;17;9;5;6;7;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;32;4;16;3;25;17;9;6;5;7;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;32;4;16;3;25;17;9;6;5;7;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;7;4;16;3;25;17;9;6;5;32;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;7;4;16;3;25;17;9;6;5;32;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;16;4;7;3;25;17;9;6;5;32;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;16;4;7;3;25;17;9;6;5;32;30;28;10;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;16;10;7;3;25;17;9;6;5;32;30;28;4;21;24
23;1;19;20;12;14;22;18;31;27;13;15;8;29;2;26;11;16;10;7;3;25;17;9;6;5;32;30;28;4;21;24
23;1;19;20;12;14;22;18;31;27;13;15;3;29;2;26;11;16;10;7;8;25;17;9;6;5;32;30;28;4;21;24
23;1;19;20;12;14;22;18;31;27;13;15;3;29;2;26;11;16;10;7;8;25;17;9;6;5;32;30;28;4;21;24
23;1;19;20;12;21;22;18;31;27;13;15;3;29;2;26;11;16;10;7;8;25;17;9;6;5;32;30;28;4;14;24
23;1;19;20;12;21;22;18;31;27;13;15;3;29;2;26;11;16;10;7;8;25;17;9;6;5;32;30;28;4;14;24
23;1;19;20;21;12;22;18;31;27;13;15;3;29;2;26;11;16;10;7;8;25;17;9;6;5;32;30;28;4;14;24
23;1;19;20;21;12;22;18;31;27;13;15;3;29;2;26;11;16;10;7;8;25;17;9;6;5;32;30;28;4;14;24
