"X14";"X26";"X30";"X25";"X1";"X19";"X24";"X29";"X5";"X3";"X11";"X10";"X15";"X18";"X13";"X22";"X31";"X6";"X8";"X16";"X32";"X7";"X21";"X12";"X23";"X20";"X17";"X27";"X2";"X28";"X4";"X9";"generation"
14;26;30;25;1;19;24;29;5;3;11;10;15;18;13;22;31;6;8;16;32;7;21;12;23;20;17;27;2;28;4;9;1
3;9;7;24;32;19;29;25;26;10;11;14;15;18;13;22;31;6;8;16;5;21;30;1;23;20;17;27;2;28;4;12;1
21;16;29;24;9;15;5;32;14;13;7;26;6;4;18;28;19;10;8;22;12;11;30;1;23;20;17;27;2;25;31;3;1
3;20;7;24;32;8;18;1;26;10;15;23;21;29;19;5;31;16;13;30;12;11;17;25;14;9;22;27;2;28;4;6;1
14;26;21;25;28;19;24;29;5;3;2;4;15;18;13;22;31;6;8;16;32;7;30;1;23;20;17;27;11;12;10;9;1
3;9;7;24;32;19;29;25;26;10;27;4;15;18;13;22;31;6;8;16;5;21;30;1;23;20;17;11;2;28;14;12;1
23;26;30;31;11;6;7;18;29;22;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;24;32;9;16;3;20;10;1
31;23;3;10;11;6;7;18;29;22;12;25;1;14;17;2;5;4;16;30;8;21;13;28;15;24;32;9;19;20;27;26;1
12;20;32;25;7;19;24;17;5;3;27;16;11;18;23;22;29;10;14;6;2;28;31;8;30;13;21;1;15;26;4;9;1
18;11;28;27;17;9;25;1;3;20;13;24;14;5;19;22;31;6;8;16;32;7;21;12;26;23;29;2;15;30;4;10;1
14;20;30;25;28;19;24;17;5;3;27;4;15;18;13;22;10;6;8;16;32;7;21;12;26;23;29;2;11;1;31;9;1
21;17;29;24;20;15;5;32;27;13;7;26;2;25;18;22;31;6;8;30;12;11;28;4;14;9;16;23;10;1;19;3;1
21;17;29;24;20;15;2;32;30;13;7;26;6;12;18;28;5;19;8;27;4;25;22;11;14;9;16;23;10;1;31;3;1
31;9;3;16;11;6;7;18;29;22;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;24;32;23;10;20;30;26;1
14;32;9;5;11;29;7;20;3;6;17;28;22;23;13;27;31;4;16;30;8;21;24;25;1;15;26;2;18;12;19;10;1
14;32;9;5;11;29;7;20;3;6;17;28;22;23;13;27;31;4;16;30;8;21;24;25;1;15;26;2;18;12;19;10;1
5;24;3;30;27;19;25;14;4;9;28;17;20;18;13;22;31;6;8;16;32;7;21;12;26;23;29;2;11;1;10;15;1
14;1;10;7;12;6;23;17;5;3;11;29;2;18;21;22;31;19;8;27;4;25;13;28;15;24;32;9;16;20;30;26;1
14;1;30;25;11;29;7;17;5;3;27;4;15;18;13;22;31;6;8;16;32;24;21;12;26;23;19;2;28;20;10;9;1
14;8;9;5;18;25;24;20;3;6;17;28;22;15;13;27;31;4;16;30;32;7;21;12;26;23;29;2;11;1;10;19;1
31;23;3;10;11;6;7;18;29;22;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;24;32;9;16;20;30;26;1
31;23;3;10;11;6;7;18;29;22;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;24;32;9;16;20;30;26;1
18;11;7;27;22;16;29;32;3;20;23;24;12;5;19;17;25;4;14;6;2;28;31;8;30;13;21;26;15;1;10;9;1
8;11;7;27;22;9;29;32;3;20;23;24;12;5;19;17;25;10;14;6;2;28;31;15;26;21;4;30;18;1;16;13;1
3;9;7;24;32;8;18;25;26;10;15;14;11;29;19;12;31;22;13;16;5;21;30;1;23;20;17;27;2;28;4;6;1
3;9;7;24;32;8;18;25;26;10;15;14;11;29;19;12;31;22;13;16;5;21;30;1;23;20;17;27;2;28;4;6;1
23;26;30;31;11;29;7;20;3;6;1;21;22;14;17;2;5;19;8;27;4;25;13;28;15;24;32;9;16;12;18;10;1
31;23;3;5;11;29;7;20;6;22;12;21;1;14;17;2;10;19;8;27;4;25;13;28;15;24;32;9;16;18;30;26;1
21;17;29;9;20;14;5;16;27;13;7;26;6;4;18;28;19;2;8;30;12;11;22;25;15;24;32;23;10;1;31;3;1
31;24;3;10;5;6;7;17;29;13;4;21;1;18;15;28;19;2;8;30;12;11;22;25;14;9;16;23;32;20;27;26;1
31;23;3;10;11;1;12;18;27;13;7;26;6;4;17;2;5;19;8;29;14;25;22;28;15;24;32;9;16;20;30;21;1
21;18;29;23;1;12;11;10;30;22;7;26;6;14;17;2;5;19;8;27;4;25;13;28;15;24;32;9;16;20;31;3;1
3;9;7;24;32;8;18;25;26;10;15;14;11;29;19;12;31;22;13;16;5;21;30;1;23;20;17;27;2;28;4;6;1
3;9;7;24;32;8;18;25;26;10;15;14;11;29;19;12;31;22;13;16;5;21;30;1;23;20;17;27;2;28;4;6;1
3;9;7;24;32;8;18;25;26;10;15;14;2;29;19;12;31;22;13;16;5;21;30;28;23;20;17;27;11;1;4;6;1
14;20;7;25;28;19;24;17;32;3;27;4;15;18;8;22;31;6;13;16;5;21;30;1;23;26;29;2;11;12;10;9;1
31;23;3;10;11;6;7;18;29;22;12;21;1;14;17;2;4;19;8;16;5;25;13;28;15;24;32;9;27;20;30;26;1
3;9;7;24;32;30;18;29;26;10;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;20;22;16;23;11;31;6;1
14;20;30;25;22;19;24;32;27;13;7;26;6;4;18;28;31;15;8;16;17;5;21;12;3;23;29;2;11;1;10;9;1
21;17;16;24;20;15;5;32;27;13;7;26;6;4;18;28;19;9;8;30;12;10;22;25;14;23;29;2;11;1;31;3;1
31;15;3;10;11;6;7;18;29;22;12;25;24;14;32;9;4;19;13;16;5;21;30;1;23;20;17;27;2;28;8;26;1
3;23;7;11;10;31;18;26;29;22;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;30;32;9;16;20;24;6;1
14;20;30;25;28;6;24;17;31;3;16;4;15;18;13;2;5;19;8;27;32;7;21;12;26;23;29;22;11;1;10;9;1
31;24;3;10;11;6;25;18;29;22;28;13;1;14;17;2;5;19;8;16;32;7;21;12;26;23;4;9;27;20;30;15;1
14;32;15;5;13;29;7;20;3;6;17;28;22;23;11;27;31;4;26;30;8;21;24;25;1;9;16;2;18;12;19;10;1
11;17;29;22;20;9;5;32;27;13;7;12;6;23;18;28;31;4;16;30;8;21;24;25;1;15;26;2;10;14;19;3;1
14;1;30;7;12;19;23;17;5;3;27;4;26;18;21;22;31;6;8;11;29;25;13;28;15;24;32;9;16;20;10;2;1
5;24;3;30;28;19;25;14;17;9;27;4;15;18;13;22;31;6;8;16;32;7;21;12;26;23;29;2;11;1;10;20;1
18;23;3;10;11;6;7;31;29;22;12;21;1;14;17;2;5;19;8;27;4;25;13;28;15;24;16;32;9;20;26;30;1
31;23;3;10;5;6;7;17;29;13;4;21;1;15;18;28;19;2;8;30;12;11;22;25;14;24;32;9;16;20;27;26;1
