"X1";"X40358";"X11";"X3";"X6";"X10";"X1.1";"X4";"X5";"X12";"X9";"X7";"X2";"X8"
1;40358;11;3;6;10;1;4;5;12;9;7;2;8
11;8;6;10;1;4;5;12;9;7;2;3;1;34832
1;34832;11;8;6;10;1;4;5;12;9;7;2;3
11;8;5;10;1;4;6;12;9;7;2;3;1;36276
1;36276;11;8;5;10;1;4;6;12;9;7;2;3
7;8;5;10;1;4;6;12;9;11;2;3;1;38676
1;38676;7;8;5;10;1;4;6;12;9;11;2;3
7;8;12;10;1;4;6;5;9;11;2;3;1;35260
1;35260;7;8;12;10;1;4;6;5;9;11;2;3
7;8;12;10;1;4;6;5;11;9;2;3;1;52616
1;52616;7;8;12;10;1;4;6;5;11;9;2;3
7;8;12;10;1;4;6;5;9;11;2;3;1;35260
1;35260;7;8;12;10;1;4;6;5;9;11;2;3
7;8;12;10;1;4;6;3;9;11;2;5;1;40626
1;40626;7;8;12;10;1;4;6;3;9;11;2;5
4;8;12;10;1;7;6;3;9;11;2;5;1;44574
1;44574;4;8;12;10;1;7;6;3;9;11;2;5
4;8;12;10;1;7;6;3;11;9;2;5;1;55302
1;55302;4;8;12;10;1;7;6;3;11;9;2;5
4;8;1;10;12;7;6;3;11;9;2;5;1;60884
1;60884;4;8;1;10;12;7;6;3;11;9;2;5
4;8;1;5;12;7;6;3;11;9;2;10;1;62066
1;62066;4;8;1;5;12;7;6;3;11;9;2;10
4;8;7;5;12;1;6;3;11;9;2;10;1;55198
1;55198;4;8;7;5;12;1;6;3;11;9;2;10
9;8;7;5;12;1;6;3;11;4;2;10;1;40044
1;40044;9;8;7;5;12;1;6;3;11;4;2;10
9;1;7;5;12;8;6;3;11;4;2;10;1;46282
1;46282;9;1;7;5;12;8;6;3;11;4;2;10
11;1;7;5;12;8;6;3;9;4;2;10;1;33712
1;33712;11;1;7;5;12;8;6;3;9;4;2;10
11;1;7;5;3;8;6;12;9;4;2;10;1;48424
1;48424;11;1;7;5;3;8;6;12;9;4;2;10
11;1;4;5;3;8;6;12;9;7;2;10;1;33878
1;33878;11;1;4;5;3;8;6;12;9;7;2;10
11;1;4;5;3;6;8;12;9;7;2;10;1;42010
1;42010;11;1;4;5;3;6;8;12;9;7;2;10
4;1;11;5;3;6;8;12;9;7;2;10;1;36176
1;36176;4;1;11;5;3;6;8;12;9;7;2;10
4;1;7;5;3;6;8;12;9;11;2;10;1;40598
2;40598;4;1;7;5;3;6;8;12;9;11;2;10
4;1;7;5;2;6;8;12;9;11;3;10;2;43774
2;43774;4;1;7;5;2;6;8;12;9;11;3;10
2;1;7;5;4;6;8;12;9;11;3;10;2;45116
2;45116;2;1;7;5;4;6;8;12;9;11;3;10
2;1;3;5;4;6;8;12;9;11;7;10;2;43952
2;43952;2;1;3;5;4;6;8;12;9;11;7;10
2;1;3;5;4;9;8;12;6;11;7;10;2;48722
2;48722;2;1;3;5;4;9;8;12;6;11;7;10
2;6;3;5;4;9;8;12;1;11;7;10;2;40502
2;40502;2;6;3;5;4;9;8;12;1;11;7;10
2;1;3;5;4;9;8;12;6;11;7;10;2;48722
2;48722;2;1;3;5;4;9;8;12;6;11;7;10
2;1;11;5;4;9;8;12;6;3;7;10;2;52724
2;52724;2;1;11;5;4;9;8;12;6;3;7;10
2;6;11;5;4;9;8;12;1;3;7;10;2;44504
2;44504;2;6;11;5;4;9;8;12;1;3;7;10
2;6;11;5;4;9;8;12;3;1;7;10;2;50214
2;50214;2;6;11;5;4;9;8;12;3;1;7;10
5;6;11;2;4;9;8;12;3;1;7;10;2;54802
2;54802;5;6;11;2;4;9;8;12;3;1;7;10
5;6;11;2;4;9;8;3;12;1;7;10;2;46792
2;46792;5;6;11;2;4;9;8;3;12;1;7;10
5;6;11;1;4;9;8;3;12;2;7;10;2;51012
2;51012;5;6;11;1;4;9;8;3;12;2;7;10
5;6;11;1;4;9;8;3;10;2;7;12;2;48974
2;48974;5;6;11;1;4;9;8;3;10;2;7;12
5;6;11;1;4;9;10;3;8;2;7;12;2;55970
2;55970;5;6;11;1;4;9;10;3;8;2;7;12
5;6;11;1;4;9;10;3;8;2;12;7;2;55352
2;55352;5;6;11;1;4;9;10;3;8;2;12;7
5;6;11;4;1;9;10;3;8;2;12;7;2;53992
2;53992;5;6;11;4;1;9;10;3;8;2;12;7
5;6;11;4;1;9;10;3;12;2;8;7;2;53970
2;53970;5;6;11;4;1;9;10;3;12;2;8;7
5;8;11;4;1;9;10;3;12;2;6;7;2;46058
2;46058;5;8;11;4;1;9;10;3;12;2;6;7
5;8;11;4;1;6;10;3;12;2;9;7;2;47938
2;47938;5;8;11;4;1;6;10;3;12;2;9;7
5;8;11;4;6;1;10;3;12;2;9;7;2;44794
3;44794;5;8;11;4;6;1;10;3;12;2;9;7
10;8;11;4;6;1;5;3;12;2;9;7;3;36724
3;36724;10;8;11;4;6;1;5;3;12;2;9;7
10;4;11;8;6;1;5;3;12;2;9;7;3;40140
3;40140;10;4;11;8;6;1;5;3;12;2;9;7
12;4;11;8;6;1;5;3;10;2;9;7;3;48810
3;48810;12;4;11;8;6;1;5;3;10;2;9;7
12;4;11;3;6;1;5;8;10;2;9;7;3;47740
3;47740;12;4;11;3;6;1;5;8;10;2;9;7
2;4;11;3;6;1;5;8;10;12;9;7;3;43386
3;43386;2;4;11;3;6;1;5;8;10;12;9;7
2;4;11;3;6;1;5;8;10;12;7;9;3;40016
3;40016;2;4;11;3;6;1;5;8;10;12;7;9
2;4;11;7;6;1;5;8;10;12;3;9;3;40938
3;40938;2;4;11;7;6;1;5;8;10;12;3;9
2;4;11;7;6;3;5;8;10;12;1;9;3;37594
3;37594;2;4;11;7;6;3;5;8;10;12;1;9
2;4;11;7;6;1;5;8;10;12;3;9;3;40938
3;40938;2;4;11;7;6;1;5;8;10;12;3;9
2;4;11;7;6;1;5;8;10;3;12;9;3;42364
3;42364;2;4;11;7;6;1;5;8;10;3;12;9
2;7;11;4;6;1;5;8;10;3;12;9;3;38702
3;38702;2;7;11;4;6;1;5;8;10;3;12;9
2;7;11;4;6;1;10;8;5;3;12;9;3;41586
3;41586;2;7;11;4;6;1;10;8;5;3;12;9
2;7;11;4;8;1;10;6;5;3;12;9;3;48778
3;48778;2;7;11;4;8;1;10;6;5;3;12;9
2;7;11;4;8;1;10;3;5;6;12;9;3;48212
3;48212;2;7;11;4;8;1;10;3;5;6;12;9
2;7;9;4;8;1;10;3;5;6;12;11;3;44688
3;44688;2;7;9;4;8;1;10;3;5;6;12;11
2;7;9;4;3;1;10;8;5;6;12;11;3;35394
3;35394;2;7;9;4;3;1;10;8;5;6;12;11
2;7;4;9;3;1;10;8;5;6;12;11;3;34434
3;34434;2;7;4;9;3;1;10;8;5;6;12;11
2;7;11;9;3;1;10;8;5;6;12;4;3;36546
