"X19";"X27";"X26";"X30";"X29";"X32";"X1";"X31";"X13";"X2";"X28";"X5";"X22";"X18";"X3";"X9";"X11";"X20";"X15";"X7";"X24";"X16";"X25";"X10";"X17";"X6";"X21";"X8";"X23";"X14";"X12";"X4";"generation"
19;27;26;30;29;32;1;31;13;2;28;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;21;8;23;14;12;4;1
32;14;16;3;22;17;1;25;13;2;24;30;10;21;19;11;6;18;27;7;9;23;31;5;4;28;20;8;12;29;26;15;1
21;31;8;23;1;32;27;30;28;14;12;5;22;18;3;9;11;20;15;7;24;16;25;10;6;17;19;4;13;29;26;2;1
16;14;2;21;25;8;27;30;28;23;12;5;22;18;3;9;11;24;15;29;20;32;31;10;17;6;19;4;13;7;26;1;1
32;12;2;21;31;8;27;30;28;3;14;26;25;24;23;9;11;20;15;7;18;16;22;10;17;6;19;4;13;29;5;1;1
2;27;18;28;21;23;22;8;5;31;14;26;30;12;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;1;32;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
19;4;18;11;21;2;13;8;5;16;14;26;25;24;23;28;9;22;3;12;7;31;10;30;1;27;20;6;15;32;17;29;1
7;12;4;28;19;15;3;8;25;24;18;32;13;2;26;9;21;5;11;16;14;31;10;30;1;27;20;6;22;29;17;23;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;24;12;21;31;8;15;30;28;10;18;6;13;2;26;9;27;20;11;16;14;7;25;23;17;5;19;4;22;29;3;1;1
30;12;1;28;5;22;3;8;31;7;18;21;15;2;26;9;27;20;11;29;14;16;25;10;17;6;19;4;13;32;24;23;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;14;2;21;31;8;27;30;28;23;12;5;22;18;3;9;11;20;15;7;24;16;25;10;17;6;19;4;13;29;26;1;1
32;14;12;21;25;8;27;30;28;23;2;10;22;18;3;9;11;20;15;7;24;16;31;5;17;6;19;4;13;29;26;1;1
3;15;26;22;29;32;1;25;13;2;24;30;5;21;19;11;28;18;27;7;9;23;31;10;17;6;20;8;16;14;12;4;1
32;14;2;21;31;8;27;26;29;23;6;5;22;18;3;9;11;20;15;13;24;16;25;10;17;12;4;7;19;28;30;1;1
21;25;8;23;11;22;10;5;9;14;26;15;18;16;27;19;24;1;6;28;20;32;31;3;2;12;4;7;13;29;30;17;1
32;14;2;21;31;8;27;30;28;23;12;5;13;18;3;9;11;19;15;7;24;16;25;10;17;4;20;6;22;29;26;1;1
