"X25";"X5";"X27";"X19";"X22";"X4";"X18";"X20";"X10";"X17";"X31";"X26";"X23";"X12";"X29";"X24";"X2";"X13";"X7";"X8";"X32";"X1";"X14";"X15";"X11";"X6";"X21";"X30";"X28";"X9";"X3";"X16";"generation"
25;5;27;19;22;4;18;20;10;17;31;26;23;12;29;24;2;13;7;8;32;1;14;15;11;6;21;30;28;9;3;16;1
27;17;5;25;30;16;4;20;19;18;11;26;23;12;29;24;2;13;7;8;32;1;14;15;31;6;9;22;28;21;3;10;1
9;7;32;30;19;13;26;14;8;17;21;11;2;23;3;24;5;29;20;28;10;25;15;12;31;6;1;22;27;18;4;16;1
23;7;27;30;26;19;14;17;1;21;5;13;11;8;24;16;29;3;20;28;10;25;15;12;31;6;9;22;32;18;4;2;1
9;29;6;19;17;25;23;13;26;12;20;7;15;4;21;3;27;11;10;28;24;14;8;22;5;18;1;31;30;32;16;2;1
18;29;15;19;17;25;23;13;26;12;20;7;6;8;5;27;3;11;10;28;24;14;4;22;21;9;2;32;31;16;30;1;1
1;5;27;19;31;9;26;14;8;15;21;11;2;23;3;24;7;29;20;25;10;28;6;12;30;17;13;22;32;18;4;16;1
3;4;24;32;21;1;5;14;16;19;7;23;26;6;11;8;22;29;20;28;10;25;15;12;30;17;13;27;31;9;18;2;1
3;4;24;10;21;1;5;14;19;9;7;23;26;29;20;8;22;15;11;18;27;28;6;12;30;17;2;32;31;16;25;13;1
18;29;6;19;17;30;23;13;26;12;20;7;15;4;21;3;32;11;10;28;24;14;8;22;5;16;2;27;31;9;25;1;1
1;5;27;19;30;13;26;14;8;17;21;11;2;23;3;24;7;29;20;28;10;25;15;12;31;6;9;22;32;18;4;16;1
1;5;27;19;30;13;26;14;8;17;21;11;2;23;3;24;7;29;20;28;10;25;15;12;31;6;9;22;32;18;4;16;1
18;15;29;3;14;10;25;24;9;1;4;28;6;8;5;27;11;19;23;7;13;17;20;22;21;26;2;32;31;16;30;12;1
28;1;13;3;14;10;25;29;26;12;20;7;15;4;21;27;11;24;19;9;5;2;6;22;30;18;8;31;23;32;16;17;1
9;7;32;30;26;19;14;22;1;25;5;13;3;8;31;16;27;11;10;24;20;21;23;4;28;12;15;17;18;29;6;2;1
18;16;30;19;32;25;23;13;26;12;20;7;2;4;21;3;31;11;10;28;24;14;8;22;5;9;15;17;27;29;6;1;1
1;5;29;19;30;14;8;13;26;12;20;7;15;4;21;3;27;11;10;28;24;25;2;17;31;6;9;22;32;18;23;16;1
16;29;6;19;17;25;23;13;26;12;20;7;15;30;21;3;27;11;10;28;24;14;8;22;5;9;2;32;31;18;4;1;1
1;5;29;19;30;13;26;25;2;12;20;7;15;4;21;3;27;11;10;28;24;14;8;17;31;6;9;22;32;18;23;16;1
18;27;6;19;12;13;26;14;8;17;21;11;2;23;3;24;7;29;20;28;10;25;4;22;5;9;1;32;31;16;30;15;1
18;29;16;19;17;25;23;13;26;12;20;7;22;4;2;3;27;5;10;8;32;1;14;15;11;6;21;30;28;9;24;31;1
27;17;13;25;15;6;4;20;19;18;1;26;23;12;29;30;21;11;10;28;24;14;8;22;5;9;2;32;31;16;3;7;1
1;5;27;19;30;13;2;14;8;17;21;11;26;23;3;24;7;29;20;28;10;4;15;12;32;6;18;22;31;9;25;16;1
