"X7";"X5";"X1";"X3";"X6";"X12";"X9";"X4";"X8";"X11";"X10";"X2";"generation"
7;5;1;3;6;12;9;4;8;11;10;2;1
7;10;6;3;8;5;9;4;12;1;11;2;1
7;5;10;3;6;8;9;4;12;1;2;11;1
7;9;8;3;6;10;5;4;12;1;11;2;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;1;12;3;6;8;9;4;5;11;10;2;1
7;6;1;3;12;4;5;9;8;11;10;2;1
7;5;10;3;6;8;9;4;12;11;2;1;1
7;5;10;3;6;8;9;4;2;11;12;1;1
7;9;6;3;2;4;10;5;8;11;12;1;1
7;1;8;9;12;4;5;3;6;11;10;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;9;8;5;2;4;10;3;6;11;12;1;1
7;1;3;11;12;8;6;2;4;9;5;10;1
6;1;3;7;12;8;5;9;4;11;10;2;1
11;6;3;7;12;8;9;2;4;1;5;10;1
7;11;10;3;6;8;1;4;12;9;5;2;1
7;9;8;5;2;4;10;3;6;11;12;1;1
7;9;8;5;2;4;10;3;6;11;12;1;1
7;5;10;9;6;8;3;4;12;1;11;2;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;10;8;5;2;3;9;4;12;1;6;11;1
7;8;9;5;2;4;10;3;6;11;1;12;1
7;10;8;3;12;4;5;9;6;11;2;1;1
7;1;6;3;2;4;10;9;8;11;5;12;1
7;1;6;3;2;4;5;9;8;11;10;12;1
7;10;8;3;12;4;5;9;6;11;2;1;1
5;2;3;7;6;8;9;4;12;1;11;10;1
7;11;12;3;6;8;1;2;4;9;5;10;1
7;10;6;3;12;4;5;9;8;1;11;2;1
7;5;10;3;6;12;4;9;8;11;1;2;1
7;9;8;5;2;4;12;3;6;11;10;1;1
7;3;6;12;2;4;5;9;8;11;10;1;1
7;1;8;5;2;4;3;9;6;11;10;12;1
7;3;6;10;2;4;5;9;8;11;12;1;1
7;5;9;8;2;4;10;3;6;11;12;1;1
7;9;8;5;12;4;10;3;6;1;11;2;1
7;9;8;5;2;4;10;3;12;1;11;6;1
7;9;4;3;6;8;10;5;2;11;12;1;1
7;5;10;3;6;8;9;4;1;11;12;2;1
7;10;8;5;2;3;9;4;12;1;6;11;1
7;10;6;3;8;4;5;9;12;1;11;2;1
7;6;10;3;12;4;5;9;8;11;1;2;1
7;9;10;3;6;4;5;8;12;1;11;2;1
7;10;6;3;5;8;9;4;12;1;11;2;1
7;1;10;3;6;8;5;9;4;11;12;2;1
7;1;6;3;12;4;5;9;10;8;11;2;1
7;9;8;5;2;4;3;10;12;1;11;6;1
7;10;4;3;6;8;9;5;2;11;12;1;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;1;12;3;6;8;9;5;4;11;10;2;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;1;12;3;6;8;5;9;4;11;10;2;1
7;5;10;3;12;8;9;4;6;1;11;2;1
7;5;6;3;12;8;1;2;4;9;10;11;1
11;6;3;7;12;4;5;9;8;2;1;10;1
7;11;6;5;3;8;1;2;4;9;12;10;1
11;8;12;7;2;4;10;3;6;9;5;1;1
7;5;9;4;2;8;10;3;6;11;12;1;1
7;10;5;3;6;8;9;4;12;1;11;2;1
7;3;6;5;1;4;12;9;8;11;10;2;1
7;2;8;3;10;4;5;9;6;11;12;1;1
7;5;10;3;6;8;9;1;12;4;11;2;1
7;10;5;3;6;8;9;4;12;1;11;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;9;8;5;1;3;12;4;6;11;10;2;1
7;1;8;5;2;4;11;3;6;10;12;9;1
7;10;6;3;8;4;5;9;12;1;11;2;1
7;1;6;3;10;8;9;4;12;5;11;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;11;10;3;6;8;9;4;12;1;5;2;1
11;6;3;7;12;8;1;2;4;5;10;9;1
11;6;3;7;12;4;5;2;8;9;1;10;1
7;9;8;5;2;4;10;3;12;1;11;6;1
7;9;8;5;2;3;10;4;12;1;11;6;1
7;5;10;4;1;8;9;3;6;11;12;2;1
7;10;3;5;6;8;9;4;12;11;2;1;1
7;5;10;3;6;8;9;4;12;1;11;2;1
7;5;11;1;6;8;9;4;12;3;10;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
7;1;6;3;12;4;5;9;8;11;10;2;1
10;5;3;7;12;8;1;4;6;9;11;2;1
5;6;3;7;12;8;9;2;4;1;11;10;1
1;6;3;7;12;4;5;9;8;11;10;2;1
9;6;3;7;12;4;1;2;8;11;5;10;1
