"X5";"X61";"X25";"X50";"X19";"X6";"X43";"X46";"X44";"X41";"X32";"X13";"X59";"X45";"X58";"X48";"X24";"X38";"X14";"X62";"X34";"X3";"X8";"X55";"X57";"X35";"X56";"X10";"X49";"X51";"X4";"X16";"X9";"X21";"X52";"X17";"X29";"X20";"X39";"X47";"X36";"X31";"X2";"X26";"X11";"X64";"X1";"X12";"X60";"X42";"X33";"X40";"X15";"X7";"X53";"X37";"X30";"X28";"X54";"X63";"X22";"X23";"X27";"X18";"generation"
5;61;25;50;19;6;43;46;44;41;32;13;59;45;58;48;24;38;14;62;34;3;8;55;57;35;56;10;49;51;4;16;9;21;52;17;29;20;39;47;36;31;2;26;11;64;1;12;60;42;33;40;15;7;53;37;30;28;54;63;22;23;27;18;1
57;40;25;33;58;6;17;46;44;31;32;13;14;42;29;64;2;50;7;30;59;63;41;19;52;22;24;27;21;51;49;55;36;18;47;43;16;48;38;35;26;8;39;34;28;10;54;23;20;61;56;3;5;53;9;37;62;11;1;4;60;45;15;12;1
63;22;59;20;54;64;18;29;42;27;25;51;40;3;57;17;48;19;45;31;56;39;33;2;61;5;62;16;13;34;55;8;58;47;32;41;26;21;9;35;14;24;4;37;11;23;38;46;1;60;6;7;43;10;15;49;30;28;36;44;50;53;52;12;1
22;63;25;50;38;6;43;46;44;17;52;49;59;14;9;48;24;19;45;31;56;39;33;2;28;5;62;16;13;34;55;8;58;47;32;41;26;21;30;35;36;51;4;29;11;64;1;12;60;42;10;40;15;7;53;37;3;57;54;18;27;61;20;23;1
63;22;59;20;54;64;18;29;42;27;25;51;1;11;57;17;48;19;45;31;56;39;23;2;28;10;62;16;13;6;7;8;60;47;32;49;26;43;30;35;15;24;4;37;3;33;12;44;40;58;34;55;21;5;14;41;9;61;36;46;50;53;52;38;1
1;20;7;53;61;54;50;29;49;59;10;63;36;3;57;17;48;19;45;31;56;39;33;2;28;5;62;16;13;34;55;8;58;47;32;41;26;21;30;35;14;24;4;37;64;38;12;44;40;52;27;42;60;18;11;51;22;46;23;6;43;25;15;9;1
22;63;62;50;19;6;35;46;44;41;8;13;59;36;58;48;34;42;3;51;24;25;2;26;29;43;17;11;31;16;52;54;20;9;53;10;38;14;7;39;45;40;32;21;56;64;1;12;60;57;33;49;15;47;4;37;30;28;55;18;27;61;5;23;1
47;64;18;41;59;4;1;34;35;6;5;61;19;28;36;22;50;42;3;25;24;51;2;26;29;43;17;11;31;16;52;54;20;9;23;10;38;14;7;39;45;40;32;21;8;57;15;48;63;33;56;27;60;55;53;37;30;62;44;12;46;13;58;49;1
22;63;25;50;19;6;43;46;44;41;32;13;59;45;58;48;24;38;14;62;34;3;8;55;57;35;56;10;49;51;4;16;9;21;52;17;29;20;39;47;36;31;2;26;11;64;1;12;60;42;33;40;15;7;53;37;30;28;54;18;27;61;5;23;1
22;63;25;50;19;6;43;46;44;41;32;13;59;45;58;48;24;38;14;62;34;3;8;55;57;35;56;10;49;51;4;16;9;21;52;17;29;20;39;47;36;31;2;26;11;64;1;12;60;42;33;40;15;7;53;37;30;28;54;18;27;61;5;23;1
40;2;55;39;61;54;50;29;49;19;10;63;36;17;51;64;18;59;12;43;33;53;45;20;31;48;56;52;62;27;42;8;58;47;32;41;26;21;30;35;14;24;4;37;11;23;38;46;1;60;6;7;16;5;3;57;22;44;13;34;28;25;15;9;1
63;9;59;20;54;64;18;29;42;27;25;51;1;3;57;17;48;19;45;31;56;39;23;2;28;10;62;16;13;61;7;8;60;47;32;49;26;43;30;50;15;24;36;37;11;33;12;44;40;58;34;55;21;5;14;41;22;46;4;6;35;53;52;38;1
22;53;59;20;54;64;18;29;42;27;25;51;40;3;57;17;48;19;45;31;56;39;33;2;28;5;62;16;13;34;55;8;58;47;32;41;26;21;30;35;14;24;4;37;11;23;38;46;1;60;6;7;43;10;15;49;9;61;36;44;63;12;52;50;1
63;22;59;20;54;64;18;29;42;27;25;51;40;3;57;17;48;19;45;31;56;39;33;2;28;5;62;16;13;34;55;8;58;47;32;41;26;21;30;35;14;24;4;37;11;23;38;50;1;60;6;7;43;10;15;49;9;61;44;12;46;53;52;36;1
22;63;25;50;19;6;10;46;44;41;32;2;59;45;58;35;24;17;14;49;34;39;8;55;31;48;56;52;62;27;47;53;16;37;43;57;30;60;36;28;11;38;13;42;3;33;12;1;20;26;64;40;15;7;9;21;29;4;54;18;51;61;5;23;1
22;63;53;50;19;6;43;46;44;41;32;13;59;45;58;48;24;38;14;62;34;3;8;55;57;35;56;10;49;51;4;16;9;21;52;17;29;20;39;28;11;26;2;42;31;33;12;36;40;27;23;60;37;5;18;61;1;30;47;54;64;7;15;25;1
22;63;25;50;19;6;43;46;44;41;32;13;59;45;58;48;24;38;14;62;34;3;8;2;28;5;56;10;49;51;4;16;9;21;52;17;29;20;39;47;36;31;55;26;11;64;1;12;60;42;33;40;15;7;53;37;30;57;54;18;27;61;35;23;1
63;22;59;20;54;64;18;29;42;50;25;51;40;3;57;17;48;19;45;31;56;39;33;2;28;52;62;16;13;34;55;8;58;47;32;41;26;21;30;35;14;24;4;37;11;12;38;46;1;60;6;7;43;10;15;49;9;53;36;44;27;61;5;23;1
30;64;18;41;59;53;1;24;43;6;5;61;19;28;36;22;37;38;14;62;34;3;8;55;57;35;56;10;49;51;4;16;9;21;52;11;42;54;7;39;45;40;32;20;2;29;15;48;63;33;17;27;60;26;23;50;47;25;44;12;46;13;58;31;1
22;60;25;50;19;6;35;46;44;41;56;13;59;36;58;12;33;64;55;62;34;3;2;26;29;43;17;11;31;16;52;54;20;9;53;10;38;14;7;39;45;40;32;21;8;57;15;48;63;24;42;49;1;47;4;37;30;28;51;18;27;61;5;23;1
22;63;25;50;19;6;43;46;44;41;32;13;59;45;58;48;24;38;14;62;34;3;8;55;57;35;56;10;49;51;4;16;9;21;52;17;29;20;39;47;36;31;2;26;11;64;1;12;60;42;33;40;15;7;53;37;30;28;54;18;27;61;5;23;1
