"X36";"X12";"X19";"X29";"X43";"X8";"X61";"X42";"X15";"X6";"X38";"X20";"X58";"X56";"X34";"X40";"X23";"X41";"X37";"X18";"X49";"X53";"X63";"X64";"X39";"X26";"X16";"X4";"X10";"X47";"X17";"X52";"X55";"X7";"X25";"X33";"X57";"X59";"X14";"X35";"X48";"X50";"X2";"X3";"X24";"X13";"X9";"X44";"X21";"X51";"X28";"X62";"X5";"X1";"X30";"X46";"X32";"X22";"X31";"X11";"X27";"X60";"X54";"X45";"generation"
36;12;19;29;43;8;61;42;15;6;38;20;58;56;34;40;23;41;37;18;49;53;63;64;39;26;16;4;10;47;17;52;55;7;25;33;57;59;14;35;48;50;2;3;24;13;9;44;21;51;28;62;5;1;30;46;32;22;31;11;27;60;54;45;1
24;45;56;60;8;36;61;9;23;54;2;53;12;57;29;63;41;14;44;52;37;58;15;64;39;26;16;4;10;47;31;33;1;30;18;3;34;27;5;55;38;62;11;25;17;28;20;49;42;51;19;7;40;35;43;46;32;22;13;59;50;6;48;21;1
36;12;19;29;43;8;61;42;15;6;38;20;58;56;57;40;23;41;37;25;49;24;63;52;39;26;16;4;21;5;13;33;1;30;18;64;34;27;14;35;48;50;46;3;53;31;22;44;32;51;28;62;47;55;7;2;10;9;17;11;59;60;54;45;1
24;45;56;60;8;36;61;9;23;54;2;53;12;57;29;4;41;14;44;52;37;58;15;3;40;19;50;63;21;5;13;33;1;30;18;64;34;27;47;55;38;62;59;25;31;28;20;49;42;51;26;7;39;35;43;46;32;22;17;11;16;6;48;10;1
1;17;50;29;43;27;61;42;14;30;3;20;33;56;44;40;23;41;46;18;51;53;35;64;39;26;28;5;9;47;31;52;48;60;19;32;54;62;15;13;2;21;24;38;37;63;34;22;58;49;16;10;4;36;6;55;25;11;12;59;8;45;57;7;1
50;27;47;23;49;64;29;31;36;35;56;4;60;34;40;17;52;61;10;9;41;48;6;18;42;20;46;16;38;33;14;43;45;39;19;58;54;26;15;63;2;21;37;3;24;13;22;44;32;51;28;62;5;1;30;55;25;11;12;59;8;7;57;53;1
24;45;56;60;8;36;61;9;23;54;2;53;12;57;29;4;41;14;37;18;44;58;15;3;40;19;50;63;21;5;13;33;1;30;52;64;34;27;47;55;38;62;11;25;17;28;20;49;42;51;26;7;39;35;43;46;32;22;31;59;16;6;48;10;1
36;12;19;29;30;8;61;21;15;6;48;9;58;56;34;40;23;41;37;18;44;53;63;64;5;13;16;4;10;47;31;52;55;50;3;33;57;59;14;1;38;62;11;25;17;28;20;49;42;51;26;7;39;35;43;46;32;22;24;2;27;60;54;45;1
24;45;56;60;8;36;61;9;23;54;46;53;12;57;29;4;41;14;44;52;37;58;15;3;40;19;50;63;42;39;13;33;35;43;18;64;34;27;47;55;38;7;11;25;17;26;20;49;32;51;1;62;5;28;30;2;21;22;31;59;16;6;48;10;1
36;12;19;29;43;8;61;32;15;6;48;22;58;56;57;40;23;41;37;3;44;53;63;33;39;13;16;4;10;14;31;52;35;30;18;64;34;27;47;55;38;62;11;25;17;28;20;49;42;51;26;7;5;1;50;2;21;9;24;46;59;60;54;45;1
36;12;19;29;43;8;61;42;15;6;38;20;58;56;34;40;23;41;37;18;49;53;63;64;39;26;16;4;10;47;31;52;55;7;25;33;57;59;14;35;48;50;46;3;24;13;22;44;32;51;28;62;5;1;30;2;21;9;17;11;27;60;54;45;1
36;12;19;29;43;8;61;42;15;6;38;20;58;56;34;40;23;41;37;18;49;53;63;64;39;26;16;4;10;47;31;52;55;7;25;33;57;59;14;35;48;50;46;3;24;13;22;44;32;51;28;62;5;1;30;2;21;9;17;11;27;60;54;45;1
21;27;47;23;49;64;29;31;1;35;56;5;60;34;40;17;52;61;26;9;41;2;30;18;42;20;37;16;38;33;14;43;45;39;19;58;54;10;15;63;48;50;46;3;24;13;22;44;32;51;28;62;4;36;6;55;25;11;12;59;8;7;57;53;1
