"X12";"X8";"X26";"X18";"X23";"X7";"X16";"X15";"X22";"X25";"X20";"X14";"X19";"X13";"X10";"X21";"X5";"X11";"X6";"X9";"X3";"X17";"X24";"X2";"X1";"X4";"generation"
12;8;26;18;23;7;16;15;22;25;20;14;19;13;10;21;5;11;6;9;3;17;24;2;1;4;1
4;19;18;7;23;17;2;20;21;12;13;6;25;14;26;9;15;11;5;22;3;10;24;8;1;16;1
19;8;11;16;22;17;2;20;21;7;13;6;5;14;3;9;1;18;25;10;12;26;23;24;15;4;1
7;4;11;22;5;16;2;20;21;12;13;6;25;14;26;9;1;18;8;10;17;3;23;24;15;19;1
4;3;11;7;13;26;23;15;22;6;20;14;9;8;21;19;1;18;25;10;12;17;24;2;5;16;1
7;4;11;22;13;16;23;12;20;25;5;26;14;8;21;19;15;18;6;9;3;17;24;2;1;10;1
17;6;1;21;2;25;19;13;20;16;12;18;11;8;14;9;15;24;5;10;7;3;22;23;4;26;1
19;26;24;6;23;17;2;21;9;10;12;18;11;8;14;20;16;25;5;13;7;3;22;15;1;4;1
19;25;11;18;13;16;2;3;20;6;5;17;14;8;21;9;15;24;23;10;7;26;22;12;1;4;1
17;4;11;23;8;18;2;20;21;12;13;6;25;14;26;9;15;24;5;10;7;3;22;16;1;19;1
7;9;11;22;13;16;2;3;20;6;5;17;14;8;21;19;23;18;25;10;24;26;15;12;1;4;1
17;26;16;23;3;6;22;2;20;9;10;24;14;8;21;19;1;25;5;13;18;11;15;12;7;4;1
12;10;22;11;13;16;2;3;20;6;5;17;14;8;21;19;1;18;25;23;24;7;15;9;4;26;1
26;4;21;22;13;1;2;3;19;6;17;18;11;8;14;20;16;25;5;23;24;7;10;12;15;9;1
9;5;11;24;23;17;2;20;26;12;13;6;14;8;21;19;1;18;25;10;7;3;22;16;15;4;1
7;4;11;22;5;16;2;20;21;12;13;6;25;14;26;19;1;18;8;10;17;3;23;24;15;9;1
4;12;18;7;8;25;23;15;22;26;20;14;19;13;10;21;5;11;6;9;3;17;24;2;1;16;1
4;12;18;7;8;26;23;15;22;25;20;14;19;13;10;21;5;11;6;9;3;17;24;2;1;16;1
4;25;18;14;8;26;15;23;12;22;20;7;19;13;10;21;5;11;6;9;3;17;24;2;1;16;1
3;21;8;9;5;25;19;23;12;22;20;7;4;10;6;2;18;26;11;13;16;17;24;15;14;1;1
7;4;11;22;8;16;2;3;20;6;5;17;19;13;21;14;1;18;25;10;12;26;23;24;15;9;1
12;4;11;22;13;18;2;3;20;6;5;17;14;8;21;10;7;16;25;9;15;19;24;23;1;26;1
7;4;11;22;13;16;2;20;21;6;5;17;14;8;3;19;1;18;25;10;12;26;23;24;15;9;1
