"X1";"X53720";"X7";"X12";"X6";"X10";"X1.1";"X8";"X9";"X3";"X4";"X2";"X11";"X5"
1;53720;7;12;6;10;1;8;9;3;4;2;11;5
11;12;6;10;1;8;9;3;4;2;7;5;1;53000
1;53000;11;12;6;10;1;8;9;3;4;2;7;5
11;12;6;10;1;8;9;3;4;5;7;2;1;40904
1;40904;11;12;6;10;1;8;9;3;4;5;7;2
11;12;1;10;6;8;9;3;4;5;7;2;1;38624
1;38624;11;12;1;10;6;8;9;3;4;5;7;2
11;12;9;10;6;8;1;3;4;5;7;2;1;38964
1;38964;11;12;9;10;6;8;1;3;4;5;7;2
9;12;11;10;6;8;1;3;4;5;7;2;1;42460
1;42460;9;12;11;10;6;8;1;3;4;5;7;2
10;12;11;9;6;8;1;3;4;5;7;2;1;53996
1;53996;10;12;11;9;6;8;1;3;4;5;7;2
10;12;11;9;6;8;1;2;4;5;7;3;1;64236
1;64236;10;12;11;9;6;8;1;2;4;5;7;3
10;12;11;9;6;8;1;3;4;5;7;2;1;53996
1;53996;10;12;11;9;6;8;1;3;4;5;7;2
10;1;11;9;6;8;12;3;4;5;7;2;1;32024
1;32024;10;1;11;9;6;8;12;3;4;5;7;2
10;1;4;9;6;8;12;3;11;5;7;2;1;34542
1;34542;10;1;4;9;6;8;12;3;11;5;7;2
10;1;4;9;3;8;12;6;11;5;7;2;1;45224
1;45224;10;1;4;9;3;8;12;6;11;5;7;2
10;1;4;9;3;8;12;6;2;5;7;11;1;37552
1;37552;10;1;4;9;3;8;12;6;2;5;7;11
10;7;4;9;3;8;12;6;2;5;1;11;1;45444
1;45444;10;7;4;9;3;8;12;6;2;5;1;11
10;8;4;9;3;7;12;6;2;5;1;11;1;45528
1;45528;10;8;4;9;3;7;12;6;2;5;1;11
10;8;4;9;2;7;12;6;3;5;1;11;1;45166
1;45166;10;8;4;9;2;7;12;6;3;5;1;11
10;8;4;9;5;7;12;6;3;2;1;11;1;47082
1;47082;10;8;4;9;5;7;12;6;3;2;1;11
10;8;4;9;5;1;12;6;3;2;7;11;1;38682
1;38682;10;8;4;9;5;1;12;6;3;2;7;11
10;8;4;9;5;1;12;3;6;2;7;11;1;44090
1;44090;10;8;4;9;5;1;12;3;6;2;7;11
10;8;1;9;5;4;12;3;6;2;7;11;1;45982
1;45982;10;8;1;9;5;4;12;3;6;2;7;11
10;8;1;9;3;4;12;5;6;2;7;11;1;53276
2;53276;10;8;1;9;3;4;12;5;6;2;7;11
10;8;1;9;3;4;2;5;6;12;7;11;2;43006
2;43006;10;8;1;9;3;4;2;5;6;12;7;11
10;3;1;9;8;4;2;5;6;12;7;11;2;44268
2;44268;10;3;1;9;8;4;2;5;6;12;7;11
10;3;1;9;8;4;2;11;6;12;7;5;2;37008
2;37008;10;3;1;9;8;4;2;11;6;12;7;5
10;3;1;8;9;4;2;11;6;12;7;5;2;39088
2;39088;10;3;1;8;9;4;2;11;6;12;7;5
12;3;1;8;9;4;2;11;6;10;7;5;2;47014
2;47014;12;3;1;8;9;4;2;11;6;10;7;5
12;3;1;8;9;4;2;11;7;10;6;5;2;47082
2;47082;12;3;1;8;9;4;2;11;7;10;6;5
12;3;1;8;9;11;2;4;7;10;6;5;2;48046
2;48046;12;3;1;8;9;11;2;4;7;10;6;5
12;3;1;2;9;11;8;4;7;10;6;5;2;45918
2;45918;12;3;1;2;9;11;8;4;7;10;6;5
12;3;1;2;9;11;8;4;5;10;6;7;2;43590
2;43590;12;3;1;2;9;11;8;4;5;10;6;7
12;3;1;2;9;10;8;4;5;11;6;7;2;52014
