"X4";"X20";"X10";"X7";"X22";"X23";"X15";"X5";"X1";"X14";"X6";"X16";"X2";"X19";"X18";"X12";"X11";"X13";"X9";"X3";"X26";"X8";"X25";"X17";"X21";"X24";"generation"
4;6;10;7;22;23;15;5;1;14;20;16;2;19;18;12;11;13;9;3;26;8;25;17;21;24;1
8;20;26;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;24;15;25;17;21;1;1
7;16;19;23;22;17;6;11;13;8;12;18;26;20;3;4;10;9;15;14;24;25;21;1;5;2;1
7;16;19;23;22;17;6;11;13;8;12;18;26;20;3;4;10;9;15;14;24;25;21;1;5;2;1
11;23;21;17;22;1;19;24;8;2;12;18;26;20;3;25;5;16;9;13;10;4;14;15;6;7;1
7;15;19;23;22;17;6;11;14;8;12;18;26;20;3;25;24;16;9;13;10;4;21;1;5;2;1
7;3;20;23;22;17;4;10;1;14;6;16;21;19;18;12;11;13;15;8;24;25;26;9;5;2;1
12;19;11;13;22;23;8;2;17;18;6;16;26;20;3;4;10;9;15;14;24;25;21;1;5;7;1
8;18;20;25;21;17;22;23;19;15;6;9;5;4;26;12;14;24;7;1;10;11;13;16;3;2;1
8;24;20;25;21;17;22;23;1;15;6;18;14;12;13;4;16;9;11;19;26;7;10;5;2;3;1
7;16;14;23;22;1;6;15;13;5;12;18;24;20;3;4;10;9;11;19;26;8;25;17;21;2;1
11;6;19;16;22;7;13;23;2;8;12;18;26;20;3;4;10;9;15;14;24;25;21;1;5;17;1
11;12;24;16;22;7;5;23;2;13;6;18;26;20;3;4;10;9;15;14;19;8;25;17;21;1;1
7;10;24;23;22;1;20;15;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;5;21;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
11;12;19;16;22;7;5;23;2;13;6;18;26;20;10;4;3;9;15;14;24;25;21;1;8;17;1
17;19;16;10;22;7;5;23;13;8;12;18;26;20;3;4;11;9;15;14;24;25;21;1;6;2;1
17;20;24;10;22;1;5;23;2;3;21;18;25;12;13;4;7;9;11;19;26;8;14;15;6;16;1
20;26;6;15;22;12;19;24;18;2;7;8;3;11;23;25;5;16;9;13;10;4;14;17;21;1;1
15;20;24;10;22;7;5;23;21;3;6;18;14;12;13;4;16;9;11;19;1;8;25;17;2;26;1
4;20;10;25;22;23;8;5;1;14;6;18;21;19;16;12;11;13;9;3;24;15;7;17;2;26;1
4;20;10;25;22;5;8;23;2;3;6;18;14;12;16;19;11;13;9;21;24;15;7;17;1;26;1
8;20;26;10;22;25;5;23;21;19;6;18;14;12;13;4;16;11;9;3;24;15;7;17;2;1;1
15;20;24;10;22;7;5;23;21;3;6;18;14;12;25;4;17;9;8;19;26;11;13;16;2;1;1
8;18;20;13;21;16;22;23;19;15;6;9;5;4;26;12;14;24;7;1;10;11;25;17;2;3;1
12;4;11;10;18;25;8;23;5;19;26;14;16;22;1;6;21;13;9;3;24;15;7;17;2;20;1
4;20;10;25;22;23;17;9;3;13;6;16;11;24;18;12;21;14;2;7;19;8;1;15;5;26;1
4;9;10;11;22;23;8;5;24;14;6;18;7;19;16;20;25;2;12;13;1;15;21;17;3;26;1
3;22;24;4;17;8;10;9;1;14;6;16;21;19;18;20;25;2;12;13;5;26;15;11;23;7;1
21;16;19;23;22;1;6;11;13;8;12;18;5;20;14;10;4;9;25;3;24;15;7;17;2;26;1
4;20;11;13;22;23;8;2;17;3;6;16;7;19;18;12;10;9;15;25;24;14;21;1;5;26;1
7;17;12;11;21;18;23;4;19;15;2;1;14;9;6;22;10;13;3;26;24;16;25;5;8;20;1
8;18;20;25;21;17;22;23;19;15;6;9;5;4;1;12;14;13;3;26;24;16;10;11;2;7;1
12;4;11;10;18;25;17;23;9;24;26;13;16;22;3;6;21;15;7;1;14;20;19;5;2;8;1
12;4;11;10;18;25;17;23;9;21;26;13;16;22;3;6;14;24;2;7;19;8;1;15;5;20;1
7;16;19;23;22;17;6;11;13;8;12;18;26;20;3;4;10;9;1;14;24;25;21;15;5;2;1
16;4;11;10;9;25;17;23;13;8;12;18;26;20;3;6;21;14;2;7;19;24;1;15;5;22;1
19;20;10;25;22;23;8;21;3;11;6;9;5;4;26;12;14;24;7;1;13;15;16;17;2;18;1
22;26;20;25;23;17;8;5;1;14;6;16;21;19;18;12;11;13;9;3;10;15;24;7;2;4;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
4;20;10;25;22;23;8;5;1;14;6;17;21;19;18;12;15;7;9;3;24;11;13;16;2;26;1
17;18;10;25;22;23;8;5;1;14;6;16;2;4;26;12;15;24;7;19;20;11;13;9;21;3;1
16;20;24;10;22;7;19;21;18;2;1;8;3;11;23;25;5;15;9;13;17;4;14;26;6;12;1
15;20;21;17;22;12;19;24;18;2;1;8;3;11;23;25;5;16;9;13;26;14;4;10;7;6;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
3;20;10;25;22;23;15;5;1;21;6;18;14;12;13;4;16;9;11;19;26;8;7;17;2;24;1
8;20;24;10;22;25;5;23;21;3;6;18;14;12;9;4;16;13;11;19;26;15;7;17;2;1;1
4;20;10;25;22;23;8;5;26;14;6;16;21;19;18;12;11;13;9;3;24;15;7;17;2;1;1
4;20;10;25;22;23;8;5;1;14;6;16;21;19;18;12;11;13;9;3;24;15;7;17;2;26;1
15;20;12;10;18;25;17;23;9;24;26;13;16;22;3;6;21;14;2;19;4;8;7;5;11;1;1
15;20;24;10;22;25;17;23;9;11;26;18;16;13;3;6;21;14;2;7;19;8;1;12;5;4;1
20;26;21;17;22;12;5;23;2;3;6;8;18;11;24;25;19;16;9;13;10;4;14;15;1;7;1
15;20;24;10;22;7;5;13;14;2;1;8;3;11;23;25;16;9;12;19;26;18;4;17;21;6;1
15;20;24;16;4;7;5;23;12;3;2;1;14;9;6;22;10;13;11;19;26;8;25;17;21;18;1
15;17;19;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;1;26;24;11;25;21;8;20;1
7;10;26;23;24;17;20;15;3;8;6;18;14;12;13;4;16;9;11;19;22;25;21;1;5;2;1
15;16;19;23;22;7;5;10;2;3;6;18;14;12;13;4;20;9;11;24;26;8;25;17;21;1;1
20;26;21;15;22;12;19;24;18;2;1;4;3;11;23;14;5;16;9;13;10;8;25;17;6;7;1
20;26;21;17;22;12;19;24;18;2;1;8;3;11;23;25;5;16;9;13;10;4;14;15;6;7;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;16;4;11;13;9;19;26;8;25;17;21;1;1
1;20;10;15;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;24;1
20;23;21;17;22;25;19;16;18;2;13;9;5;4;26;12;14;24;7;1;10;11;3;15;6;8;1
8;18;20;12;21;17;22;26;19;24;6;7;3;11;23;25;5;16;9;13;10;4;14;15;2;1;1
15;20;24;10;22;7;5;23;2;14;6;16;21;19;18;12;11;13;9;4;26;8;25;17;3;1;1
4;20;10;7;22;23;15;5;1;14;6;13;2;3;18;12;16;9;11;19;26;8;25;17;21;24;1
22;4;11;10;13;25;17;23;2;3;6;18;14;12;24;26;21;16;9;7;19;8;1;15;5;20;1
15;20;24;10;12;26;5;23;11;13;4;18;9;22;3;6;21;14;2;7;19;8;1;17;16;25;1
5;20;11;25;12;15;23;4;19;18;2;1;14;9;6;22;10;13;16;3;24;8;7;17;21;26;1
7;17;22;24;21;15;23;4;19;6;2;1;14;9;18;12;11;13;3;26;10;16;25;5;8;20;1
4;20;10;25;22;23;8;5;1;14;6;16;21;19;18;12;11;13;9;3;24;15;7;17;2;26;1
4;20;10;25;22;23;8;5;1;14;6;16;21;19;18;12;11;13;9;3;24;15;7;17;2;26;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;16;19;23;22;17;6;11;13;8;12;18;26;20;3;4;5;9;10;24;14;2;25;7;21;1;1
7;16;19;23;22;17;6;15;13;8;12;18;26;20;3;4;10;9;11;14;24;25;21;1;5;2;1
7;16;19;23;22;1;6;11;13;21;12;18;26;20;3;4;10;9;15;14;24;8;25;17;5;2;1
11;20;26;10;22;7;8;23;17;3;6;18;19;12;13;4;16;1;15;14;24;25;21;9;5;2;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;21;8;25;17;26;1;1
15;20;24;26;22;7;11;19;2;18;6;3;14;12;23;25;5;16;9;13;10;4;8;17;21;1;1
20;10;21;15;22;12;13;24;18;2;1;4;3;5;23;14;16;9;11;19;26;8;25;17;6;7;1
8;1;20;25;5;10;22;23;4;14;6;16;21;19;18;12;11;13;9;3;24;15;7;17;2;26;1
4;20;24;25;22;23;8;12;3;14;6;16;21;19;18;5;11;13;9;1;10;15;7;17;2;26;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
15;20;24;10;22;7;5;23;2;3;6;18;14;12;13;4;16;9;11;19;26;8;25;17;21;1;1
4;20;10;7;22;23;15;5;24;14;6;16;2;19;18;12;11;13;9;3;26;8;25;17;21;1;1
4;20;10;25;22;23;8;5;1;14;6;16;21;12;13;15;18;9;11;19;26;7;24;17;3;2;1
