"X16";"X1";"X14";"X23";"X26";"X8";"X17";"X19";"X20";"X25";"X2";"X7";"X5";"X29";"X21";"X18";"X3";"X10";"X4";"X11";"X30";"X31";"X22";"X28";"X6";"X15";"X27";"X24";"X13";"X12";"X9";"X32";"generation"
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;19;20;25;18;7;5;29;21;2;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;22;8;17;19;15;25;2;6;5;29;21;18;30;10;4;11;3;7;26;31;28;27;20;24;13;12;9;32;1
20;9;8;23;1;26;17;13;32;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;16;14;19;12;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
28;31;29;8;12;4;13;24;7;25;20;5;19;6;23;10;14;16;27;3;17;18;22;32;15;1;26;30;11;9;21;2;1
28;8;24;26;23;9;29;22;31;25;20;5;19;6;12;10;14;16;27;32;3;18;2;13;1;11;17;15;30;4;21;7;1
16;1;14;23;26;8;17;11;20;25;2;7;5;28;22;31;30;21;32;19;3;18;10;29;6;15;27;24;13;12;9;4;1
14;26;16;8;12;32;13;24;7;28;22;23;27;11;21;18;3;10;4;19;25;2;9;29;1;6;17;15;30;5;20;31;1
18;1;14;23;26;31;10;15;20;25;2;3;28;27;21;6;7;4;17;16;11;8;29;5;30;24;13;19;22;12;9;32;1
14;31;15;23;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;26;20;8;12;21;13;24;25;28;22;23;27;11;9;2;7;4;17;16;3;18;10;29;1;6;32;15;30;5;19;31;1
14;23;19;31;26;12;32;5;21;25;22;2;3;27;28;24;7;4;13;16;11;8;10;29;1;6;17;15;30;18;20;9;1
32;20;16;26;7;24;14;13;12;19;5;27;2;23;21;18;3;10;4;11;30;31;22;28;6;15;17;9;8;1;25;29;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;24;30;31;12;13;6;27;15;9;28;22;11;32;1
14;23;32;12;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;16;24;13;15;27;6;1;9;1
16;23;15;31;26;12;32;10;20;25;2;7;5;29;21;18;3;19;4;11;30;1;22;28;6;14;27;24;13;8;9;17;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
11;1;14;23;26;8;10;19;20;25;2;3;5;29;15;18;7;4;17;16;30;31;22;28;6;21;27;24;13;12;9;32;1
14;23;15;31;26;12;32;4;28;25;1;2;7;27;21;18;3;10;17;16;11;8;29;5;30;24;13;19;22;6;20;9;1
32;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;9;16;24;13;12;1
16;1;14;12;26;8;19;17;20;25;2;7;5;29;21;13;3;10;4;11;30;31;22;28;6;9;27;24;18;23;15;32;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;19;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;20;11;8;29;18;22;24;13;15;30;5;16;9;1
14;4;20;8;26;12;32;24;7;28;22;23;27;11;9;2;25;21;13;17;3;18;10;29;1;6;19;15;30;5;16;31;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;5;30;7;4;17;16;11;8;29;28;6;24;13;19;22;18;20;9;1
16;1;14;23;26;8;17;19;20;25;7;2;3;27;28;6;5;10;4;11;30;31;22;21;18;15;29;24;13;12;9;32;1
16;7;14;23;26;8;13;19;21;25;1;2;5;29;20;18;3;10;4;11;30;31;22;28;6;15;27;24;17;12;9;32;1
14;23;15;31;26;12;32;10;28;25;1;2;7;29;21;18;3;4;17;16;11;8;27;5;30;24;13;19;22;6;20;9;1
14;22;15;31;26;3;32;10;21;25;1;2;12;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;18;23;20;9;1
10;31;32;22;21;19;26;14;12;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;9;18;23;15;20;1
16;1;14;23;26;8;17;24;32;25;2;7;5;29;21;12;3;10;9;11;30;31;13;28;6;15;27;19;22;18;20;4;1
14;23;15;31;26;8;17;19;20;25;2;7;5;29;28;6;1;4;32;16;11;12;27;3;30;24;13;10;22;18;21;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;26;20;8;12;4;13;6;7;28;22;23;27;11;9;2;25;21;32;19;3;18;10;29;30;24;17;15;1;5;16;31;1
14;8;20;31;26;4;13;24;7;28;22;23;27;11;9;2;25;21;32;19;3;18;10;29;1;6;17;15;30;5;16;12;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;19;20;25;2;7;5;21;29;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;19;31;26;18;20;10;21;25;1;2;3;22;28;6;7;4;17;16;11;8;29;5;30;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;24;20;25;2;7;5;29;21;18;3;10;4;11;30;31;13;28;6;15;27;19;22;12;9;32;1
16;1;14;23;26;8;17;11;2;30;20;7;5;29;22;31;25;21;32;19;3;18;10;28;6;15;27;24;13;12;9;4;1
14;26;20;8;12;25;13;24;7;28;10;23;27;19;9;2;4;21;32;11;30;31;22;29;1;6;17;15;3;5;16;18;1
14;26;20;8;5;4;30;6;7;28;22;23;17;11;16;2;25;21;31;19;3;18;10;29;1;15;27;24;13;12;9;32;1
16;6;14;7;26;8;31;28;20;30;22;23;27;11;9;2;25;21;32;19;3;18;10;29;1;15;5;24;13;12;17;4;1
10;31;3;18;21;28;26;27;2;9;12;1;32;14;25;6;7;4;17;16;11;8;29;5;30;24;13;19;22;23;15;20;1
29;22;15;16;26;12;32;10;8;30;6;2;13;14;25;1;28;5;11;31;20;21;24;7;4;27;3;9;18;23;17;19;1
14;6;15;31;26;12;17;5;7;28;22;23;27;11;9;2;25;21;32;19;3;18;10;29;30;24;13;16;1;8;20;4;1
14;21;20;8;12;4;13;24;7;9;22;23;3;27;28;2;25;26;32;19;11;18;10;29;1;6;17;15;30;5;16;31;1
16;15;14;23;26;8;17;11;20;30;2;7;5;28;22;31;25;21;32;19;3;18;10;29;1;6;27;24;13;12;9;4;1
14;26;20;8;12;4;13;24;7;29;10;23;17;11;9;2;25;21;32;19;3;18;22;28;6;15;27;1;30;5;16;31;1
15;12;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;1;16;24;13;32;27;6;28;9;1
6;1;14;23;26;31;12;15;20;25;2;3;28;27;21;18;7;4;17;16;11;8;29;5;30;24;13;19;22;10;9;32;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
14;23;15;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;20;9;1
16;1;14;23;26;8;17;29;20;30;31;7;5;11;9;2;25;21;32;19;3;18;10;28;6;15;27;24;13;12;22;4;1
14;26;20;8;12;32;13;24;7;29;21;23;27;19;9;2;3;10;4;11;30;31;22;28;1;6;17;15;25;5;16;18;1
9;24;14;23;26;8;27;19;20;25;2;7;12;28;21;32;3;22;4;11;13;18;10;29;1;6;17;15;30;5;16;31;1
14;26;20;8;12;4;13;24;7;29;10;23;17;11;9;28;25;21;32;19;3;18;22;2;6;15;27;1;30;5;16;31;1
14;26;20;10;12;21;32;2;25;9;1;23;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;18;15;31;1
14;24;16;23;26;12;13;5;4;7;22;31;27;11;9;2;25;21;32;19;3;18;10;29;1;6;17;15;30;8;20;28;1
24;16;13;22;8;30;26;7;2;19;12;27;32;14;25;4;28;5;11;31;20;21;10;29;1;6;3;9;18;23;15;17;1
11;26;20;8;12;4;13;24;7;9;22;6;32;14;25;1;28;21;27;16;3;18;10;29;2;23;17;15;30;5;19;31;1
14;23;16;31;26;12;13;5;21;25;22;2;11;27;28;24;7;4;32;19;3;18;10;29;1;6;17;15;30;8;20;9;1
14;26;20;18;12;4;13;24;7;28;22;23;27;3;9;2;25;21;17;16;11;8;29;5;30;6;32;15;1;10;19;31;1
14;23;19;31;26;12;5;10;20;25;29;9;16;22;28;6;7;13;27;3;17;18;24;32;15;30;8;1;11;4;21;2;1
28;7;13;26;23;9;29;22;31;25;20;5;19;6;12;10;14;3;27;16;11;8;24;32;15;1;18;30;17;4;21;2;1
16;1;14;7;26;8;17;19;20;28;22;23;27;11;9;2;25;21;32;29;30;31;18;3;6;15;5;24;13;12;10;4;1
14;26;20;8;12;4;13;24;7;29;22;23;27;11;9;2;25;21;32;19;3;18;10;28;6;15;17;1;30;5;16;31;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
16;1;14;23;26;8;17;19;20;25;2;7;5;29;21;18;3;10;4;11;30;31;22;28;6;15;27;24;13;12;9;32;1
14;26;20;8;12;32;13;24;7;28;22;23;27;19;9;2;3;10;4;11;30;31;21;29;1;6;17;15;25;5;16;18;1
14;26;20;8;12;4;13;24;7;28;22;23;27;11;9;2;25;21;16;29;30;31;18;3;6;15;5;19;17;1;10;32;1
14;18;20;31;26;12;32;10;21;25;1;2;3;27;28;6;7;4;17;16;11;8;29;5;30;24;13;19;22;23;15;9;1
