"X20";"X22";"X24";"X17";"X6";"X7";"X21";"X8";"X26";"X2";"X5";"X1";"X14";"X19";"X25";"X12";"X10";"X18";"X4";"X11";"X9";"X13";"X16";"X15";"X23";"X3";"generation"
20;15;24;17;6;7;21;8;26;2;5;1;14;19;25;12;10;18;4;11;9;13;16;22;23;3;1
17;25;8;19;13;22;6;9;26;2;5;1;18;15;3;16;24;10;4;11;20;23;7;21;14;12;1
11;10;4;23;6;7;21;9;26;2;5;1;14;19;25;12;24;18;16;15;8;13;17;20;3;22;1
20;10;24;17;6;7;12;9;26;2;16;1;14;19;8;21;22;11;5;15;25;13;4;18;23;3;1
2;21;16;24;25;26;17;19;5;14;9;3;15;22;23;12;10;11;8;20;18;4;7;1;6;13;1
20;22;24;17;23;13;21;9;26;2;5;11;14;19;25;12;10;18;16;15;8;4;7;1;6;3;1
17;24;8;19;13;22;6;1;25;7;14;20;18;15;3;16;26;10;2;21;9;23;4;11;5;12;1
20;22;24;17;6;7;11;9;26;4;23;10;14;19;25;3;1;18;16;15;8;13;2;21;5;12;1
20;22;24;17;6;7;21;9;26;2;5;1;14;19;25;12;10;18;16;15;8;13;4;11;23;3;1
20;22;24;17;6;7;21;9;26;2;5;1;14;19;25;12;10;18;16;15;8;13;4;11;23;3;1
20;22;24;17;6;7;21;9;26;2;5;1;14;19;25;18;10;12;8;15;16;13;4;11;23;3;1
2;21;8;6;23;26;17;22;9;20;5;1;14;19;25;12;10;18;16;15;11;4;7;3;24;13;1
26;4;16;15;20;3;8;13;23;11;5;24;12;19;25;2;21;22;1;10;17;18;6;14;9;7;1
20;18;24;17;6;7;15;9;26;12;5;16;14;19;25;2;21;22;1;10;8;13;4;11;23;3;1
20;10;24;17;16;19;12;9;25;14;18;6;4;7;11;2;21;22;13;3;23;1;5;26;8;15;1
17;12;10;19;15;24;26;9;25;14;18;6;21;7;16;2;5;22;1;3;8;13;4;11;23;20;1
17;24;9;19;23;22;6;1;25;7;14;20;18;21;3;2;26;10;16;15;8;13;4;11;5;12;1
4;22;24;17;6;2;21;1;25;7;14;20;18;15;3;16;26;10;12;19;8;13;9;11;23;5;1
17;24;8;19;5;22;6;1;25;7;14;20;18;15;3;16;26;10;2;21;9;13;4;11;23;12;1
20;22;24;17;6;7;21;8;26;2;5;1;14;19;25;12;10;18;16;11;9;23;4;15;13;3;1
