"X1";"X24";"X22";"X12";"X19";"X2";"X8";"X6";"X10";"X17";"X20";"X18";"X23";"X13";"X16";"X11";"X5";"X14";"X9";"X3";"X7";"X21";"X26";"X15";"X4";"X25";"generation"
1;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;4;25;1
25;26;22;9;19;2;8;7;10;1;20;18;23;13;16;11;5;15;4;17;6;14;24;21;3;12;1
25;24;22;12;3;2;8;11;10;17;20;16;26;7;15;6;18;9;5;19;13;4;23;14;1;21;1
21;3;12;26;2;7;8;6;10;17;20;18;23;13;16;11;24;9;5;19;25;4;15;14;1;22;1
12;8;24;17;3;2;7;19;10;11;9;5;22;21;16;25;15;14;13;26;1;18;20;23;4;6;1
10;4;6;7;8;3;20;23;19;11;9;5;22;21;18;25;15;14;13;26;24;16;2;12;1;17;1
1;7;19;15;22;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;26;25;24;21;4;12;1
25;24;22;12;19;2;14;10;7;11;8;18;9;16;13;23;5;20;4;17;6;21;26;15;1;3;1
2;10;19;15;22;1;13;26;7;11;8;18;9;16;25;23;20;3;5;12;24;4;6;14;17;21;1
2;5;19;9;22;3;25;1;21;11;18;8;15;10;24;6;16;20;4;17;23;14;13;7;26;12;1
2;10;19;15;22;1;25;6;24;17;20;18;23;13;16;11;5;14;9;3;7;21;26;12;8;4;1
2;10;19;21;22;3;25;24;7;11;8;18;9;16;13;23;5;20;12;17;6;14;26;15;1;4;1
9;3;6;10;12;26;19;13;20;2;21;1;5;15;4;25;14;23;22;17;11;24;7;18;8;16;1
22;17;6;10;12;11;19;13;20;2;24;8;23;18;16;25;5;14;9;3;7;21;26;15;1;4;1
1;10;22;12;19;2;8;26;7;11;25;18;9;16;13;23;5;20;4;17;6;14;24;21;3;15;1
25;26;22;12;19;2;8;7;10;3;20;18;23;13;16;11;5;21;9;17;6;14;24;15;1;4;1
12;7;24;11;3;2;8;6;10;17;20;5;22;21;18;25;15;14;13;26;1;16;9;23;4;19;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;26;1;21;3;15;7;4;1
25;14;22;12;3;2;8;11;13;17;20;18;15;10;24;6;16;9;5;19;7;21;26;23;1;4;1
21;24;22;12;19;2;8;6;10;17;20;18;15;25;3;1;16;9;5;7;13;4;23;14;11;26;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
25;24;4;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;22;1
2;14;17;20;22;1;25;26;7;11;18;21;15;10;24;6;16;9;5;19;13;4;23;8;3;12;1
20;2;12;15;22;3;25;1;8;11;18;21;26;10;24;6;16;9;5;19;13;4;23;14;17;7;1
20;2;12;26;7;3;25;1;8;24;18;21;15;16;13;23;10;9;5;19;11;4;6;14;17;22;1
2;10;17;15;22;1;25;26;7;11;8;18;20;16;6;24;21;9;5;19;13;4;23;14;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;3;6;21;24;14;17;12;1
9;2;12;26;7;3;25;1;8;11;18;21;15;10;13;23;5;20;4;17;6;14;24;16;19;22;1
25;26;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;1;7;15;24;21;3;4;1
2;7;19;15;22;1;25;26;10;17;8;18;9;16;13;23;5;20;4;11;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
13;16;22;26;7;3;25;1;8;11;18;21;15;10;24;17;5;14;9;2;19;20;12;23;6;4;1
20;2;12;23;13;19;25;17;8;11;18;4;14;10;24;6;16;5;9;3;7;21;26;15;1;22;1
25;24;22;12;19;2;8;6;10;17;20;18;9;16;13;23;5;1;4;11;26;14;7;21;3;15;1
25;24;22;12;19;2;21;7;10;3;8;18;9;16;13;23;5;20;4;17;6;14;26;15;1;11;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;23;8;18;9;16;13;11;5;20;4;17;6;14;24;21;3;12;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;6;12;17;14;24;20;4;21;3;1
2;10;19;15;22;1;25;26;14;11;8;21;9;16;13;23;5;20;4;17;6;24;7;18;3;12;1
9;3;6;21;12;26;19;13;10;17;20;18;5;15;4;25;14;23;22;2;11;24;7;1;8;16;1
25;24;22;12;19;2;8;6;10;17;20;18;5;15;16;11;23;14;9;3;7;21;26;13;1;4;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
25;24;22;12;19;2;8;6;10;17;20;18;23;13;16;11;5;14;9;3;7;21;26;15;1;4;1
3;9;15;21;12;26;19;6;10;17;20;18;23;13;16;11;5;14;22;2;25;24;7;1;8;4;1
5;24;22;12;19;2;8;6;10;17;20;18;11;15;4;25;14;23;9;3;7;21;26;13;1;16;1
2;16;19;9;7;3;25;1;8;11;18;21;15;10;24;6;5;20;4;17;23;14;13;22;26;12;1
20;2;19;15;7;3;25;1;8;11;18;21;26;10;24;6;16;9;5;12;13;4;23;14;17;22;1
2;10;19;15;22;1;25;26;7;11;8;18;9;16;13;23;5;20;4;17;6;14;24;21;3;12;1
2;10;19;15;22;1;25;26;7;11;6;18;9;16;13;23;5;20;4;17;8;14;24;21;3;12;1
25;21;22;12;19;2;1;6;10;17;20;15;23;13;16;11;5;14;9;3;26;24;7;18;8;4;1
22;17;6;10;12;26;19;8;20;2;21;1;5;15;4;25;14;23;9;3;7;24;11;18;13;16;1
25;26;22;12;19;2;8;13;10;3;15;18;11;16;7;23;5;20;4;17;6;14;24;21;1;9;1
