"X44";"X42";"X10";"X45";"X25";"X1";"X36";"X3";"X30";"X11";"X39";"X31";"X12";"X19";"X48";"X52";"X41";"X24";"X40";"X6";"X61";"X49";"X53";"X4";"X47";"X23";"X63";"X18";"X56";"X27";"X59";"X20";"X29";"X58";"X54";"X15";"X62";"X7";"X21";"X57";"X8";"X50";"X28";"X13";"X17";"X9";"X46";"X51";"X2";"X22";"X34";"X32";"X16";"X14";"X33";"X5";"X55";"X35";"X60";"X43";"X64";"X37";"X26";"X38";"generation"
44;42;10;45;25;1;36;3;30;11;39;31;12;19;48;52;41;24;40;6;61;49;53;4;47;23;63;18;56;27;59;20;29;58;54;15;62;7;21;57;8;50;28;13;17;9;46;51;2;22;34;32;16;14;33;5;55;35;60;43;64;37;26;38;1
11;43;19;20;45;29;47;30;31;26;41;62;58;14;25;61;55;15;53;36;24;7;59;39;1;38;18;64;35;4;49;27;52;44;10;3;54;6;21;57;8;50;28;13;17;9;46;51;42;22;34;32;16;37;2;5;56;12;48;23;63;40;60;33;1
17;29;21;15;7;64;11;14;23;46;43;35;36;44;4;42;13;52;62;60;37;10;49;6;58;45;61;38;12;32;1;51;22;19;3;18;26;41;55;20;31;47;63;56;27;48;2;24;9;33;57;53;8;50;30;54;28;34;16;39;59;25;5;40;1
17;29;21;15;7;64;11;14;23;46;43;35;36;44;4;42;13;52;62;60;37;10;49;6;58;45;61;38;12;32;1;51;22;19;3;18;26;41;55;20;31;47;63;56;27;48;2;24;9;33;57;53;8;50;30;54;28;34;16;39;59;25;5;40;1
17;29;20;15;7;64;19;14;41;46;43;35;31;44;4;42;13;52;62;60;37;10;26;6;58;45;61;38;12;55;9;23;8;11;16;53;49;51;32;21;36;47;63;56;27;48;2;24;1;33;57;18;22;50;30;54;28;34;3;39;59;25;5;40;1
29;59;64;5;7;15;11;14;23;46;43;35;36;44;4;42;13;52;62;60;37;10;49;6;58;45;61;38;12;32;1;51;22;19;3;18;57;41;55;20;31;47;63;56;27;48;2;24;9;33;26;53;8;50;30;54;28;34;16;39;25;21;40;17;1
4;18;43;38;34;61;6;33;20;55;3;17;39;37;29;48;35;60;1;13;10;15;12;7;57;30;54;47;31;64;9;23;8;11;16;53;49;51;32;21;36;5;52;25;62;26;27;2;22;28;56;24;59;40;41;44;42;19;46;50;58;45;14;63;1
4;18;43;38;34;61;6;33;20;55;3;17;39;37;29;48;35;60;1;13;10;15;12;7;57;30;54;47;31;64;9;23;8;11;16;53;49;51;32;21;36;5;52;25;62;26;27;2;22;28;56;24;59;40;41;44;42;19;46;50;58;45;14;63;1
4;18;43;38;34;61;6;33;20;55;60;17;39;37;29;48;27;3;53;44;50;54;36;56;19;30;15;47;31;64;9;23;8;11;16;1;49;51;32;21;12;5;52;25;62;26;35;2;22;28;7;24;59;40;41;13;42;57;46;10;58;45;14;63;1
13;34;38;1;4;17;12;47;15;61;37;10;31;23;30;64;29;3;20;33;55;54;48;6;63;7;60;43;9;35;18;57;8;11;16;53;49;51;32;21;36;5;52;25;62;26;27;2;22;28;56;24;59;40;41;44;42;19;46;50;58;45;14;39;1
11;43;14;34;64;29;17;7;51;21;39;25;59;44;4;42;13;52;62;60;37;10;49;6;58;45;61;38;12;32;1;16;22;19;3;18;26;41;55;20;31;47;63;56;27;48;2;24;9;33;57;53;8;50;30;54;28;35;46;23;5;40;36;15;1
47;29;31;33;30;45;11;19;23;26;41;62;58;14;25;61;5;15;53;36;24;7;59;39;1;38;18;64;35;4;49;27;52;44;10;3;54;6;21;57;8;50;28;13;17;9;46;51;2;22;34;32;16;37;42;55;56;12;48;43;60;20;63;40;1
44;43;19;20;45;25;4;38;5;26;41;17;39;37;29;48;35;60;1;13;10;15;12;7;57;30;54;47;31;64;9;23;8;11;16;53;49;51;21;3;52;50;28;36;62;18;46;6;2;22;34;32;24;14;42;55;56;59;61;27;63;40;58;33;1
64;18;43;38;41;61;36;58;20;11;53;62;39;45;29;5;7;14;1;25;59;15;19;35;24;30;26;47;31;4;49;27;52;44;10;3;54;6;21;57;8;50;28;13;17;9;46;51;2;22;34;32;16;37;42;55;56;12;48;23;63;40;60;33;1
17;29;21;15;7;64;11;14;23;46;43;35;36;44;4;42;13;52;62;60;50;10;49;6;58;45;61;38;12;53;1;51;22;19;3;18;26;41;55;20;31;47;63;56;27;48;2;24;9;33;57;32;16;37;30;54;28;34;8;39;59;25;5;40;1
11;43;19;20;45;29;47;30;31;26;41;62;58;14;40;61;5;15;53;36;24;7;63;23;1;38;18;64;35;4;49;27;52;44;10;3;54;6;21;57;8;50;28;13;17;9;46;51;2;22;34;32;16;37;42;55;56;12;48;39;59;25;60;33;1
11;43;19;20;45;29;47;30;31;26;41;62;58;14;25;61;5;15;53;36;24;7;59;39;1;38;18;64;35;4;49;27;52;44;10;3;54;6;21;57;8;50;28;13;17;9;46;51;2;22;34;32;16;37;42;55;56;12;48;23;63;40;60;33;1
11;43;19;20;45;29;47;30;31;26;41;62;58;14;25;61;5;15;53;36;24;7;59;39;1;38;18;64;35;4;49;27;52;44;10;3;54;6;21;57;8;50;28;13;17;9;46;51;2;22;34;32;16;37;42;55;56;12;48;23;63;40;60;33;1
44;43;19;20;45;29;4;38;35;18;41;17;58;14;13;61;50;15;3;28;24;7;59;39;1;30;54;47;31;64;9;23;8;11;16;53;49;51;32;21;36;5;52;25;62;26;27;2;22;6;34;57;10;37;42;55;56;12;48;46;63;40;60;33;1
64;18;43;38;34;61;6;33;20;55;47;17;39;37;29;48;35;60;1;13;10;15;12;7;57;30;54;3;31;4;49;27;52;11;16;53;9;51;32;21;36;5;8;25;62;26;23;2;22;28;56;24;59;40;41;44;42;19;46;50;58;45;14;63;1
