"X1";"X33942";"X5";"X1.1";"X6";"X9";"X7";"X10";"X11";"X4";"X2";"X8";"X12";"X3"
1;33942;5;1;6;9;7;10;11;4;2;8;12;3
2;1;6;9;7;10;11;4;5;8;12;3;1;32210
1;32210;2;1;6;9;7;10;11;4;5;8;12;3
2;1;6;4;7;10;11;9;5;8;12;3;1;33810
1;33810;2;1;6;4;7;10;11;9;5;8;12;3
2;1;4;6;7;10;11;9;5;8;12;3;1;37912
1;37912;2;1;4;6;7;10;11;9;5;8;12;3
2;1;4;11;7;10;6;9;5;8;12;3;1;35966
1;35966;2;1;4;11;7;10;6;9;5;8;12;3
2;1;4;11;7;10;3;9;5;8;12;6;1;35620
1;35620;2;1;4;11;7;10;3;9;5;8;12;6
2;1;4;11;7;10;3;9;12;8;5;6;1;35760
1;35760;2;1;4;11;7;10;3;9;12;8;5;6
2;1;4;11;8;10;3;9;12;7;5;6;1;41194
1;41194;2;1;4;11;8;10;3;9;12;7;5;6
11;1;4;2;8;10;3;9;12;7;5;6;1;38236
1;38236;11;1;4;2;8;10;3;9;12;7;5;6
11;1;4;2;8;10;3;9;7;12;5;6;1;28996
1;28996;11;1;4;2;8;10;3;9;7;12;5;6
3;1;4;2;8;10;11;9;7;12;5;6;1;36050
1;36050;3;1;4;2;8;10;11;9;7;12;5;6
3;8;4;2;1;10;11;9;7;12;5;6;1;36298
1;36298;3;8;4;2;1;10;11;9;7;12;5;6
7;8;4;2;1;10;11;9;3;12;5;6;1;34400
1;34400;7;8;4;2;1;10;11;9;3;12;5;6
7;8;4;9;1;10;11;2;3;12;5;6;1;35142
1;35142;7;8;4;9;1;10;11;2;3;12;5;6
7;8;4;9;1;3;11;2;10;12;5;6;1;44994
1;44994;7;8;4;9;1;3;11;2;10;12;5;6
11;8;4;9;1;3;7;2;10;12;5;6;1;35416
1;35416;11;8;4;9;1;3;7;2;10;12;5;6
11;8;4;7;1;3;9;2;10;12;5;6;1;35730
1;35730;11;8;4;7;1;3;9;2;10;12;5;6
11;8;4;7;1;3;2;9;10;12;5;6;1;35114
1;35114;11;8;4;7;1;3;2;9;10;12;5;6
11;8;4;7;1;3;5;9;10;12;2;6;1;39754
1;35114;11;8;4;7;1;3;2;9;10;12;5;6
11;8;4;7;1;6;2;9;10;12;5;3;1;35310
1;35310;11;8;4;7;1;6;2;9;10;12;5;3
11;8;4;7;2;6;1;9;10;12;5;3;1;37680
2;37680;11;8;4;7;2;6;1;9;10;12;5;3
9;8;4;7;2;6;1;11;10;12;5;3;2;35642
2;35642;9;8;4;7;2;6;1;11;10;12;5;3
3;8;4;7;2;6;1;11;10;12;5;9;2;41388
2;41388;3;8;4;7;2;6;1;11;10;12;5;9
3;8;1;7;2;6;4;11;10;12;5;9;2;41344
2;41344;3;8;1;7;2;6;4;11;10;12;5;9
1;8;3;7;2;6;4;11;10;12;5;9;2;30144
2;30144;1;8;3;7;2;6;4;11;10;12;5;9
1;8;4;7;2;6;3;11;10;12;5;9;2;30032
2;30032;1;8;4;7;2;6;3;11;10;12;5;9
1;8;4;7;2;6;3;10;11;12;5;9;2;41702
2;41702;1;8;4;7;2;6;3;10;11;12;5;9
1;8;12;7;2;6;3;10;11;4;5;9;2;39482
2;39482;1;8;12;7;2;6;3;10;11;4;5;9
1;6;12;7;2;8;3;10;11;4;5;9;2;46352
2;46352;1;6;12;7;2;8;3;10;11;4;5;9
1;6;12;7;3;8;2;10;11;4;5;9;2;46496
2;46496;1;6;12;7;3;8;2;10;11;4;5;9
1;12;6;7;3;8;2;10;11;4;5;9;2;54696
2;54696;1;12;6;7;3;8;2;10;11;4;5;9
12;1;6;7;3;8;2;10;11;4;5;9;2;47902
2;47902;12;1;6;7;3;8;2;10;11;4;5;9
12;1;6;7;3;8;11;10;2;4;5;9;2;49942
2;49942;12;1;6;7;3;8;11;10;2;4;5;9
12;1;6;7;3;4;11;10;2;8;5;9;2;42054
2;42054;12;1;6;7;3;4;11;10;2;8;5;9
12;1;6;7;3;10;11;4;2;8;5;9;2;44520
2;44520;12;1;6;7;3;10;11;4;2;8;5;9
12;1;9;7;3;10;11;4;2;8;5;6;2;48142
2;48142;12;1;9;7;3;10;11;4;2;8;5;6
12;7;9;1;3;10;11;4;2;8;5;6;2;39314
2;39314;12;7;9;1;3;10;11;4;2;8;5;6
12;7;9;1;3;6;11;4;2;8;5;10;2;51120
2;51120;12;7;9;1;3;6;11;4;2;8;5;10
12;3;9;1;7;6;11;4;2;8;5;10;2;53740
2;53740;12;3;9;1;7;6;11;4;2;8;5;10
12;3;9;5;7;6;11;4;2;8;1;10;2;49734
2;49734;12;3;9;5;7;6;11;4;2;8;1;10
12;5;9;3;7;6;11;4;2;8;1;10;2;45668
3;45668;12;5;9;3;7;6;11;4;2;8;1;10
12;5;9;3;7;6;11;1;2;8;4;10;3;45802
3;45802;12;5;9;3;7;6;11;1;2;8;4;10
12;1;9;3;7;6;11;5;2;8;4;10;3;49574
3;49574;12;1;9;3;7;6;11;5;2;8;4;10
12;1;9;3;7;6;11;5;8;2;4;10;3;63938
3;63938;12;1;9;3;7;6;11;5;8;2;4;10
1;12;9;3;7;6;11;5;8;2;4;10;3;55348
3;55348;1;12;9;3;7;6;11;5;8;2;4;10
1;12;9;3;8;6;11;5;7;2;4;10;3;57928
3;57928;1;12;9;3;8;6;11;5;7;2;4;10
