"X1";"X6041138";"X15";"X24";"X20";"X8";"X13";"X11";"X3";"X16";"X19";"X22";"X7";"X18";"X12";"X14";"X5";"X26";"X2";"X1.1";"X17";"X25";"X23";"X9";"X6";"X4";"X10";"X21"
1;6041138;15;24;20;8;13;11;3;16;19;22;7;18;12;14;5;26;2;1;17;25;23;9;6;4;10;21
15;24;20;8;13;11;3;1;19;22;7;18;12;14;5;26;2;16;17;25;23;9;6;4;10;21;1;6049055
1;6049055;15;24;20;8;13;11;3;1;19;22;7;18;12;14;5;26;2;16;17;25;23;9;6;4;10;21
15;24;20;8;13;11;3;1;19;22;4;18;12;14;5;26;2;16;17;25;23;9;6;7;10;21;1;6045510
1;6045510;15;24;20;8;13;11;3;1;19;22;4;18;12;14;5;26;2;16;17;25;23;9;6;7;10;21
15;24;20;2;13;11;3;1;19;22;4;18;12;14;5;26;8;16;17;25;23;9;6;7;10;21;1;6098050
1;6098050;15;24;20;2;13;11;3;1;19;22;4;18;12;14;5;26;8;16;17;25;23;9;6;7;10;21
15;24;20;2;13;14;3;1;19;22;4;18;12;11;5;26;8;16;17;25;23;9;6;7;10;21;1;6065295
1;6065295;15;24;20;2;13;14;3;1;19;22;4;18;12;11;5;26;8;16;17;25;23;9;6;7;10;21
15;24;20;2;13;14;3;1;19;22;4;18;12;11;25;26;8;16;17;5;23;9;6;7;10;21;1;6151773
1;6151773;15;24;20;2;13;14;3;1;19;22;4;18;12;11;25;26;8;16;17;5;23;9;6;7;10;21
15;24;20;2;13;11;3;1;19;22;4;18;12;14;25;26;8;16;17;5;23;9;6;7;10;21;1;6130619
1;6130619;15;24;20;2;13;11;3;1;19;22;4;18;12;14;25;26;8;16;17;5;23;9;6;7;10;21
15;24;20;2;13;11;3;1;19;4;22;18;12;14;25;26;8;16;17;5;23;9;6;7;10;21;1;6075208
1;6075208;15;24;20;2;13;11;3;1;19;4;22;18;12;14;25;26;8;16;17;5;23;9;6;7;10;21
15;24;20;2;13;8;3;1;19;4;22;18;12;14;25;26;11;16;17;5;23;9;6;7;10;21;1;6057832
1;6057832;15;24;20;2;13;8;3;1;19;4;22;18;12;14;25;26;11;16;17;5;23;9;6;7;10;21
15;24;20;2;13;8;3;1;19;4;22;18;12;7;25;26;11;16;17;5;23;9;6;14;10;21;1;6185452
1;6185452;15;24;20;2;13;8;3;1;19;4;22;18;12;7;25;26;11;16;17;5;23;9;6;14;10;21
15;24;20;2;13;8;6;1;19;4;22;18;12;7;25;26;11;16;17;5;23;9;3;14;10;21;1;6142356
1;6142356;15;24;20;2;13;8;6;1;19;4;22;18;12;7;25;26;11;16;17;5;23;9;3;14;10;21
15;24;20;2;13;8;6;1;19;4;22;18;12;7;9;26;11;16;17;5;23;25;3;14;10;21;1;6079182
1;6079182;15;24;20;2;13;8;6;1;19;4;22;18;12;7;9;26;11;16;17;5;23;25;3;14;10;21
15;24;20;2;13;8;6;1;17;4;22;18;12;7;9;26;11;16;19;5;23;25;3;14;10;21;1;6064557
1;6064557;15;24;20;2;13;8;6;1;17;4;22;18;12;7;9;26;11;16;19;5;23;25;3;14;10;21
15;24;20;2;13;8;6;1;19;4;22;18;12;7;9;26;11;16;17;5;23;25;3;14;10;21;1;6079182
1;6079182;15;24;20;2;13;8;6;1;19;4;22;18;12;7;9;26;11;16;17;5;23;25;3;14;10;21
15;24;20;2;13;8;6;1;22;4;19;18;12;7;9;26;11;16;17;5;23;25;3;14;10;21;1;6136009
1;6136009;15;24;20;2;13;8;6;1;22;4;19;18;12;7;9;26;11;16;17;5;23;25;3;14;10;21
15;24;25;2;13;8;6;1;22;4;19;18;12;7;9;26;11;16;17;5;23;20;3;14;10;21;1;6169357
1;6169357;15;24;25;2;13;8;6;1;22;4;19;18;12;7;9;26;11;16;17;5;23;20;3;14;10;21
15;24;25;10;13;8;6;1;22;4;19;18;12;7;9;26;11;16;17;5;23;20;3;14;2;21;1;6138774
1;6138774;15;24;25;10;13;8;6;1;22;4;19;18;12;7;9;26;11;16;17;5;23;20;3;14;2;21
15;24;25;10;13;8;6;1;22;4;19;18;12;7;9;26;11;16;20;5;23;17;3;14;2;21;1;5996313
1;5996313;15;24;25;10;13;8;6;1;22;4;19;18;12;7;9;26;11;16;20;5;23;17;3;14;2;21
15;24;25;10;13;8;6;1;22;4;19;18;12;7;9;26;2;16;20;5;23;17;3;14;11;21;1;5990810
1;5990810;15;24;25;10;13;8;6;1;22;4;19;18;12;7;9;26;2;16;20;5;23;17;3;14;11;21
15;24;25;10;7;8;6;1;22;4;19;18;12;13;9;26;2;16;20;5;23;17;3;14;11;21;1;6005499
1;6005499;15;24;25;10;7;8;6;1;22;4;19;18;12;13;9;26;2;16;20;5;23;17;3;14;11;21
15;24;25;10;7;8;6;1;22;4;19;14;12;13;9;26;2;16;20;5;23;17;3;18;11;21;1;5945718
2;5945718;15;24;25;10;7;8;6;1;22;4;19;14;12;13;9;26;2;16;20;5;23;17;3;18;11;21
15;24;25;10;7;8;6;1;22;4;19;14;17;13;9;26;2;16;20;5;23;12;3;18;11;21;2;5984430
2;5984430;15;24;25;10;7;8;6;1;22;4;19;14;17;13;9;26;2;16;20;5;23;12;3;18;11;21
15;24;25;20;7;8;6;1;22;4;19;14;17;13;9;26;2;16;10;5;23;12;3;18;11;21;2;6117900
2;6117900;15;24;25;20;7;8;6;1;22;4;19;14;17;13;9;26;2;16;10;5;23;12;3;18;11;21
15;7;25;20;24;8;6;1;22;4;19;14;17;13;9;26;2;16;10;5;23;12;3;18;11;21;2;6111570
2;6111570;15;7;25;20;24;8;6;1;22;4;19;14;17;13;9;26;2;16;10;5;23;12;3;18;11;21
