"X11";"X12";"X2";"X1";"X3";"X6";"X4";"X7";"X9";"X5";"X10";"X8";"generation"
11;12;2;1;3;6;4;7;9;5;10;8;1
11;12;2;1;3;6;4;7;9;5;10;8;1
10;1;9;3;4;7;12;8;2;11;6;5;1
3;1;9;10;4;7;12;8;2;11;6;5;1
6;3;11;12;2;1;7;9;4;5;10;8;1
10;3;11;12;1;6;4;7;9;5;2;8;1
10;1;9;3;4;7;12;11;5;2;6;8;1
11;1;9;6;4;2;8;12;5;10;3;7;1
10;1;9;3;4;7;12;8;2;11;6;5;1
8;1;2;12;3;6;4;7;9;5;10;11;1
10;1;9;6;12;7;4;8;2;11;3;5;1
10;1;9;3;4;7;11;12;5;2;8;6;1
1;12;2;6;5;7;11;4;9;10;8;3;1
11;12;2;1;3;6;4;7;9;10;8;5;1
1;2;3;6;12;7;11;5;9;4;10;8;1
11;2;5;6;3;1;4;7;9;12;10;8;1
9;4;2;6;8;1;11;12;5;10;3;7;1
9;4;2;6;10;1;11;12;5;8;3;7;1
9;4;2;6;8;5;11;12;1;10;3;7;1
9;4;2;1;5;6;11;12;8;10;3;7;1
9;10;2;6;8;1;3;12;5;4;11;7;1
12;4;11;1;5;7;9;2;8;10;3;6;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;9;3;4;7;12;8;2;11;6;5;1
5;3;9;1;4;7;12;8;2;11;6;10;1
8;12;2;1;3;6;4;7;9;5;10;11;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;12;3;4;7;9;8;2;11;6;5;1
1;2;5;6;12;7;11;4;9;10;8;3;1
1;2;5;6;12;7;11;4;9;10;8;3;1
8;1;9;6;4;7;11;3;5;10;12;2;1
9;10;5;3;4;7;12;8;2;11;6;1;1
10;1;9;3;4;7;12;8;2;5;6;11;1
10;1;9;3;4;7;12;8;2;11;6;5;1
2;3;5;6;12;7;11;4;9;10;8;1;1
7;4;2;6;8;1;11;12;5;10;3;9;1
9;4;2;6;8;1;11;12;5;10;3;7;1
9;4;2;6;8;1;11;12;5;10;3;7;1
10;3;11;12;2;1;4;7;9;5;6;8;1
2;3;11;12;1;6;4;7;9;5;10;8;1
5;12;9;1;3;6;4;7;2;11;10;8;1
11;12;9;3;4;7;1;8;2;10;6;5;1
1;9;5;6;10;7;12;8;2;11;4;3;1
11;1;2;3;6;7;12;4;9;10;8;5;1
11;1;2;6;12;7;8;4;9;10;3;5;1
1;9;5;6;4;7;11;12;2;10;8;3;1
8;11;2;7;3;6;4;1;9;5;10;12;1
4;9;2;6;8;1;11;12;5;10;3;7;1
10;1;9;3;4;2;12;8;7;11;6;5;1
10;8;9;3;4;7;12;1;2;11;6;5;1
11;12;2;1;3;7;4;8;9;10;6;5;1
11;4;2;1;3;7;12;8;9;5;10;6;1
5;12;9;1;3;6;4;7;2;11;10;8;1
10;12;2;1;3;6;4;7;9;5;8;11;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;9;3;5;12;7;2;8;4;11;6;1
10;1;9;3;4;7;12;2;8;5;11;6;1
2;12;11;1;3;6;4;7;9;5;10;8;1
11;12;2;1;7;6;4;3;9;5;10;8;1
10;1;9;3;4;7;12;8;2;11;6;5;1
10;1;9;3;4;7;11;8;2;12;6;5;1
8;10;3;12;2;1;5;9;4;7;11;6;1
12;10;3;1;5;7;9;2;8;4;11;6;1
12;10;3;1;5;7;9;2;8;4;11;6;1
12;10;3;1;5;7;9;2;8;4;11;6;1
11;12;2;1;3;10;5;9;4;7;6;8;1
10;5;2;1;11;3;12;9;4;7;6;8;1
11;12;2;1;3;6;4;7;9;5;10;8;1
11;12;2;1;3;6;4;7;9;5;10;8;1
1;2;5;3;12;7;8;10;9;4;11;6;1
12;2;3;1;5;7;8;4;9;10;11;6;1
10;12;2;1;3;6;4;7;9;11;8;5;1
5;1;9;3;4;7;12;8;2;11;6;10;1
11;12;2;1;8;6;4;7;9;5;3;10;1
11;12;2;1;9;6;4;7;5;10;3;8;1
9;4;2;6;8;1;11;12;5;10;3;7;1
9;4;2;6;3;1;11;12;5;10;8;7;1
9;4;2;6;8;1;11;12;5;10;7;3;1
9;4;2;6;8;1;11;12;3;5;10;7;1
10;1;8;3;4;7;5;9;2;11;6;12;1
10;3;11;7;4;1;12;8;2;5;6;9;1
1;2;11;12;3;6;4;7;9;5;10;8;1
10;3;11;12;2;1;5;9;4;7;6;8;1
10;4;2;6;8;9;5;1;3;7;12;11;1
12;11;2;3;8;1;5;9;4;7;6;10;1
10;1;9;3;11;7;12;2;8;4;6;5;1
9;10;1;3;4;7;12;8;2;11;6;5;1
9;4;2;6;8;1;11;12;5;10;3;7;1
9;4;2;6;8;1;11;12;5;10;3;7;1
5;4;9;1;3;7;12;8;2;11;10;6;1
10;1;2;3;4;8;11;7;9;5;6;12;1
10;12;2;6;3;1;4;7;9;5;8;11;1
5;3;9;1;4;7;12;8;2;11;6;10;1
10;3;11;12;2;1;5;9;4;7;6;8;1
10;3;11;12;2;1;5;9;4;7;6;8;1
1;3;11;12;2;10;5;6;8;9;4;7;1
7;3;4;9;8;1;11;12;5;10;6;2;1
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
5;12;2;1;3;6;4;7;9;11;10;8;2
11;12;2;1;3;6;4;7;8;5;10;9;2
11;12;2;1;3;6;10;7;9;5;4;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
8;12;2;1;3;6;4;7;9;5;10;11;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
1;12;2;11;3;6;4;7;9;5;10;8;2
11;12;2;8;3;6;4;7;9;5;10;1;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;5;4;7;9;6;10;8;2
10;4;5;1;2;3;12;6;9;7;11;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;6;2;1;3;12;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;4;12;3;1;7;9;6;2;5;10;8;2
11;12;2;1;3;5;4;7;9;6;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
2;12;11;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;5;3;6;4;7;9;1;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;6;3;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;1;2;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;10;9;5;7;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;7;4;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;8;10;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;8;4;7;9;5;10;6;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
12;11;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;7;4;6;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;8;4;7;9;5;10;6;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;5;9;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;6;3;4;7;9;5;10;8;2
10;12;5;1;6;3;4;8;9;2;11;7;2
11;4;5;12;1;6;9;3;2;8;10;7;2
11;12;2;5;3;6;4;7;9;1;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;2
9;12;2;1;3;6;4;7;11;5;10;8;2
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;6;2;1;3;12;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;6;2;1;8;12;4;7;9;5;10;3;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;10;7;9;5;4;8;3
11;6;12;1;3;2;4;7;9;5;10;8;3
11;6;2;8;3;1;4;7;9;5;10;12;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;8;7;4;9;5;10;6;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;8;7;4;9;5;10;6;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;7;4;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;6;2;1;3;12;4;7;9;5;10;8;3
11;6;2;1;3;12;4;7;9;5;10;8;3
7;12;2;1;3;6;4;11;9;5;10;8;3
11;12;2;1;7;6;4;3;9;5;10;8;3
11;12;2;1;3;6;7;4;9;5;10;8;3
11;12;2;1;10;6;7;4;9;5;3;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;6;2;1;3;12;4;7;9;5;10;8;3
11;6;2;1;3;12;4;7;9;5;10;8;3
11;12;2;1;3;8;4;7;9;5;10;6;3
11;12;2;1;3;6;4;10;9;5;7;8;3
11;12;2;1;3;6;4;8;9;5;10;7;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;8;7;9;5;10;4;3
11;12;2;1;3;6;7;4;9;5;10;8;3
6;12;2;1;3;11;7;4;9;5;10;8;3
11;6;2;1;3;12;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;7;4;9;5;10;8;3
11;12;2;1;3;8;7;4;9;5;10;6;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;7;4;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;7;4;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;6;2;1;3;12;4;7;8;5;10;9;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;4;7;9;5;10;8;3
11;12;2;1;3;6;7;4;9;5;10;8;3
11;12;2;1;3;6;7;5;9;4;10;8;3
11;12;2;1;3;8;7;4;9;5;10;6;3
