"X14L";"X35L";"X28L";"X33L";"X27L";"X48L";"X39L";"X62L";"X44L";"X20L";"X15L";"X6L";"X19L";"X53L";"X9L";"X49L";"X12L";"X58L";"X51L";"X11L";"X36L";"X54L";"X18L";"X64L";"X21L";"X55L";"X63L";"X42L";"X10L";"X25L";"X38L";"X16L";"X29L";"X52L";"X17L";"X34L";"X43L";"X46L";"X3L";"X5L";"X31L";"X24L";"X8L";"X41L";"X47L";"X1L";"X4L";"X40L";"X32L";"X22L";"X37L";"X56L";"X26L";"X57L";"X23L";"X7L";"X2L";"X30L";"X13L";"X59L";"X60L";"X61L";"X50L";"X45L"
14;35;28;33;27;48;39;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;25;38;16;29;52;17;34;43;46;3;5;31;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;2;30;13;59;60;61;50;45
14;35;28;33;27;48;39;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;31;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;2;30;13;59;60;61;25;45
14;35;28;33;27;48;39;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;31;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;2;30;13;59;60;61;25;45
14;35;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;31;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;39;30;13;59;60;61;25;45
14;35;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;31;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;39;30;13;59;60;61;25;45
31;35;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;14;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;39;30;13;59;60;61;25;45
31;35;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;14;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;39;30;13;59;60;61;25;45
31;13;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;14;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;39;30;35;59;60;61;25;45
31;13;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;36;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;14;24;8;41;47;1;4;40;32;22;37;56;26;57;23;7;39;30;35;59;60;61;25;45
31;13;28;33;27;48;2;62;44;20;15;6;19;53;9;49;12;58;51;11;22;54;18;64;21;55;63;42;10;50;38;16;29;52;17;34;43;46;3;5;14;24;8;41;47;1;4;40;32;36;37;56;26;57;23;7;39;30;35;59;60;61;25;45
