"X14";"X2";"X22";"X20";"X3";"X13";"X1";"X4";"X9";"X21";"X8";"X10";"X23";"X5";"X15";"X18";"X26";"X19";"X24";"X16";"X11";"X17";"X6";"X25";"X12";"X7";"generation"
14;2;22;20;3;13;1;4;9;21;8;10;23;5;15;18;26;19;24;16;11;17;6;25;12;7;1
14;2;24;20;4;26;10;7;8;15;21;23;5;1;12;13;18;19;6;16;11;17;22;3;25;9;1
7;13;24;4;18;2;23;8;20;16;11;3;9;1;17;25;26;14;22;10;15;12;6;19;5;21;1
21;2;24;20;18;13;5;6;23;16;11;3;10;1;17;25;26;14;9;22;19;7;4;15;8;12;1
8;23;20;6;4;13;10;7;14;15;21;2;5;1;12;18;26;3;24;16;11;17;22;19;25;9;1
14;16;24;20;19;26;23;4;9;15;21;2;5;1;12;13;18;3;22;10;8;11;6;25;17;7;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;24;21;4;12;13;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
20;23;8;6;4;26;10;7;14;15;21;2;5;1;12;13;18;19;24;16;11;17;22;3;25;9;1
7;23;8;15;11;18;25;5;1;20;9;12;4;17;16;13;26;19;24;2;6;14;22;3;10;21;1
8;23;20;24;4;26;16;7;14;11;21;2;5;1;3;13;18;19;22;10;15;12;25;6;17;9;1
9;23;22;20;3;26;10;7;14;15;21;2;5;1;12;13;18;19;24;16;11;8;6;25;17;4;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;2;24;20;19;13;1;25;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;4;17;7;1
14;2;24;16;19;13;3;4;18;21;26;20;25;10;15;9;8;1;7;5;11;12;6;23;17;22;1
7;17;19;4;1;2;20;14;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;13;24;1
7;15;5;18;6;2;23;8;20;16;11;3;10;1;17;25;26;14;9;22;19;13;21;4;12;24;1
12;22;24;6;23;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;11;17;1
13;21;8;15;2;18;10;5;1;4;19;12;20;14;6;26;7;23;24;16;11;17;22;3;25;9;1
8;24;5;11;4;26;10;18;14;15;9;12;20;17;16;3;7;23;19;6;2;1;22;13;25;21;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;23;24;20;19;13;1;4;9;21;8;16;2;5;11;18;26;3;22;10;15;12;6;25;17;7;1
21;13;18;23;6;26;2;1;19;4;5;20;12;10;15;9;8;14;24;16;11;17;22;3;25;7;1
8;23;20;6;3;26;10;7;14;15;22;16;5;1;25;17;11;19;24;2;18;13;21;4;12;9;1
22;17;11;23;6;26;16;14;10;3;25;20;5;1;12;13;18;19;7;2;8;9;21;4;15;24;1
8;17;11;23;6;26;16;7;14;15;21;2;5;1;12;13;18;19;24;10;20;4;22;3;25;9;1
13;24;6;23;2;18;12;8;20;16;11;3;10;1;17;25;26;14;9;22;19;7;4;15;5;21;1
12;13;24;6;18;2;23;8;20;16;11;3;10;1;17;25;26;7;9;4;19;14;22;15;5;21;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;2;7;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;24;1
8;23;20;6;4;26;10;7;14;15;21;2;5;1;12;13;18;19;24;16;11;3;22;25;17;9;1
9;16;20;6;4;26;10;7;14;15;21;2;5;1;12;13;18;3;22;23;8;11;24;25;17;19;1
22;23;11;17;6;26;16;14;19;3;5;20;25;10;18;9;8;1;7;2;15;12;21;4;13;24;1
4;2;24;1;9;13;16;14;19;3;5;20;25;8;11;18;26;21;22;10;15;12;6;23;17;7;1
21;1;20;24;4;13;2;7;14;17;8;16;23;5;11;18;26;3;22;10;15;12;6;19;25;9;1
4;10;6;20;8;26;23;7;14;15;21;2;5;1;12;13;18;19;24;16;11;17;22;3;25;9;1
22;12;11;23;6;26;16;14;19;3;5;20;4;10;15;9;8;1;7;2;18;13;21;25;17;24;1
14;10;24;20;19;13;3;4;9;21;26;16;23;5;11;18;8;1;7;2;15;12;6;25;17;22;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
8;4;20;6;22;26;10;7;14;3;21;2;25;1;12;13;18;19;24;16;11;17;23;15;5;9;1
12;13;24;6;18;2;23;8;20;16;19;3;10;1;7;25;26;14;9;22;11;17;4;15;5;21;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;2;24;20;19;12;1;25;9;6;8;16;23;5;11;18;26;3;22;10;15;13;21;4;17;7;1
8;24;20;16;4;26;10;19;17;15;21;11;5;1;12;3;7;23;18;6;2;14;22;13;25;9;1
13;21;8;15;11;18;10;5;1;4;9;12;20;17;16;26;7;23;19;6;2;14;22;3;25;24;1
22;13;18;23;6;26;2;14;1;3;5;20;25;10;15;9;8;19;24;16;11;17;21;4;12;7;1
24;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;22;12;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
22;17;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;13;21;4;12;24;1
21;13;11;23;6;26;16;14;19;3;5;20;25;10;15;9;8;1;7;2;18;17;22;4;12;24;1
11;23;20;6;3;26;19;24;14;5;22;16;25;10;15;9;8;1;7;2;18;13;21;4;12;17;1
12;5;21;6;15;2;23;8;20;16;11;3;10;1;17;25;26;14;9;22;19;7;4;18;13;24;1
12;13;24;6;18;2;23;8;20;16;11;15;10;1;7;5;26;14;9;4;19;17;22;3;25;21;1
7;17;11;23;6;26;16;14;19;1;5;20;25;2;15;9;8;3;22;10;18;13;21;4;12;24;1
14;10;24;20;19;12;1;4;9;6;8;16;23;5;11;15;26;3;7;2;18;13;21;25;17;22;1
8;23;20;6;4;3;25;7;14;15;21;2;5;1;12;13;18;19;24;16;11;17;22;26;10;9;1
13;21;8;4;11;18;25;5;14;15;9;12;20;17;16;3;7;23;19;6;2;1;22;26;10;24;1
8;3;24;26;21;16;10;6;22;20;23;4;11;1;12;13;18;19;9;15;17;14;7;2;25;5;1
8;23;20;6;4;26;10;7;11;16;21;3;9;1;24;13;22;19;12;15;17;2;18;14;25;5;1
22;17;11;23;6;26;16;14;1;3;5;20;25;10;15;13;18;19;7;2;8;9;21;4;12;24;1
8;23;20;6;3;26;10;7;14;15;22;2;5;1;12;13;18;19;24;16;11;17;21;4;25;9;1
6;2;24;20;19;13;1;4;9;21;8;16;23;5;11;26;10;22;12;15;17;14;18;3;25;7;1
22;10;24;20;25;13;1;4;9;21;8;16;23;5;11;6;26;3;12;15;17;14;18;2;19;7;1
13;21;8;15;11;18;25;5;9;2;24;16;23;4;19;14;26;3;22;10;20;12;6;1;17;7;1
18;5;25;15;19;13;1;4;9;21;8;16;20;17;12;3;7;23;11;6;2;14;22;26;10;24;1
12;13;24;6;18;2;10;17;9;21;8;16;23;5;11;25;26;14;20;22;19;7;4;15;1;3;1
21;13;24;6;18;2;23;8;20;16;11;3;25;1;17;10;26;14;9;22;19;7;4;15;5;12;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;2;24;20;19;13;1;4;9;21;8;16;23;5;11;18;26;3;22;10;15;12;6;25;17;7;1
14;2;24;20;19;13;1;4;9;21;8;10;23;5;15;18;26;3;22;16;6;12;11;25;17;7;1
8;23;20;24;4;26;16;7;14;11;21;2;5;1;19;13;18;3;22;10;15;12;6;25;17;9;1
22;17;11;23;12;26;16;14;19;3;5;20;25;10;21;9;8;1;7;2;18;13;4;15;6;24;1
12;13;22;18;6;26;16;14;19;23;11;3;10;1;17;25;2;8;9;24;20;7;4;15;5;21;1
8;23;20;6;4;26;10;7;14;15;21;2;5;1;12;13;18;19;24;16;11;17;22;3;25;9;1
8;23;20;6;4;26;10;7;14;15;21;2;5;1;12;13;18;19;24;16;11;17;22;3;25;9;1
