"X12";"X26";"X15";"X11";"X19";"X16";"X6";"X10";"X20";"X8";"X14";"X13";"X5";"X18";"X3";"X9";"X17";"X21";"X1";"X7";"X24";"X2";"X22";"X25";"X4";"X23";"generation"
12;26;15;11;19;16;6;10;20;8;14;13;5;18;3;9;17;21;1;7;24;2;22;25;4;23;1
9;16;3;17;5;10;8;24;11;15;14;13;20;18;12;21;19;7;26;6;1;2;22;25;4;23;1
12;26;15;11;10;2;14;19;16;8;6;13;5;18;23;9;4;25;1;7;22;20;24;21;17;3;1
6;13;8;15;11;20;14;19;12;5;2;26;10;18;23;9;4;25;1;7;22;16;24;21;17;3;1
21;16;15;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;26;3;1;24;22;7;17;12;1
23;1;15;11;4;2;6;10;5;8;14;16;20;18;12;21;19;7;26;25;22;13;24;9;17;3;1
17;4;18;11;19;2;6;10;20;8;21;25;3;5;14;12;13;7;22;26;16;9;24;1;23;15;1
9;26;15;11;19;2;23;10;20;8;14;13;18;5;6;12;4;25;1;7;22;16;24;21;17;3;1
17;4;8;15;3;22;14;19;16;18;1;25;10;5;6;12;13;7;2;26;20;9;24;21;23;11;1
12;25;15;11;19;1;6;10;22;8;14;4;5;18;23;16;13;7;2;26;20;9;24;21;17;3;1
9;19;3;17;18;10;8;24;11;15;14;16;20;5;6;12;13;7;2;21;1;26;22;25;4;23;1
17;4;8;15;3;24;14;13;16;18;21;23;10;5;9;12;19;7;26;6;1;2;22;20;25;11;1
5;3;24;23;12;11;10;14;18;8;2;20;22;25;9;21;19;7;26;17;6;16;1;15;13;4;1
12;23;3;22;5;10;26;24;11;18;14;2;20;25;7;9;19;21;8;17;6;16;1;15;13;4;1
25;23;4;1;10;15;3;14;16;5;13;17;20;18;12;21;19;7;26;24;9;6;22;2;11;8;1
9;13;3;17;5;10;8;24;11;15;14;16;20;18;25;21;19;7;26;6;1;2;22;12;4;23;1
12;26;15;3;19;2;6;10;20;8;14;13;5;18;17;9;4;25;21;7;22;16;24;1;23;11;1
17;13;8;15;3;20;14;19;16;18;21;26;10;5;6;12;4;25;1;7;22;9;24;2;23;11;1
12;26;15;11;19;8;6;10;23;5;21;17;2;20;18;13;4;25;1;7;22;16;24;14;9;3;1
25;23;4;19;10;15;26;14;16;5;21;17;2;20;18;13;3;6;1;7;9;24;22;12;11;8;1
12;26;15;11;19;2;6;23;20;8;14;13;5;18;10;16;4;25;1;7;22;9;24;21;17;3;1
23;13;8;15;11;20;14;19;12;18;2;26;10;5;6;9;4;25;1;7;22;16;24;21;17;3;1
17;4;8;15;3;22;14;19;16;18;21;25;10;5;6;12;13;7;2;26;20;9;24;1;23;11;1
17;4;8;15;3;22;14;19;16;18;21;25;10;5;6;12;13;7;2;26;20;9;24;1;23;11;1
12;26;15;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;7;22;16;24;21;17;3;1
12;26;15;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;7;22;16;24;21;17;3;1
22;3;24;7;12;11;10;2;25;8;14;13;5;18;23;9;4;21;26;17;6;16;1;15;20;19;1
12;8;15;11;4;2;6;10;20;1;14;13;5;18;23;9;19;21;26;7;22;16;24;25;17;3;1
12;26;15;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;7;22;16;24;21;17;3;1
12;26;15;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;7;22;16;24;21;17;3;1
25;3;24;23;12;11;22;14;18;26;2;20;10;5;7;9;19;21;8;17;6;16;1;15;13;4;1
17;4;8;15;12;11;10;14;16;18;21;25;19;5;6;3;13;7;2;26;20;9;24;1;23;22;1
26;16;3;21;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;24;17;7;22;12;11;15;1
21;26;15;17;19;13;6;10;20;8;14;2;5;18;23;9;4;25;1;7;22;16;24;12;11;3;1
21;13;3;17;5;10;8;24;11;15;14;16;20;18;12;9;19;7;26;6;1;2;22;25;4;23;1
9;13;3;17;5;10;8;24;11;15;14;16;20;18;12;21;19;7;26;6;1;2;22;25;4;23;1
24;4;15;11;19;14;17;8;16;18;21;25;10;5;6;12;13;7;2;26;20;9;22;1;23;3;1
17;4;8;15;3;20;14;19;9;18;1;25;10;5;6;12;13;7;2;26;22;16;24;21;23;11;1
12;26;15;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;7;22;16;24;21;17;3;1
12;26;7;11;19;2;6;10;20;8;14;13;5;18;23;9;4;25;1;15;22;16;24;21;17;3;1
17;23;4;1;5;15;10;14;18;26;2;20;22;25;16;13;3;6;19;24;9;7;21;12;11;8;1
26;8;24;23;12;11;10;14;16;5;25;17;2;20;18;13;3;6;19;21;22;7;1;15;9;4;1
12;24;23;11;4;10;5;14;18;26;2;20;22;25;7;9;19;21;8;17;6;16;1;15;13;3;1
5;3;24;23;12;11;2;10;20;8;14;18;22;25;7;9;19;21;26;17;6;16;1;15;13;4;1
12;26;15;2;19;11;10;14;20;8;6;13;5;18;23;9;4;25;1;7;22;16;24;21;17;3;1
5;3;8;23;12;11;10;14;18;26;2;20;6;15;17;9;19;25;1;7;22;16;24;21;13;4;1
