"X1";"X42506";"X2";"X7";"X11";"X10";"X3";"X1.1";"X9";"X5";"X8";"X4";"X12";"X6"
1;42506;2;7;11;10;3;1;9;5;8;4;12;6
2;7;11;10;6;1;9;5;8;4;12;3;1;41882
1;41882;2;7;11;10;6;1;9;5;8;4;12;3
2;7;1;10;6;11;9;5;8;4;12;3;1;53064
1;53064;2;7;1;10;6;11;9;5;8;4;12;3
2;7;1;10;11;6;9;5;8;4;12;3;1;61990
1;61990;2;7;1;10;11;6;9;5;8;4;12;3
2;7;1;10;9;6;11;5;8;4;12;3;1;56490
1;56490;2;7;1;10;9;6;11;5;8;4;12;3
2;7;1;10;9;6;12;5;8;4;11;3;1;55268
1;55268;2;7;1;10;9;6;12;5;8;4;11;3
2;7;1;6;9;10;12;5;8;4;11;3;1;40866
1;40866;2;7;1;6;9;10;12;5;8;4;11;3
2;7;11;6;9;10;12;5;8;4;1;3;1;37096
1;37096;2;7;11;6;9;10;12;5;8;4;1;3
2;7;11;6;9;10;12;5;8;1;4;3;1;33358
1;33358;2;7;11;6;9;10;12;5;8;1;4;3
2;7;11;9;6;10;12;5;8;1;4;3;1;34278
1;33358;2;7;11;6;9;10;12;5;8;1;4;3
2;7;11;6;9;10;12;5;8;1;3;4;1;32794
1;32794;2;7;11;6;9;10;12;5;8;1;3;4
2;12;11;6;9;10;7;5;8;1;3;4;1;49050
1;49050;2;12;11;6;9;10;7;5;8;1;3;4
2;12;11;6;9;10;4;5;8;1;3;7;1;48416
1;48416;2;12;11;6;9;10;4;5;8;1;3;7
2;12;11;6;8;10;4;5;9;1;3;7;1;52392
1;52392;2;12;11;6;8;10;4;5;9;1;3;7
2;6;11;12;8;10;4;5;9;1;3;7;1;49708
1;49708;2;6;11;12;8;10;4;5;9;1;3;7
2;6;11;12;8;10;4;5;9;1;7;3;1;51066
1;51066;2;6;11;12;8;10;4;5;9;1;7;3
2;9;11;12;8;10;4;5;6;1;7;3;1;52204
1;52204;2;9;11;12;8;10;4;5;6;1;7;3
2;9;11;12;8;3;4;5;6;1;7;10;1;50432
1;50432;2;9;11;12;8;3;4;5;6;1;7;10
2;9;11;12;8;3;4;5;6;1;10;7;1;47404
1;47404;2;9;11;12;8;3;4;5;6;1;10;7
2;9;11;12;8;3;4;5;6;10;1;7;1;40340
1;40340;2;9;11;12;8;3;4;5;6;10;1;7
2;6;11;12;8;3;4;5;9;10;1;7;1;49758
2;49758;2;6;11;12;8;3;4;5;9;10;1;7
2;7;11;12;8;3;4;5;9;10;1;6;2;41036
2;41036;2;7;11;12;8;3;4;5;9;10;1;6
7;2;11;12;8;3;4;5;9;10;1;6;2;43692
2;43692;7;2;11;12;8;3;4;5;9;10;1;6
7;2;11;12;6;3;4;5;9;10;1;8;2;41702
2;41702;7;2;11;12;6;3;4;5;9;10;1;8
7;2;11;12;6;3;4;8;9;10;1;5;2;41550
2;41550;7;2;11;12;6;3;4;8;9;10;1;5
7;2;12;11;6;3;4;8;9;10;1;5;2;45008
2;45008;7;2;12;11;6;3;4;8;9;10;1;5
7;2;12;5;6;3;4;8;9;10;1;11;2;46658
2;46658;7;2;12;5;6;3;4;8;9;10;1;11
7;2;12;5;6;10;4;8;9;3;1;11;2;50728
2;50728;7;2;12;5;6;10;4;8;9;3;1;11
7;2;8;5;6;10;4;12;9;3;1;11;2;48732
2;48732;7;2;8;5;6;10;4;12;9;3;1;11
7;12;8;5;6;10;4;2;9;3;1;11;2;59240
2;59240;7;12;8;5;6;10;4;2;9;3;1;11
7;12;8;5;6;10;4;2;9;11;1;3;2;60392
2;60392;7;12;8;5;6;10;4;2;9;11;1;3
7;12;8;2;6;10;4;5;9;11;1;3;2;45766
2;45766;7;12;8;2;6;10;4;5;9;11;1;3
7;12;8;2;6;10;4;5;9;3;1;11;2;46726
2;46726;7;12;8;2;6;10;4;5;9;3;1;11
7;12;8;2;4;10;6;5;9;3;1;11;2;43206
2;43206;7;12;8;2;4;10;6;5;9;3;1;11
7;12;8;2;4;10;6;5;9;3;11;1;2;40886
2;40886;7;12;8;2;4;10;6;5;9;3;11;1
7;9;8;2;4;10;6;5;12;3;11;1;2;35480
2;35480;7;9;8;2;4;10;6;5;12;3;11;1
7;9;8;5;4;10;6;2;12;3;11;1;2;47994
2;47994;7;9;8;5;4;10;6;2;12;3;11;1
7;9;8;5;3;10;6;2;12;4;11;1;2;39658
2;39658;7;9;8;5;3;10;6;2;12;4;11;1
7;9;2;5;3;10;6;8;12;4;11;1;2;39714
2;39714;7;9;2;5;3;10;6;8;12;4;11;1
7;12;2;5;3;10;6;8;9;4;11;1;2;45120
2;45120;7;12;2;5;3;10;6;8;9;4;11;1
7;12;2;5;3;10;6;8;1;4;11;9;2;46246
3;46246;7;12;2;5;3;10;6;8;1;4;11;9
7;4;2;5;3;10;6;8;1;12;11;9;3;48562
3;46246;7;12;2;5;3;10;6;8;1;4;11;9
7;12;2;5;3;4;6;8;1;10;11;9;3;42710
3;42710;7;12;2;5;3;4;6;8;1;10;11;9
7;12;2;5;3;4;6;8;10;1;11;9;3;49480
3;49480;7;12;2;5;3;4;6;8;10;1;11;9
7;12;5;2;3;4;6;8;10;1;11;9;3;48874
3;48874;7;12;5;2;3;4;6;8;10;1;11;9
7;12;5;3;2;4;6;8;10;1;11;9;3;47754
3;47754;7;12;5;3;2;4;6;8;10;1;11;9
7;9;5;3;2;4;6;8;10;1;11;12;3;40130
3;40130;7;9;5;3;2;4;6;8;10;1;11;12
7;9;5;3;2;4;12;8;10;1;11;6;3;39052
3;39052;7;9;5;3;2;4;12;8;10;1;11;6
7;9;5;3;2;4;12;11;10;1;8;6;3;37224
3;37224;7;9;5;3;2;4;12;11;10;1;8;6
7;9;5;3;2;4;6;11;10;1;8;12;3;38302
3;38302;7;9;5;3;2;4;6;11;10;1;8;12
7;9;12;3;2;4;6;11;10;1;8;5;3;35134
3;35134;7;9;12;3;2;4;6;11;10;1;8;5
7;9;12;3;2;4;6;11;8;1;10;5;3;35118
3;35118;7;9;12;3;2;4;6;11;8;1;10;5
7;9;12;3;2;4;6;11;5;1;10;8;3;33606
3;33606;7;9;12;3;2;4;6;11;5;1;10;8
7;5;12;3;2;4;6;11;9;1;10;8;3;40734
3;40734;7;5;12;3;2;4;6;11;9;1;10;8
4;5;12;3;2;7;6;11;9;1;10;8;3;40770
3;40770;4;5;12;3;2;7;6;11;9;1;10;8
4;5;1;3;2;7;6;11;9;12;10;8;3;40490
3;40490;4;5;1;3;2;7;6;11;9;12;10;8
12;5;1;3;2;7;6;11;9;4;10;8;3;47468
3;47468;12;5;1;3;2;7;6;11;9;4;10;8
12;5;1;3;2;7;6;4;9;11;10;8;3;44978
3;44978;12;5;1;3;2;7;6;4;9;11;10;8
12;5;1;3;2;10;6;4;9;11;7;8;3;45290
3;45290;12;5;1;3;2;10;6;4;9;11;7;8
12;5;1;3;8;10;6;4;9;11;7;2;3;53810
3;53810;12;5;1;3;8;10;6;4;9;11;7;2
10;5;1;3;8;12;6;4;9;11;7;2;3;46008
4;46008;10;5;1;3;8;12;6;4;9;11;7;2
3;5;1;10;8;12;6;4;9;11;7;2;4;50312
4;50312;3;5;1;10;8;12;6;4;9;11;7;2
3;5;1;10;8;9;6;4;12;11;7;2;4;50428
4;50428;3;5;1;10;8;9;6;4;12;11;7;2
3;5;1;10;8;2;6;4;12;11;7;9;4;49938
4;49938;3;5;1;10;8;2;6;4;12;11;7;9
3;5;1;10;8;2;6;4;9;11;7;12;4;48266
4;48266;3;5;1;10;8;2;6;4;9;11;7;12
3;5;1;10;8;2;6;4;12;11;7;9;4;49938
4;49938;3;5;1;10;8;2;6;4;12;11;7;9
3;5;1;12;8;2;6;4;10;11;7;9;4;48538
4;48538;3;5;1;12;8;2;6;4;10;11;7;9
3;1;5;12;8;2;6;4;10;11;7;9;4;47802
4;47802;3;1;5;12;8;2;6;4;10;11;7;9
3;1;5;12;8;2;6;4;7;11;10;9;4;47774
4;47774;3;1;5;12;8;2;6;4;7;11;10;9
3;1;5;12;8;2;10;4;7;11;6;9;4;50208
4;50208;3;1;5;12;8;2;10;4;7;11;6;9
3;7;5;12;8;2;10;4;1;11;6;9;4;48492
4;48492;3;7;5;12;8;2;10;4;1;11;6;9
3;7;4;12;8;2;10;5;1;11;6;9;4;38280
4;38280;3;7;4;12;8;2;10;5;1;11;6;9
3;7;4;12;8;2;9;5;1;11;6;10;4;40002
4;40002;3;7;4;12;8;2;9;5;1;11;6;10
3;7;4;12;8;9;2;5;1;11;6;10;4;40864
4;40864;3;7;4;12;8;9;2;5;1;11;6;10
3;7;4;12;10;9;2;5;1;11;6;8;4;36364
4;36364;3;7;4;12;10;9;2;5;1;11;6;8
3;7;4;5;10;9;2;12;1;11;6;8;4;36166
4;36166;3;7;4;5;10;9;2;12;1;11;6;8
3;7;4;5;10;1;2;12;9;11;6;8;4;29618
4;29618;3;7;4;5;10;1;2;12;9;11;6;8
11;7;4;5;10;1;2;12;9;3;6;8;4;43156
4;43156;11;7;4;5;10;1;2;12;9;3;6;8
11;7;3;5;10;1;2;12;9;4;6;8;4;46448
4;46448;11;7;3;5;10;1;2;12;9;4;6;8
11;6;3;5;10;1;2;12;9;4;7;8;4;47282
4;47282;11;6;3;5;10;1;2;12;9;4;7;8
11;6;3;5;10;1;2;12;9;8;7;4;4;46322
5;46322;11;6;3;5;10;1;2;12;9;8;7;4
11;6;1;5;10;3;2;12;9;8;7;4;5;49642
5;49642;11;6;1;5;10;3;2;12;9;8;7;4
11;6;7;5;10;3;2;12;9;8;1;4;5;50226
5;50226;11;6;7;5;10;3;2;12;9;8;1;4
11;6;7;10;5;3;2;12;9;8;1;4;5;47626
5;47626;11;6;7;10;5;3;2;12;9;8;1;4
11;12;7;10;5;3;2;6;9;8;1;4;5;41970
5;41970;11;12;7;10;5;3;2;6;9;8;1;4
11;12;7;9;5;3;2;6;10;8;1;4;5;36932
5;36932;11;12;7;9;5;3;2;6;10;8;1;4
11;12;7;9;5;3;2;4;10;8;1;6;5;33562
5;33562;11;12;7;9;5;3;2;4;10;8;1;6
11;12;7;5;9;3;2;4;10;8;1;6;5;34922
5;34922;11;12;7;5;9;3;2;4;10;8;1;6
12;11;7;5;9;3;2;4;10;8;1;6;5;35708
5;35708;12;11;7;5;9;3;2;4;10;8;1;6
2;11;7;5;9;3;12;4;10;8;1;6;5;47728
5;47728;2;11;7;5;9;3;12;4;10;8;1;6
2;11;3;5;9;7;12;4;10;8;1;6;5;49392
5;49392;2;11;3;5;9;7;12;4;10;8;1;6
6;11;3;5;9;7;12;4;10;8;1;2;5;36416
5;36416;6;11;3;5;9;7;12;4;10;8;1;2
6;11;3;5;9;7;1;4;10;8;12;2;5;39950
5;36416;6;11;3;5;9;7;12;4;10;8;1;2
6;11;3;5;10;7;12;4;9;8;1;2;5;41436
5;41436;6;11;3;5;10;7;12;4;9;8;1;2
6;11;3;5;10;12;7;4;9;8;1;2;5;34484
5;34484;6;11;3;5;10;12;7;4;9;8;1;2
6;11;3;5;10;12;7;4;9;2;1;8;5;33524
5;33524;6;11;3;5;10;12;7;4;9;2;1;8
6;11;3;5;10;12;7;4;9;1;2;8;5;25988
5;25988;6;11;3;5;10;12;7;4;9;1;2;8
6;11;3;5;10;12;1;4;9;7;2;8;5;33246
5;33246;6;11;3;5;10;12;1;4;9;7;2;8
6;11;3;5;10;7;1;4;9;12;2;8;5;47204
5;47204;6;11;3;5;10;7;1;4;9;12;2;8
6;2;3;5;10;7;1;4;9;12;11;8;5;53300
5;53300;6;2;3;5;10;7;1;4;9;12;11;8
6;2;3;4;10;7;1;5;9;12;11;8;5;48828
6;48828;6;2;3;4;10;7;1;5;9;12;11;8
8;2;3;4;10;7;1;5;9;12;11;6;6;46080
6;46080;8;2;3;4;10;7;1;5;9;12;11;6
8;2;3;4;10;7;1;5;12;9;11;6;6;45162
6;45162;8;2;3;4;10;7;1;5;12;9;11;6
3;2;8;4;10;7;1;5;12;9;11;6;6;47170
6;47170;3;2;8;4;10;7;1;5;12;9;11;6
3;1;8;4;10;7;2;5;12;9;11;6;6;42342
6;42342;3;1;8;4;10;7;2;5;12;9;11;6
8;1;3;4;10;7;2;5;12;9;11;6;6;34534
6;34534;8;1;3;4;10;7;2;5;12;9;11;6
8;1;3;7;10;4;2;5;12;9;11;6;6;39600
6;39600;8;1;3;7;10;4;2;5;12;9;11;6
8;1;11;7;10;4;2;5;12;9;3;6;6;41342
6;39600;8;1;3;7;10;4;2;5;12;9;11;6
8;1;3;7;10;4;2;5;12;6;11;9;6;37296
6;37296;8;1;3;7;10;4;2;5;12;6;11;9
8;1;3;7;10;4;2;5;9;6;11;12;6;38122
6;38122;8;1;3;7;10;4;2;5;9;6;11;12
8;1;3;7;2;4;10;5;9;6;11;12;6;43174
6;43174;8;1;3;7;2;4;10;5;9;6;11;12
8;3;1;7;2;4;10;5;9;6;11;12;6;46694
6;46694;8;3;1;7;2;4;10;5;9;6;11;12
1;3;8;7;2;4;10;5;9;6;11;12;6;36298
6;36298;1;3;8;7;2;4;10;5;9;6;11;12
1;3;8;7;12;4;10;5;9;6;11;2;6;43148
6;43148;1;3;8;7;12;4;10;5;9;6;11;2
9;3;8;7;12;4;10;5;1;6;11;2;6;42296
6;42296;9;3;8;7;12;4;10;5;1;6;11;2
9;3;8;7;2;4;10;5;1;6;11;12;6;40692
6;40692;9;3;8;7;2;4;10;5;1;6;11;12
9;3;8;1;2;4;10;5;7;6;11;12;6;43336
6;43336;9;3;8;1;2;4;10;5;7;6;11;12
9;3;8;1;2;4;10;12;7;6;11;5;6;41428
6;41428;9;3;8;1;2;4;10;12;7;6;11;5
9;3;8;1;2;4;10;12;7;5;11;6;6;49492
6;49492;9;3;8;1;2;4;10;12;7;5;11;6
9;3;8;1;2;4;10;12;7;6;11;5;6;41428
6;41428;9;3;8;1;2;4;10;12;7;6;11;5
9;1;8;3;2;4;10;12;7;6;11;5;6;43648
7;43648;9;1;8;3;2;4;10;12;7;6;11;5
9;1;12;3;2;4;10;8;7;6;11;5;7;51308
7;51308;9;1;12;3;2;4;10;8;7;6;11;5
9;1;12;3;2;4;5;8;7;6;11;10;7;50048
7;50048;9;1;12;3;2;4;5;8;7;6;11;10
9;1;12;6;2;4;5;8;7;3;11;10;7;51252
7;51252;9;1;12;6;2;4;5;8;7;3;11;10
9;1;2;6;12;4;5;8;7;3;11;10;7;51784
7;51784;9;1;2;6;12;4;5;8;7;3;11;10
9;1;2;6;12;4;5;8;7;11;3;10;7;42774
7;42774;9;1;2;6;12;4;5;8;7;11;3;10
9;1;2;6;5;4;12;8;7;11;3;10;7;43664
7;43664;9;1;2;6;5;4;12;8;7;11;3;10
9;1;2;6;5;4;12;3;7;11;8;10;7;52442
7;52442;9;1;2;6;5;4;12;3;7;11;8;10
9;1;2;12;5;4;6;3;7;11;8;10;7;53356
7;53356;9;1;2;12;5;4;6;3;7;11;8;10
9;1;2;3;5;4;6;12;7;11;8;10;7;46916
7;46916;9;1;2;3;5;4;6;12;7;11;8;10
9;1;2;3;11;4;6;12;7;5;8;10;7;50874
7;50874;9;1;2;3;11;4;6;12;7;5;8;10
2;1;9;3;11;4;6;12;7;5;8;10;7;45622
7;45622;2;1;9;3;11;4;6;12;7;5;8;10
2;6;9;3;11;4;1;12;7;5;8;10;7;49250
7;49250;2;6;9;3;11;4;1;12;7;5;8;10
2;6;9;3;11;1;4;12;7;5;8;10;7;57552
7;49250;2;6;9;3;11;4;1;12;7;5;8;10
2;6;9;3;1;4;11;12;7;5;8;10;7;43472
7;43472;2;6;9;3;1;4;11;12;7;5;8;10
2;6;11;3;1;4;9;12;7;5;8;10;7;43872
7;43872;2;6;11;3;1;4;9;12;7;5;8;10
2;6;11;8;1;4;9;12;7;5;3;10;7;42652
7;42652;2;6;11;8;1;4;9;12;7;5;3;10
2;6;11;8;1;4;9;12;5;7;3;10;7;32104
7;32104;2;6;11;8;1;4;9;12;5;7;3;10
1;6;11;8;2;4;9;12;5;7;3;10;7;31940
7;31940;1;6;11;8;2;4;9;12;5;7;3;10
1;6;3;8;2;4;9;12;5;7;11;10;7;34810
7;31940;1;6;11;8;2;4;9;12;5;7;3;10
1;6;11;8;2;4;9;12;5;3;7;10;7;40342
8;31940;1;6;11;8;2;4;9;12;5;7;3;10
1;2;11;8;6;4;9;12;5;7;3;10;8;32604
8;32604;1;2;11;8;6;4;9;12;5;7;3;10
1;2;11;8;10;4;9;12;5;7;3;6;8;34164
8;34164;1;2;11;8;10;4;9;12;5;7;3;6
1;2;11;8;10;6;9;12;5;7;3;4;8;34454
8;34454;1;2;11;8;10;6;9;12;5;7;3;4
1;6;11;8;10;2;9;12;5;7;3;4;8;40986
8;40986;1;6;11;8;10;2;9;12;5;7;3;4
1;6;11;2;10;8;9;12;5;7;3;4;8;40428
8;40428;1;6;11;2;10;8;9;12;5;7;3;4
1;4;11;2;10;8;9;12;5;7;3;6;8;33208
8;33208;1;4;11;2;10;8;9;12;5;7;3;6
1;4;11;2;10;5;9;12;8;7;3;6;8;45784
8;45784;1;4;11;2;10;5;9;12;8;7;3;6
1;4;11;2;12;5;9;10;8;7;3;6;8;49164
8;49164;1;4;11;2;12;5;9;10;8;7;3;6
1;4;11;2;6;5;9;10;8;7;3;12;8;42820
8;42820;1;4;11;2;6;5;9;10;8;7;3;12
1;10;11;2;6;5;9;4;8;7;3;12;8;34304
8;34304;1;10;11;2;6;5;9;4;8;7;3;12
1;10;11;2;6;5;9;4;3;7;8;12;8;34266
8;34266;1;10;11;2;6;5;9;4;3;7;8;12
1;11;10;2;6;5;9;4;3;7;8;12;8;37630
8;37630;1;11;10;2;6;5;9;4;3;7;8;12
4;11;10;2;6;5;9;1;3;7;8;12;8;28908
8;28908;4;11;10;2;6;5;9;1;3;7;8;12
4;3;10;2;6;5;9;1;11;7;8;12;8;18360
8;18360;4;3;10;2;6;5;9;1;11;7;8;12
4;3;10;8;6;5;9;1;11;7;2;12;8;22302
8;18360;4;3;10;2;6;5;9;1;11;7;8;12
4;3;12;2;6;5;9;1;11;7;8;10;8;18060
8;18060;4;3;12;2;6;5;9;1;11;7;8;10
9;3;12;2;6;5;4;1;11;7;8;10;8;30600
8;30600;9;3;12;2;6;5;4;1;11;7;8;10
9;5;12;2;6;3;4;1;11;7;8;10;8;31958
8;31958;9;5;12;2;6;3;4;1;11;7;8;10
9;5;12;2;6;3;4;1;8;7;11;10;8;31982
8;31982;9;5;12;2;6;3;4;1;8;7;11;10
9;5;4;2;6;3;12;1;8;7;11;10;8;29854
9;29854;9;5;4;2;6;3;12;1;8;7;11;10
9;5;12;2;6;3;4;1;8;7;11;10;9;31982
9;31982;9;5;12;2;6;3;4;1;8;7;11;10
9;5;12;10;6;3;4;1;8;7;11;2;9;34722
9;34722;9;5;12;10;6;3;4;1;8;7;11;2
3;5;12;10;6;9;4;1;8;7;11;2;9;39950
9;39950;3;5;12;10;6;9;4;1;8;7;11;2
3;5;12;10;11;9;4;1;8;7;6;2;9;38572
9;38572;3;5;12;10;11;9;4;1;8;7;6;2
3;2;12;10;11;9;4;1;8;7;6;5;9;40846
9;40846;3;2;12;10;11;9;4;1;8;7;6;5
3;2;5;10;11;9;4;1;8;7;6;12;9;41418
9;41418;3;2;5;10;11;9;4;1;8;7;6;12
3;11;5;10;2;9;4;1;8;7;6;12;9;40336
9;40336;3;11;5;10;2;9;4;1;8;7;6;12
3;11;5;10;2;6;4;1;8;7;9;12;9;32856
9;32856;3;11;5;10;2;6;4;1;8;7;9;12
3;10;5;11;2;6;4;1;8;7;9;12;9;43298
9;32856;3;11;5;10;2;6;4;1;8;7;9;12
3;11;2;10;5;6;4;1;8;7;9;12;9;24946
9;24946;3;11;2;10;5;6;4;1;8;7;9;12
6;11;2;10;5;3;4;1;8;7;9;12;9;28774
9;28774;6;11;2;10;5;3;4;1;8;7;9;12
6;12;2;10;5;3;4;1;8;7;9;11;9;37884
9;28774;6;11;2;10;5;3;4;1;8;7;9;12
6;11;2;10;9;3;4;1;8;7;5;12;9;25668
9;25668;6;11;2;10;9;3;4;1;8;7;5;12
6;11;2;10;3;9;4;1;8;7;5;12;9;28058
9;28058;6;11;2;10;3;9;4;1;8;7;5;12
6;11;2;8;3;9;4;1;10;7;5;12;9;27390
9;27390;6;11;2;8;3;9;4;1;10;7;5;12
6;11;2;8;5;9;4;1;10;7;3;12;9;27162
9;27162;6;11;2;8;5;9;4;1;10;7;3;12
6;11;2;8;10;9;4;1;5;7;3;12;9;23368
9;23368;6;11;2;8;10;9;4;1;5;7;3;12
6;11;2;8;5;9;4;1;10;7;3;12;9;27162
9;23368;6;11;2;8;10;9;4;1;5;7;3;12
6;5;2;8;10;9;4;1;11;7;3;12;9;43878
9;43878;6;5;2;8;10;9;4;1;11;7;3;12
6;1;2;8;10;9;4;5;11;7;3;12;9;46806
10;46806;6;1;2;8;10;9;4;5;11;7;3;12
6;1;5;8;10;9;4;2;11;7;3;12;10;54742
10;54742;6;1;5;8;10;9;4;2;11;7;3;12
6;1;5;8;10;7;4;2;11;9;3;12;10;43120
10;43120;6;1;5;8;10;7;4;2;11;9;3;12
2;1;5;8;10;7;4;6;11;9;3;12;10;37102
10;37102;2;1;5;8;10;7;4;6;11;9;3;12
10;1;5;8;2;7;4;6;11;9;3;12;10;29166
10;29166;10;1;5;8;2;7;4;6;11;9;3;12
10;1;5;8;2;4;7;6;11;9;3;12;10;27606
10;27606;10;1;5;8;2;4;7;6;11;9;3;12
10;1;5;8;2;4;3;6;11;9;7;12;10;27982
10;27982;10;1;5;8;2;4;3;6;11;9;7;12
2;1;5;8;10;4;3;6;11;9;7;12;10;35918
10;27982;10;1;5;8;2;4;3;6;11;9;7;12
10;1;5;11;2;4;3;6;8;9;7;12;10;32160
10;32160;10;1;5;11;2;4;3;6;8;9;7;12
10;1;5;11;2;4;3;6;12;9;7;8;10;30396
10;30396;10;1;5;11;2;4;3;6;12;9;7;8
1;10;5;11;2;4;3;6;12;9;7;8;10;33336
10;33336;1;10;5;11;2;4;3;6;12;9;7;8
1;10;5;9;2;4;3;6;12;11;7;8;10;25412
10;25412;1;10;5;9;2;4;3;6;12;11;7;8
1;10;9;5;2;4;3;6;12;11;7;8;10;27128
10;27128;1;10;9;5;2;4;3;6;12;11;7;8
1;10;12;5;2;4;3;6;9;11;7;8;10;26796
10;26796;1;10;12;5;2;4;3;6;9;11;7;8
1;11;12;5;2;4;3;6;9;10;7;8;10;45682
10;26796;1;10;12;5;2;4;3;6;9;11;7;8
1;10;12;9;2;4;3;6;5;11;7;8;10;26088
10;26088;1;10;12;9;2;4;3;6;5;11;7;8
1;10;2;9;12;4;3;6;5;11;7;8;10;31270
10;31270;1;10;2;9;12;4;3;6;5;11;7;8
1;3;2;9;12;4;10;6;5;11;7;8;10;31670
10;31670;1;3;2;9;12;4;10;6;5;11;7;8
8;3;2;9;12;4;10;6;5;11;7;1;10;34064
10;34064;8;3;2;9;12;4;10;6;5;11;7;1
8;3;2;1;12;4;10;6;5;11;7;9;10;33086
10;33086;8;3;2;1;12;4;10;6;5;11;7;9
8;3;2;6;12;4;10;1;5;11;7;9;10;42180
11;42180;8;3;2;6;12;4;10;1;5;11;7;9
8;3;2;5;12;4;10;1;6;11;7;9;11;46100
11;46100;8;3;2;5;12;4;10;1;6;11;7;9
8;3;2;4;12;5;10;1;6;11;7;9;11;44774
11;44774;8;3;2;4;12;5;10;1;6;11;7;9
5;3;2;4;12;8;10;1;6;11;7;9;11;46866
11;46866;5;3;2;4;12;8;10;1;6;11;7;9
11;3;2;4;12;8;10;1;6;5;7;9;11;53662
11;53662;11;3;2;4;12;8;10;1;6;5;7;9
11;3;2;4;12;8;1;10;6;5;7;9;11;45246
11;45246;11;3;2;4;12;8;1;10;6;5;7;9
11;3;2;4;12;8;1;10;7;5;6;9;11;45302
11;45302;11;3;2;4;12;8;1;10;7;5;6;9
11;3;2;4;8;12;1;10;7;5;6;9;11;44424
11;44424;11;3;2;4;8;12;1;10;7;5;6;9
11;3;2;8;4;12;1;10;7;5;6;9;11;46544
11;46544;11;3;2;8;4;12;1;10;7;5;6;9
11;3;2;8;5;12;1;10;7;4;6;9;11;44384
11;44384;11;3;2;8;5;12;1;10;7;4;6;9
11;10;2;8;5;12;1;3;7;4;6;9;11;47056
11;47056;11;10;2;8;5;12;1;3;7;4;6;9
11;10;2;8;5;12;7;3;1;4;6;9;11;45468
11;45468;11;10;2;8;5;12;7;3;1;4;6;9
11;10;2;8;5;12;7;3;1;6;4;9;11;57466
11;57466;11;10;2;8;5;12;7;3;1;6;4;9
1;10;2;8;5;12;7;3;11;6;4;9;11;54866
11;54866;1;10;2;8;5;12;7;3;11;6;4;9
1;10;2;8;5;12;4;3;11;6;7;9;11;54430
11;54430;1;10;2;8;5;12;4;3;11;6;7;9
1;10;2;8;5;12;9;3;11;6;7;4;11;52506
11;52506;1;10;2;8;5;12;9;3;11;6;7;4
1;10;2;8;7;12;9;3;11;6;5;4;11;45248
11;45248;1;10;2;8;7;12;9;3;11;6;5;4
1;9;2;8;7;12;10;3;11;6;5;4;11;47548
11;47548;1;9;2;8;7;12;10;3;11;6;5;4
