"X1";"X56616";"X3";"X6";"X2";"X4";"X1.1";"X9";"X5";"X12";"X7";"X8";"X11";"X10"
1;56616;3;6;2;4;1;9;5;12;7;8;11;10
3;4;2;6;1;9;5;12;7;8;11;10;1;46256
1;46256;3;4;2;6;1;9;5;12;7;8;11;10
3;4;2;6;9;1;5;12;7;8;11;10;1;45558
1;45558;3;4;2;6;9;1;5;12;7;8;11;10
3;4;2;6;9;1;5;12;7;11;8;10;1;39512
1;39512;3;4;2;6;9;1;5;12;7;11;8;10
3;4;2;11;9;1;5;12;7;6;8;10;1;39422
1;39422;3;4;2;11;9;1;5;12;7;6;8;10
3;4;2;12;9;1;5;11;7;6;8;10;1;34684
1;34684;3;4;2;12;9;1;5;11;7;6;8;10
3;4;12;2;9;1;5;11;7;6;8;10;1;32264
1;32264;3;4;12;2;9;1;5;11;7;6;8;10
3;4;12;2;7;1;5;11;9;6;8;10;1;29196
1;29196;3;4;12;2;7;1;5;11;9;6;8;10
3;1;12;2;7;4;5;11;9;6;8;10;1;35052
1;29196;3;4;12;2;7;1;5;11;9;6;8;10
3;4;12;2;1;7;5;11;9;6;8;10;1;32284
1;32284;3;4;12;2;1;7;5;11;9;6;8;10
3;4;12;2;1;7;6;11;9;5;8;10;1;28248
1;28248;3;4;12;2;1;7;6;11;9;5;8;10
3;4;12;2;1;7;10;11;9;5;8;6;1;34504
1;34504;3;4;12;2;1;7;10;11;9;5;8;6
3;12;4;2;1;7;10;11;9;5;8;6;1;39264
1;39264;3;12;4;2;1;7;10;11;9;5;8;6
3;12;4;2;7;1;10;11;9;5;8;6;1;49904
1;49904;3;12;4;2;7;1;10;11;9;5;8;6
3;12;4;2;7;1;8;11;9;5;10;6;1;50648
1;50648;3;12;4;2;7;1;8;11;9;5;10;6
10;12;4;2;7;1;8;11;9;5;3;6;1;50242
1;50242;10;12;4;2;7;1;8;11;9;5;3;6
10;12;4;2;7;1;8;11;9;3;5;6;1;62498
1;50242;10;12;4;2;7;1;8;11;9;5;3;6
10;12;4;9;7;1;8;11;2;5;3;6;1;51308
1;51308;10;12;4;9;7;1;8;11;2;5;3;6
10;12;4;9;7;1;8;6;2;5;3;11;1;56478
1;56478;10;12;4;9;7;1;8;6;2;5;3;11
10;12;3;9;7;1;8;6;2;5;4;11;1;58606
1;58606;10;12;3;9;7;1;8;6;2;5;4;11
10;12;4;9;7;1;8;6;2;5;3;11;1;56478
2;56478;10;12;4;9;7;1;8;6;2;5;3;11
10;2;4;9;7;1;8;6;12;5;3;11;2;38072
2;38072;10;2;4;9;7;1;8;6;12;5;3;11
10;2;4;3;7;1;8;6;12;5;9;11;2;36194
2;36194;10;2;4;3;7;1;8;6;12;5;9;11
10;2;4;3;7;5;8;6;12;1;9;11;2;50230
2;50230;10;2;4;3;7;5;8;6;12;1;9;11
10;2;4;12;7;5;8;6;3;1;9;11;2;53336
2;53336;10;2;4;12;7;5;8;6;3;1;9;11
10;2;4;12;7;5;1;6;3;8;9;11;2;47050
2;47050;10;2;4;12;7;5;1;6;3;8;9;11
10;2;5;12;7;4;1;6;3;8;9;11;2;40132
2;40132;10;2;5;12;7;4;1;6;3;8;9;11
9;2;5;12;7;4;1;6;3;8;10;11;2;38874
2;38874;9;2;5;12;7;4;1;6;3;8;10;11
9;2;1;12;7;4;5;6;3;8;10;11;2;39190
2;39190;9;2;1;12;7;4;5;6;3;8;10;11
9;2;1;6;7;4;5;12;3;8;10;11;2;44956
2;44956;9;2;1;6;7;4;5;12;3;8;10;11
9;5;1;6;7;4;2;12;3;8;10;11;2;61348
2;61348;9;5;1;6;7;4;2;12;3;8;10;11
9;5;1;6;7;11;2;12;3;8;10;4;2;47776
2;47776;9;5;1;6;7;11;2;12;3;8;10;4
9;5;1;6;2;11;7;12;3;8;10;4;2;46372
2;46372;9;5;1;6;2;11;7;12;3;8;10;4
9;5;7;6;2;11;1;12;3;8;10;4;2;43636
2;43636;9;5;7;6;2;11;1;12;3;8;10;4
9;5;7;6;2;11;1;8;3;12;10;4;2;48438
2;48438;9;5;7;6;2;11;1;8;3;12;10;4
9;5;7;6;2;1;11;8;3;12;10;4;2;60386
2;60386;9;5;7;6;2;1;11;8;3;12;10;4
9;5;10;6;2;1;11;8;3;12;7;4;2;59248
2;59248;9;5;10;6;2;1;11;8;3;12;7;4
9;5;10;6;2;1;11;7;3;12;8;4;2;51424
2;51424;9;5;10;6;2;1;11;7;3;12;8;4
9;5;10;6;2;1;7;11;3;12;8;4;2;46596
2;46596;9;5;10;6;2;1;7;11;3;12;8;4
9;5;10;4;2;1;7;11;3;12;8;6;2;42776
2;42776;9;5;10;4;2;1;7;11;3;12;8;6
9;5;10;4;1;2;7;11;3;12;8;6;2;52054
3;52054;9;5;10;4;1;2;7;11;3;12;8;6
9;5;10;11;1;2;7;4;3;12;8;6;3;64306
3;64306;9;5;10;11;1;2;7;4;3;12;8;6
9;5;10;11;1;4;7;2;3;12;8;6;3;55194
3;55194;9;5;10;11;1;4;7;2;3;12;8;6
