"X28L";"X16L";"X20L";"X12L";"X10L";"X29L";"X5L";"X15L";"X19L";"X13L";"X21L";"X17L";"X25L";"X7L";"X3L";"X9L";"X23L";"X31L";"X8L";"X24L";"X26L";"X30L";"X11L";"X14L";"X27L";"X18L";"X22L";"X32L";"X2L";"X6L";"X4L";"X1L"
28;16;20;12;10;29;5;15;19;13;21;17;25;7;3;9;23;31;8;24;26;30;11;14;27;18;22;32;2;6;4;1
28;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;24;26;30;11;14;27;18;22;32;2;6;4;1
28;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;24;26;30;11;14;27;18;22;32;2;6;4;1
28;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;30;11;14;27;18;22;32;24;6;4;1
28;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;30;11;14;27;18;22;32;24;6;4;1
6;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;30;11;14;27;18;22;32;24;28;4;1
6;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;30;11;14;27;18;22;32;24;28;4;1
6;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;1;11;14;27;18;22;32;24;28;4;30
6;13;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;1;11;14;27;18;22;32;24;28;4;30
6;30;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;1;11;14;27;18;22;32;24;28;4;13
6;30;20;12;10;29;5;15;19;16;21;17;25;7;3;9;23;31;8;2;26;1;11;14;27;18;22;32;24;28;4;13
6;30;20;12;10;29;5;15;19;26;21;17;25;7;3;9;23;31;8;2;16;1;11;14;27;18;22;32;24;28;4;13
6;30;20;12;10;29;5;15;19;26;21;17;25;7;3;9;23;31;8;2;16;1;11;14;27;18;22;32;24;28;4;13
6;30;14;12;10;29;5;15;19;26;21;17;25;7;3;9;23;31;8;2;16;1;11;20;27;18;22;32;24;28;4;13
6;30;14;12;10;29;5;15;19;26;21;17;25;7;3;9;23;31;8;2;16;1;11;20;27;18;22;32;24;28;4;13
7;30;14;12;10;29;5;15;19;26;21;17;25;6;3;9;23;31;8;2;16;1;11;20;27;18;22;32;24;28;4;13
7;30;14;12;10;29;5;15;19;26;21;17;25;6;3;9;23;31;8;2;16;1;11;20;27;18;22;32;24;28;4;13
7;30;14;12;10;29;5;15;19;26;21;17;25;6;3;9;23;31;1;2;16;8;11;20;27;18;22;32;24;28;4;13
7;30;14;12;10;29;5;15;19;26;21;17;25;6;3;9;23;31;1;2;16;8;11;20;27;18;22;32;24;28;4;13
7;30;14;12;10;29;5;15;19;26;21;17;25;6;3;9;23;31;1;2;16;8;13;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;19;26;21;17;25;6;3;9;23;31;1;2;16;8;13;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;19;26;21;13;25;6;3;9;23;31;1;2;16;8;17;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;19;26;21;13;25;6;3;9;23;31;1;2;16;8;17;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;13;26;21;19;25;6;3;9;23;31;1;2;16;8;17;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;13;26;21;19;25;6;3;9;23;31;1;2;16;8;17;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;13;26;3;19;25;6;21;9;23;31;1;2;16;8;17;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;13;26;3;19;25;6;21;9;23;31;1;2;16;8;17;20;27;18;22;32;24;28;4;11
7;30;14;12;10;29;5;15;13;26;32;19;25;6;21;9;23;31;1;2;16;8;17;20;27;18;22;3;24;28;4;11
7;30;14;12;10;29;5;15;13;26;32;19;25;6;21;9;23;31;1;2;16;8;17;20;27;18;22;3;24;28;4;11
7;30;14;12;10;16;5;15;13;26;32;19;25;6;21;9;23;31;1;2;29;8;17;20;27;18;22;3;24;28;4;11
7;30;14;12;10;16;5;15;13;26;32;19;25;6;21;9;23;31;1;2;29;8;17;20;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;13;26;32;19;25;6;21;9;12;31;1;2;29;8;17;20;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;13;26;32;19;25;6;21;9;12;31;1;2;29;8;17;20;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;20;26;32;19;25;6;21;9;12;31;1;2;29;8;17;13;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;20;26;32;19;25;6;21;9;12;31;1;2;29;8;17;13;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;20;26;32;19;25;6;17;9;12;31;1;2;29;8;21;13;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;20;26;32;19;25;6;17;9;12;31;1;2;29;8;21;13;27;18;22;3;24;28;4;11
7;30;14;23;10;16;5;15;20;26;32;19;25;6;17;9;12;31;1;2;29;8;21;13;27;4;22;3;24;28;18;11
7;30;14;23;10;16;5;15;20;26;32;19;25;6;17;9;12;31;1;2;29;8;21;13;27;4;22;3;24;28;18;11
7;30;14;23;10;16;5;15;20;26;32;19;28;6;17;9;12;31;1;2;29;8;21;13;27;4;22;3;24;25;18;11
7;30;14;23;10;16;5;15;20;26;32;19;28;6;17;9;12;31;1;2;29;8;21;13;27;4;22;3;24;25;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;17;9;12;31;1;2;10;8;21;13;27;4;22;3;24;25;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;17;9;12;31;1;2;10;8;21;13;27;4;22;3;24;25;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;9;12;31;1;2;10;8;21;13;27;4;22;3;24;17;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;9;12;31;1;2;10;8;21;13;27;4;22;3;24;17;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;9;12;31;1;2;27;8;21;13;10;4;22;3;24;17;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;9;12;31;1;2;27;8;21;13;10;4;22;3;24;17;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;9;12;31;1;2;27;8;21;13;10;4;17;3;24;22;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;9;12;31;1;2;27;8;21;13;10;4;17;3;24;22;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;12;9;31;1;2;27;8;21;13;10;4;17;3;24;22;18;11
7;30;14;23;29;16;5;15;20;26;32;19;28;6;25;12;9;31;1;2;27;8;21;13;10;4;17;3;24;22;18;11
7;30;14;23;29;8;5;15;20;26;32;19;28;6;25;12;9;31;1;2;27;16;21;13;10;4;17;3;24;22;18;11
7;30;14;23;29;8;5;15;20;26;32;19;28;6;25;12;9;31;1;2;27;16;21;13;10;4;17;3;24;22;18;11
7;30;9;23;29;8;5;15;20;26;32;19;28;6;25;12;14;31;1;2;27;16;21;13;10;4;17;3;24;22;18;11
7;30;9;23;29;8;5;15;20;26;32;19;28;6;25;12;14;31;1;2;27;16;21;13;10;4;17;3;24;22;18;11
7;30;9;23;29;8;5;15;20;26;32;19;28;6;25;12;14;31;1;2;27;16;21;13;10;4;17;3;24;18;22;11
7;30;9;23;29;8;5;15;20;26;32;19;28;6;25;12;14;31;1;2;27;16;21;13;10;4;17;3;24;18;22;11
7;30;9;23;29;8;5;15;20;13;32;19;28;6;25;12;14;31;1;2;27;16;21;26;10;4;17;3;24;18;22;11
7;30;9;23;29;8;5;15;20;13;32;19;28;6;25;12;14;31;1;2;27;16;21;26;10;4;17;3;24;18;22;11
7;30;9;23;29;8;5;15;28;13;32;19;20;6;25;12;14;31;1;2;27;16;21;26;10;4;17;3;24;18;22;11
7;30;9;23;29;8;5;15;28;13;32;19;20;6;25;12;14;31;1;2;27;16;21;26;10;4;17;3;24;18;22;11
7;30;13;23;29;8;5;15;28;9;32;19;20;6;25;12;14;31;1;2;27;16;21;26;10;4;17;3;24;18;22;11
7;30;13;23;29;8;5;15;28;9;32;19;20;6;25;12;14;31;1;2;27;16;21;26;10;4;17;3;24;18;22;11
7;30;13;23;29;8;5;15;28;9;32;19;20;17;25;12;14;31;1;2;27;16;21;26;10;4;6;3;24;18;22;11
7;30;13;23;29;8;5;15;28;9;32;19;20;17;25;12;14;31;1;2;27;16;21;26;10;4;6;3;24;18;22;11
7;30;13;23;29;8;5;15;14;9;32;19;20;17;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;11
7;30;13;23;29;8;5;15;14;9;32;19;20;17;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;11
7;30;11;23;29;8;5;15;14;9;32;19;20;17;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;8;5;15;14;9;32;19;20;17;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;5;15;14;9;32;19;20;8;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;5;15;14;9;32;19;20;8;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;9;32;19;5;8;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;9;32;19;5;8;25;12;28;31;1;2;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;32;19;5;8;25;12;28;31;1;9;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;32;19;5;8;25;12;28;31;1;9;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;32;8;5;19;25;12;28;31;1;9;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;32;8;5;19;25;12;28;31;1;9;27;16;21;26;10;4;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;32;8;4;19;25;12;28;31;1;9;27;16;21;26;10;5;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;32;8;4;19;25;12;28;31;1;9;27;16;21;26;10;5;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;26;10;5;6;3;24;18;22;13
7;30;11;23;29;17;20;15;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;26;10;5;6;3;24;18;22;13
7;30;11;23;29;17;20;26;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;15;10;5;6;3;24;18;22;13
7;30;11;23;29;17;20;26;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;15;10;5;6;3;24;18;22;13
7;30;11;23;29;22;20;26;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;15;10;5;6;3;24;18;17;13
7;30;11;23;29;22;20;26;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;15;10;5;6;3;24;18;17;13
7;30;11;23;29;22;20;26;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;15;10;5;6;3;24;18;13;17
7;30;11;23;29;22;20;26;14;2;1;8;4;19;25;12;28;31;32;9;27;16;21;15;10;5;6;3;24;18;13;17
7;30;11;32;29;22;20;26;14;2;1;8;4;19;25;12;28;31;23;9;27;16;21;15;10;5;6;3;24;18;13;17
7;30;11;32;29;22;20;26;14;2;1;8;4;19;25;12;28;31;23;9;27;16;21;15;10;5;6;3;24;18;13;17
7;30;11;32;19;22;20;26;14;2;1;8;4;29;25;12;28;31;23;9;27;16;21;15;10;5;6;3;24;18;13;17
7;30;11;32;19;22;20;26;14;2;1;8;4;29;25;12;28;31;23;9;27;16;21;15;10;5;6;3;24;18;13;17
7;30;11;32;19;22;20;26;14;2;1;8;4;13;25;12;28;31;23;9;27;16;21;15;10;5;6;3;24;18;29;17
