"X19";"X23";"X26";"X17";"X12";"X20";"X7";"X3";"X5";"X32";"X10";"X30";"X29";"X24";"X22";"X16";"X14";"X6";"X31";"X25";"X4";"X2";"X28";"X8";"X11";"X18";"X13";"X9";"X15";"X21";"X27";"X1";"generation"
19;23;26;17;12;20;7;3;5;32;10;30;29;24;22;16;14;6;31;25;4;2;28;8;11;18;13;9;15;21;27;1;1
1;21;26;8;12;20;11;3;5;32;10;30;29;24;22;16;14;23;31;25;19;2;28;13;7;6;17;9;15;4;27;18;1
24;10;27;28;11;30;8;31;25;20;21;26;22;12;14;29;1;3;2;16;23;19;5;13;7;6;17;9;15;4;32;18;1
28;32;24;10;26;25;22;1;30;11;14;20;21;2;23;12;8;3;13;16;6;19;5;31;7;29;17;9;15;4;27;18;1
26;29;13;28;22;23;15;6;21;19;25;3;18;30;8;27;10;11;7;17;4;9;24;14;1;32;2;20;31;5;12;16;1
20;29;13;28;22;23;15;6;21;19;25;3;18;30;8;27;10;11;7;17;31;9;24;4;5;32;14;26;2;1;12;16;1
24;14;27;28;11;30;23;31;25;20;15;9;22;12;17;29;4;3;13;16;6;26;5;21;18;7;10;19;2;1;32;8;1
23;16;15;20;31;12;24;9;29;6;13;17;25;30;11;5;3;14;4;22;28;26;27;21;8;7;10;19;2;1;32;18;1
24;10;27;28;11;30;7;31;25;20;21;9;22;12;17;29;4;3;13;16;6;19;5;15;8;23;14;26;2;1;32;18;1
24;10;27;22;11;30;7;31;25;20;21;9;28;12;17;29;4;3;13;16;6;19;5;15;8;23;14;26;2;1;32;18;1
7;12;26;17;9;25;22;3;30;11;14;20;21;29;18;19;32;1;27;4;28;10;23;31;8;2;13;5;16;6;15;24;1
28;32;19;10;26;25;22;3;30;18;14;20;21;2;23;12;8;1;5;31;29;24;4;13;7;27;17;9;16;15;6;11;1
28;32;19;10;26;25;22;3;30;11;14;20;21;2;23;12;8;1;5;31;29;24;16;13;7;4;17;9;15;6;27;18;1
28;5;19;10;26;25;22;3;30;11;14;20;21;2;23;12;8;1;32;31;29;24;16;13;7;6;17;9;15;4;27;18;1
19;10;27;28;9;25;22;3;30;11;14;20;21;2;23;12;8;1;5;31;29;24;16;13;4;17;7;26;6;15;32;18;1
28;32;19;10;26;25;21;1;30;11;14;20;22;12;17;29;4;3;13;16;24;2;31;5;7;6;23;9;15;8;27;18;1
23;16;31;20;2;12;24;14;29;6;13;17;25;30;11;5;3;1;9;22;28;26;32;21;18;7;10;19;15;4;27;8;1
29;32;19;10;26;21;31;8;14;23;13;17;25;30;11;5;3;1;4;22;28;24;16;2;7;6;20;9;15;12;27;18;1
21;12;23;6;11;26;22;3;8;24;4;32;7;29;18;19;20;1;27;14;28;10;30;31;25;2;13;5;16;15;9;17;1
22;3;26;17;9;8;21;12;23;24;4;32;7;29;18;19;20;1;27;14;28;10;5;15;25;2;13;30;16;31;6;11;1
26;29;13;28;22;23;19;8;21;15;31;24;2;7;11;25;20;6;30;9;16;17;12;14;1;32;4;10;27;5;3;18;1
13;22;18;3;28;10;5;23;21;15;31;12;16;30;11;25;27;6;7;17;2;9;24;14;1;32;4;20;8;19;29;26;1
22;3;26;31;5;8;21;12;23;24;30;32;25;29;18;19;20;1;2;14;28;10;16;13;7;6;17;9;15;4;27;11;1
29;32;19;24;4;7;22;3;16;11;14;20;21;6;23;12;8;1;5;13;28;10;30;31;25;2;17;9;15;26;27;18;1
26;29;13;28;22;10;5;4;21;15;31;24;2;7;11;25;20;6;30;9;18;17;3;14;1;32;8;23;27;19;12;16;1
13;22;18;3;28;10;5;4;21;15;31;12;16;7;11;25;20;6;30;17;2;9;24;14;29;26;23;27;8;19;1;32;1
6;9;26;17;3;11;21;12;23;24;4;32;7;29;18;19;20;1;27;14;28;10;30;31;25;2;13;5;22;16;15;8;1
22;3;26;17;9;8;21;12;23;24;28;32;7;29;18;19;20;6;31;25;4;2;30;27;14;10;13;5;16;15;1;11;1
28;32;1;14;26;23;15;6;21;19;25;3;18;30;8;27;10;11;7;17;2;9;16;13;5;20;31;24;22;4;12;29;1
