"X25";"X23";"X11";"X3";"X15";"X7";"X19";"X9";"X2";"X12";"X14";"X5";"X18";"X10";"X1";"X6";"X17";"X21";"X4";"X22";"X26";"X24";"X16";"X13";"X20";"X8";"generation"
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
18;5;3;2;14;23;1;25;13;15;6;4;21;10;19;7;11;22;26;16;9;24;12;17;8;20;1
24;13;8;25;14;23;4;11;26;6;1;15;9;2;19;7;22;12;21;20;16;10;18;17;3;5;1
18;23;11;3;15;7;19;9;2;10;5;17;25;12;1;6;14;21;4;22;26;24;16;13;20;8;1
20;3;11;13;26;24;19;9;2;12;14;5;18;10;1;6;17;21;4;22;7;16;8;15;25;23;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
25;23;9;3;4;12;22;11;2;7;14;5;18;10;1;6;17;21;15;19;26;24;16;13;20;8;1
18;5;3;10;4;12;22;11;26;6;1;15;9;2;19;7;25;14;17;23;21;24;16;13;20;8;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
1;12;15;20;23;22;18;2;6;9;7;8;16;4;21;13;3;14;26;24;11;5;17;25;19;10;1
9;12;15;20;23;22;18;2;6;1;7;8;16;4;21;13;3;14;26;24;11;5;17;25;19;10;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
22;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;25;26;24;16;13;20;8;1
25;23;11;3;15;7;19;9;2;12;14;5;18;10;1;6;17;21;4;22;26;24;16;13;20;8;1
10;7;8;2;14;23;1;25;13;15;6;9;12;11;18;19;20;21;4;22;26;24;16;17;3;5;1
5;23;10;3;1;7;14;25;13;15;6;4;21;11;18;19;22;12;9;17;26;24;16;2;20;8;1
