"X1";"X46586";"X4";"X5";"X12";"X9";"X6";"X1.1";"X2";"X8";"X10";"X11";"X3";"X7"
1;46586;4;5;12;9;6;1;2;8;10;11;3;7
10;5;12;9;6;1;2;8;4;11;3;7;1;35298
1;35298;10;5;12;9;6;1;2;8;4;11;3;7
1;5;12;9;6;10;2;8;4;11;3;7;1;37932
1;37932;1;5;12;9;6;10;2;8;4;11;3;7
1;5;12;9;6;10;11;8;4;2;3;7;1;47168
1;37932;1;5;12;9;6;10;2;8;4;11;3;7
1;5;12;9;6;10;7;8;4;11;3;2;1;39686
1;39686;1;5;12;9;6;10;7;8;4;11;3;2
1;5;12;9;11;10;7;8;4;6;3;2;1;43576
1;43576;1;5;12;9;11;10;7;8;4;6;3;2
1;5;2;9;11;10;7;8;4;6;3;12;1;40192
1;40192;1;5;2;9;11;10;7;8;4;6;3;12
1;5;2;9;11;7;10;8;4;6;3;12;1;38980
1;38980;1;5;2;9;11;7;10;8;4;6;3;12
8;5;2;9;11;7;10;1;4;6;3;12;1;32064
1;32064;8;5;2;9;11;7;10;1;4;6;3;12
8;5;2;9;11;7;10;6;4;1;3;12;1;37282
1;37282;8;5;2;9;11;7;10;6;4;1;3;12
8;5;2;9;11;6;10;7;4;1;3;12;1;34606
1;34606;8;5;2;9;11;6;10;7;4;1;3;12
8;5;2;9;1;6;10;7;4;11;3;12;1;39566
1;39566;8;5;2;9;1;6;10;7;4;11;3;12
8;5;9;2;1;6;10;7;4;11;3;12;1;41650
1;41650;8;5;9;2;1;6;10;7;4;11;3;12
8;5;9;2;6;1;10;7;4;11;3;12;1;42604
1;42604;8;5;9;2;6;1;10;7;4;11;3;12
8;5;9;2;6;1;3;7;4;11;10;12;1;44430
1;44430;8;5;9;2;6;1;3;7;4;11;10;12
8;5;9;6;2;1;3;7;4;11;10;12;1;45350
1;45350;8;5;9;6;2;1;3;7;4;11;10;12
8;5;9;6;2;1;3;12;4;11;10;7;1;40802
1;40802;8;5;9;6;2;1;3;12;4;11;10;7
8;5;7;6;2;1;3;12;4;11;10;9;1;39880
1;39880;8;5;7;6;2;1;3;12;4;11;10;9
8;5;7;6;2;4;3;12;1;11;10;9;1;44066
1;44066;8;5;7;6;2;4;3;12;1;11;10;9
12;5;7;6;2;4;3;8;1;11;10;9;1;47924
1;44066;8;5;7;6;2;4;3;12;1;11;10;9
8;5;7;6;2;4;3;10;1;11;12;9;1;57742
2;57742;8;5;7;6;2;4;3;10;1;11;12;9
8;5;7;6;2;11;3;10;1;4;12;9;2;37922
2;37922;8;5;7;6;2;11;3;10;1;4;12;9
8;5;7;6;4;11;3;10;1;2;12;9;2;33738
2;33738;8;5;7;6;4;11;3;10;1;2;12;9
11;5;7;6;4;8;3;10;1;2;12;9;2;32956
2;32956;11;5;7;6;4;8;3;10;1;2;12;9
11;10;7;6;4;8;3;5;1;2;12;9;2;50304
2;50304;11;10;7;6;4;8;3;5;1;2;12;9
11;10;6;7;4;8;3;5;1;2;12;9;2;55676
2;55676;11;10;6;7;4;8;3;5;1;2;12;9
11;10;6;7;4;5;3;8;1;2;12;9;2;53838
2;53838;11;10;6;7;4;5;3;8;1;2;12;9
11;10;7;6;4;5;3;8;1;2;12;9;2;51250
2;51250;11;10;7;6;4;5;3;8;1;2;12;9
6;10;7;11;4;5;3;8;1;2;12;9;2;44354
2;44354;6;10;7;11;4;5;3;8;1;2;12;9
