"X16";"X12";"X10";"X25";"X4";"X17";"X26";"X23";"X22";"X15";"X21";"X24";"X9";"X2";"X14";"X1";"X7";"X19";"X18";"X13";"X8";"X6";"X11";"X20";"X5";"X3";"generation"
16;12;10;25;4;17;26;23;22;15;21;24;9;2;14;1;7;19;18;13;8;6;11;20;5;3;1
14;17;23;25;5;20;12;16;22;15;21;24;9;2;3;1;7;19;18;13;8;6;4;26;11;10;1
5;17;23;25;7;19;12;16;6;15;21;24;9;2;20;26;14;8;10;3;13;22;4;1;11;18;1
17;24;7;10;6;13;2;19;5;21;9;16;23;15;25;26;14;8;3;20;18;22;4;1;11;12;1
14;17;23;25;7;19;12;16;6;15;21;24;9;2;8;26;5;20;18;3;13;22;4;1;11;10;1
14;17;23;25;7;19;12;16;6;15;21;24;9;2;8;26;5;20;18;3;13;22;4;1;11;10;1
18;1;17;25;7;19;12;16;6;15;21;24;9;2;8;20;13;23;3;10;5;14;22;4;11;26;1
1;17;23;18;7;19;12;16;26;5;11;3;10;2;20;6;13;8;25;24;15;14;22;4;21;9;1
15;5;2;16;12;17;26;23;22;21;20;25;10;3;14;1;7;19;18;13;8;6;11;9;24;4;1
16;12;9;24;14;17;26;7;22;1;20;25;6;3;4;21;23;8;13;18;19;10;11;15;5;2;1
14;17;23;25;7;19;12;16;6;15;21;24;9;2;8;26;5;20;18;3;13;22;4;1;11;10;1
14;17;23;25;7;19;12;16;6;15;21;24;9;2;8;26;5;20;18;3;13;22;4;1;11;10;1
14;17;23;25;7;13;2;19;5;21;9;16;15;12;8;26;6;20;18;3;24;22;4;1;11;10;1
17;24;11;12;6;10;2;19;5;21;9;16;4;15;25;26;14;8;18;3;13;22;23;20;7;1;1
21;26;24;7;18;6;25;8;2;9;1;19;23;17;14;10;3;12;5;15;13;22;4;11;20;16;1
16;6;9;25;7;24;12;8;2;4;1;19;23;17;14;10;3;20;18;5;13;22;15;21;11;26;1
14;17;23;25;7;19;12;16;20;15;13;21;26;4;8;9;22;6;18;3;24;5;2;1;11;10;1
