"X1";"X40706";"X7";"X5";"X8";"X1.1";"X6";"X3";"X2";"X11";"X10";"X4";"X9";"X12"
1;40706;7;5;8;1;6;3;2;11;10;4;9;12
7;5;8;1;2;3;6;11;10;4;9;12;1;33834
1;33834;7;5;8;1;2;3;6;11;10;4;9;12
8;5;7;1;2;3;6;11;10;4;9;12;1;46876
1;33834;7;5;8;1;2;3;6;11;10;4;9;12
9;5;8;1;2;3;6;11;10;4;7;12;1;46410
1;46410;9;5;8;1;2;3;6;11;10;4;7;12
9;5;8;3;2;1;6;11;10;4;7;12;1;54486
1;54486;9;5;8;3;2;1;6;11;10;4;7;12
9;5;2;3;8;1;6;11;10;4;7;12;1;57284
1;54486;9;5;8;3;2;1;6;11;10;4;7;12
9;5;8;10;2;1;6;11;3;4;7;12;1;57056
1;57056;9;5;8;10;2;1;6;11;3;4;7;12
9;5;6;10;2;1;8;11;3;4;7;12;1;56456
1;56456;9;5;6;10;2;1;8;11;3;4;7;12
9;5;6;10;7;1;8;11;3;4;2;12;1;57326
1;57326;9;5;6;10;7;1;8;11;3;4;2;12
9;5;4;10;7;1;8;11;3;6;2;12;1;41872
1;41872;9;5;4;10;7;1;8;11;3;6;2;12
9;5;4;6;7;1;8;11;3;10;2;12;1;57964
1;41872;9;5;4;10;7;1;8;11;3;6;2;12
9;6;4;10;7;1;8;11;3;5;2;12;1;41388
1;41388;9;6;4;10;7;1;8;11;3;5;2;12
9;6;12;10;7;1;8;11;3;5;2;4;1;43046
1;43046;9;6;12;10;7;1;8;11;3;5;2;4
9;6;12;5;7;1;8;11;3;10;2;4;1;52748
1;52748;9;6;12;5;7;1;8;11;3;10;2;4
9;6;11;5;7;1;8;12;3;10;2;4;1;52560
1;52560;9;6;11;5;7;1;8;12;3;10;2;4
9;6;11;5;7;1;4;12;3;10;2;8;1;52652
1;52652;9;6;11;5;7;1;4;12;3;10;2;8
9;6;11;5;7;1;4;12;3;10;8;2;1;54614
1;54614;9;6;11;5;7;1;4;12;3;10;8;2
9;6;11;1;7;5;4;12;3;10;8;2;1;53256
1;53256;9;6;11;1;7;5;4;12;3;10;8;2
9;7;11;1;6;5;4;12;3;10;8;2;1;42590
1;42590;9;7;11;1;6;5;4;12;3;10;8;2
9;7;10;1;6;5;4;12;3;11;8;2;1;33760
1;33760;9;7;10;1;6;5;4;12;3;11;8;2
1;7;10;9;6;5;4;12;3;11;8;2;1;31064
2;31064;1;7;10;9;6;5;4;12;3;11;8;2
1;3;10;9;6;5;4;12;7;11;8;2;2;41020
2;41020;1;3;10;9;6;5;4;12;7;11;8;2
1;3;10;9;6;12;4;5;7;11;8;2;2;45676
2;45676;1;3;10;9;6;12;4;5;7;11;8;2
1;3;10;2;6;12;4;5;7;11;8;9;2;40738
2;40738;1;3;10;2;6;12;4;5;7;11;8;9
7;3;10;2;6;12;4;5;1;11;8;9;2;40400
2;40400;7;3;10;2;6;12;4;5;1;11;8;9
7;3;10;2;6;8;4;5;1;11;12;9;2;44344
2;44344;7;3;10;2;6;8;4;5;1;11;12;9
7;3;11;2;6;8;4;5;1;10;12;9;2;49894
2;49894;7;3;11;2;6;8;4;5;1;10;12;9
7;3;10;2;6;8;4;5;1;11;12;9;2;44344
2;44344;7;3;10;2;6;8;4;5;1;11;12;9
7;3;2;10;6;8;4;5;1;11;12;9;2;45542
2;45542;7;3;2;10;6;8;4;5;1;11;12;9
7;3;2;10;6;8;5;4;1;11;12;9;2;58738
2;58738;7;3;2;10;6;8;5;4;1;11;12;9
11;3;2;10;6;8;5;4;1;7;12;9;2;48936
2;48936;11;3;2;10;6;8;5;4;1;7;12;9
11;3;2;10;6;8;5;4;7;1;12;9;2;45086
2;45086;11;3;2;10;6;8;5;4;7;1;12;9
11;3;2;10;8;6;5;4;7;1;12;9;2;51858
2;51858;11;3;2;10;8;6;5;4;7;1;12;9
11;3;9;10;8;6;5;4;7;1;12;2;2;47212
2;47212;11;3;9;10;8;6;5;4;7;1;12;2
11;9;3;10;8;6;5;4;7;1;12;2;2;30484
2;30484;11;9;3;10;8;6;5;4;7;1;12;2
11;9;3;8;10;6;5;4;7;1;12;2;2;32684
