"X7";"X10";"X2";"X9";"X5";"X4";"X8";"X11";"X1";"X12";"X3";"X6";"generation"
7;10;2;9;5;4;8;11;1;12;3;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
2;11;12;3;7;6;1;5;8;10;9;4;1
6;4;1;11;10;12;3;5;2;8;9;7;1
7;10;9;2;5;4;8;11;1;12;3;6;1
7;10;9;2;5;4;8;11;1;12;3;6;1
5;11;8;3;7;6;2;10;1;12;9;4;1
7;11;9;1;5;4;8;10;2;12;3;6;1
7;11;12;2;5;4;8;10;1;9;3;6;1
7;11;9;2;5;4;8;10;3;1;12;6;1
10;2;12;6;7;3;9;5;11;8;1;4;1
5;11;4;3;7;6;1;10;9;8;12;2;1
11;1;4;12;7;3;6;10;2;8;9;5;1
5;11;4;12;7;6;1;10;2;8;9;3;1
1;2;4;5;8;3;9;12;11;7;6;10;1
2;1;12;3;7;4;9;5;11;8;6;10;1
7;10;9;2;5;4;8;11;1;12;3;6;1
7;10;9;2;5;4;8;11;1;12;3;6;1
7;10;9;2;5;4;8;3;1;12;11;6;1
7;10;9;4;5;2;8;11;1;12;3;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;11;12;3;7;6;1;10;2;8;9;4;1
6;4;1;11;2;12;3;5;8;10;9;7;1
4;11;12;3;7;6;10;1;2;5;9;8;1
5;10;8;3;7;12;2;11;1;6;9;4;1
7;10;3;2;5;4;8;11;1;12;9;6;1
12;3;8;2;1;4;9;5;11;7;6;10;1
7;10;9;2;5;4;8;11;1;12;3;6;1
5;11;3;12;7;6;1;10;2;8;9;4;1
5;11;12;3;7;4;8;10;2;1;9;6;1
5;11;8;1;7;12;3;10;2;6;9;4;1
6;4;1;11;10;12;3;5;2;8;9;7;1
10;7;9;2;5;4;8;11;3;12;6;1;1
2;1;4;12;8;3;9;5;11;7;10;6;1
2;11;4;7;8;10;9;5;1;12;3;6;1
12;10;9;2;5;4;8;1;11;7;6;3;1
2;1;4;12;8;3;6;5;11;7;9;10;1
2;1;4;12;8;3;9;5;11;7;6;10;1
7;11;9;1;5;4;12;10;2;8;3;6;1
7;1;9;2;5;4;8;11;10;12;3;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
7;10;9;2;5;4;8;11;3;1;12;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;11;12;3;7;6;1;10;2;8;9;4;1
1;2;12;3;8;9;5;4;11;7;6;10;1
5;11;12;3;7;6;1;10;2;8;9;4;1
7;10;9;2;5;4;11;8;1;6;12;3;1
4;6;5;7;9;10;11;8;1;12;3;2;1
6;10;9;11;1;4;8;2;5;12;7;3;1
8;6;9;11;5;10;4;2;1;12;3;7;1
2;1;4;10;8;6;9;5;11;12;3;7;1
7;1;4;12;5;9;8;11;10;2;3;6;1
7;11;9;1;5;4;12;10;2;8;3;6;1
7;10;9;2;5;4;8;11;3;1;12;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;11;12;3;7;6;4;10;2;8;9;1;1
9;4;12;8;2;1;3;5;11;7;6;10;1
2;1;4;6;11;7;3;5;8;10;9;12;1
6;4;1;11;2;12;3;5;8;10;9;7;1
6;4;1;11;2;12;3;5;10;8;9;7;1
6;4;1;11;2;12;3;5;10;8;9;7;1
6;4;12;3;7;5;1;10;2;8;9;11;1
2;1;4;12;8;3;9;5;11;7;6;10;1
2;1;4;12;8;3;9;5;11;7;6;10;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;8;12;3;7;6;1;10;2;9;11;4;1
5;10;8;3;7;6;2;11;1;12;9;4;1
8;11;9;2;7;6;1;10;5;12;3;4;1
7;10;9;2;5;6;1;11;3;8;12;4;1
7;10;9;2;5;4;8;11;1;12;3;6;1
5;10;9;3;7;6;8;11;1;12;2;4;1
8;9;12;3;6;7;10;2;5;4;11;1;1
6;9;8;3;12;7;5;10;2;1;11;4;1
6;9;8;3;12;7;10;2;5;4;11;1;1
6;9;8;3;12;7;10;2;5;4;11;1;1
2;1;4;12;8;3;9;5;11;7;6;10;1
2;1;4;12;8;3;9;5;11;7;6;10;1
6;9;8;3;12;7;10;2;5;4;11;1;1
2;10;8;3;12;4;9;5;11;7;6;1;1
12;3;9;6;5;4;8;11;1;7;2;10;1
2;5;6;3;9;4;8;11;1;12;7;10;1
2;9;12;3;7;6;8;10;5;4;11;1;1
6;11;4;3;12;5;1;10;2;8;9;7;1
7;11;9;1;5;4;12;10;2;8;3;6;1
7;10;9;2;5;4;8;11;1;3;12;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;11;12;3;7;6;1;10;2;8;9;4;1
5;11;8;9;7;4;2;10;1;12;3;6;1
5;11;12;3;7;6;1;10;2;8;9;4;1
7;10;9;2;8;3;5;11;1;12;4;6;1
