"X19";"X26";"X22";"X27";"X3";"X15";"X21";"X7";"X24";"X1";"X12";"X14";"X29";"X16";"X17";"X31";"X28";"X18";"X25";"X23";"X30";"X32";"X4";"X11";"X10";"X2";"X9";"X13";"X6";"X5";"X8";"X20";"generation"
19;26;22;27;3;15;21;7;24;1;12;14;29;16;17;31;28;18;25;23;30;32;4;11;10;2;9;13;6;5;8;20;1
6;26;19;9;5;32;3;30;24;22;12;2;29;23;15;27;28;18;20;16;7;8;4;11;10;31;25;13;21;14;1;17;1
21;26;24;27;3;23;18;6;22;32;19;5;9;15;28;2;20;30;29;16;7;8;4;11;10;31;25;12;14;17;13;1;1
12;26;24;27;3;23;30;6;22;32;19;5;29;16;17;31;28;18;25;15;7;8;4;11;10;2;9;13;21;14;1;20;1
29;26;2;27;3;23;18;6;22;32;19;5;9;8;17;24;28;30;12;16;7;15;4;11;10;31;25;13;21;14;1;20;1
6;22;26;32;5;9;27;14;23;2;15;21;3;8;17;24;28;30;12;29;19;16;4;11;10;31;25;13;1;7;18;20;1
31;20;4;10;22;9;27;14;23;19;15;21;13;8;17;24;28;30;12;29;2;25;7;26;18;32;16;3;1;6;5;11;1
14;23;26;31;5;9;18;6;22;32;19;21;13;8;17;24;28;30;12;29;2;25;7;20;27;15;16;3;1;4;10;11;1
24;22;28;20;30;8;15;10;16;13;26;5;12;11;32;18;6;2;1;9;7;31;23;4;29;21;25;3;14;27;17;19;1
24;22;28;20;30;8;15;10;16;13;26;5;12;11;32;18;6;2;1;9;7;31;23;4;29;21;25;3;14;27;17;19;1
28;26;19;9;10;8;21;7;24;1;12;14;29;11;32;18;6;31;25;23;30;17;13;27;5;16;20;22;3;2;4;15;1
24;22;28;20;30;8;15;10;16;13;26;29;12;21;32;18;6;2;1;9;7;31;23;4;5;11;25;3;14;27;17;19;1
16;26;4;27;3;23;18;6;22;19;15;21;13;8;17;24;28;30;12;29;2;25;7;20;10;31;32;9;5;14;1;11;1
14;23;26;12;21;13;27;6;22;32;19;5;9;15;28;2;20;30;29;16;7;8;4;11;10;31;25;3;1;24;18;17;1
20;22;24;28;30;8;15;10;16;13;26;5;18;11;32;12;6;2;1;9;7;31;23;4;29;21;25;3;17;14;27;19;1
24;12;28;20;30;9;1;31;16;13;23;5;22;27;18;32;25;17;15;8;6;10;26;4;29;21;7;3;14;11;2;19;1
12;26;24;27;3;23;18;6;22;32;19;5;9;15;28;2;20;30;29;16;7;8;4;11;10;31;25;13;21;14;1;17;1
12;26;24;27;3;23;18;6;22;32;19;5;9;15;28;2;20;30;29;16;7;8;13;11;10;31;25;4;21;14;1;17;1
22;12;17;18;3;6;1;32;19;24;27;5;9;15;28;2;20;30;29;16;7;8;4;11;10;31;25;13;21;14;26;23;1
12;21;24;27;3;16;18;14;22;32;19;5;25;29;28;2;20;30;15;8;6;10;26;23;31;11;1;13;4;7;9;17;1
6;22;26;32;5;9;27;2;23;19;15;8;3;12;17;24;28;30;29;16;7;18;4;11;10;31;25;13;21;14;1;20;1
16;26;4;27;3;25;10;6;22;31;19;5;9;15;17;24;28;30;12;29;2;23;7;20;18;32;8;13;21;14;1;11;1
24;22;28;20;30;25;15;29;16;3;14;5;12;21;32;18;27;2;1;8;6;10;26;23;31;11;19;13;4;7;17;9;1
20;22;30;28;3;14;1;2;19;24;26;5;12;11;32;18;25;17;15;8;6;10;29;23;31;27;9;13;4;7;21;16;1
