"X7";"X9";"X5";"X12";"X4";"X8";"X3";"X11";"X10";"X6";"X1";"X2";"generation"
7;9;5;12;4;8;3;11;10;6;1;2;1
10;9;7;1;5;12;11;2;3;4;6;8;1
10;12;1;8;9;4;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;11;6;5;1
3;5;4;7;12;9;8;11;10;6;1;2;1
3;9;7;4;5;8;2;11;10;6;1;12;1
7;4;8;12;1;11;10;2;3;5;9;6;1
10;11;5;12;8;9;2;7;3;4;6;1;1
7;9;5;12;1;6;10;2;3;4;11;8;1
7;9;5;12;1;11;10;2;3;4;6;8;1
11;1;2;12;5;10;3;4;7;6;9;8;1
1;9;2;12;8;10;7;4;3;5;11;6;1
7;9;4;12;1;11;10;2;3;5;6;8;1
3;9;5;12;7;8;2;10;11;4;6;1;1
3;1;7;4;5;12;8;11;10;6;2;9;1
3;1;4;7;5;12;8;11;10;6;9;2;1
7;9;4;12;1;8;10;2;3;5;11;6;1
7;5;1;12;9;8;10;2;3;4;6;11;1
1;9;5;7;12;8;2;10;3;4;6;11;1
7;9;5;12;1;11;2;10;8;4;6;3;1
1;6;4;12;10;9;2;7;3;5;11;8;1
10;5;1;12;11;9;2;7;3;4;6;8;1
8;9;7;1;5;11;10;2;3;4;6;12;1
7;9;1;4;5;12;10;2;3;11;6;8;1
10;8;4;12;1;9;2;7;3;5;11;6;1
7;5;9;12;1;11;10;2;3;4;6;8;1
3;4;7;9;5;12;8;11;10;6;1;2;1
10;9;1;4;8;12;2;7;3;5;11;6;1
10;4;1;7;12;8;2;3;11;5;6;9;1
10;4;1;9;12;6;2;7;3;5;11;8;1
9;7;5;12;1;11;10;2;3;4;6;8;1
9;6;4;7;12;8;2;10;11;5;1;3;1
3;9;7;4;5;12;8;11;10;6;1;2;1
3;9;7;4;5;12;8;11;10;6;1;2;1
3;9;7;4;5;12;8;11;10;6;1;2;1
3;9;7;4;5;12;8;11;10;6;1;2;1
3;7;4;12;1;11;2;10;8;5;6;9;1
3;9;4;12;1;7;10;2;11;5;6;8;1
7;9;1;4;5;12;8;2;3;11;6;10;1
10;9;7;1;5;12;8;11;3;4;6;2;1
3;1;10;4;5;12;8;11;7;6;9;2;1
9;7;3;4;5;12;8;11;10;6;1;2;1
10;4;1;12;8;9;2;6;3;5;11;7;1
12;4;1;10;8;9;2;7;3;5;11;6;1
10;4;3;12;8;9;2;7;1;5;11;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
3;9;7;4;5;12;8;11;10;6;1;2;1
10;9;11;4;6;12;8;7;3;5;1;2;1
3;6;1;10;5;12;8;11;4;9;7;2;1
3;1;7;4;5;12;8;11;10;9;6;2;1
3;9;11;12;8;4;2;1;10;5;7;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
3;4;7;9;5;12;8;11;10;6;1;2;1
10;4;1;12;8;9;2;7;3;5;11;6;1
3;11;2;12;5;10;4;8;1;7;6;9;1
3;1;4;7;12;10;11;2;5;6;9;8;1
10;4;1;12;8;9;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
7;9;1;12;8;11;6;2;3;4;10;5;1
10;5;1;12;11;9;2;7;3;4;6;8;1
10;9;7;1;5;12;8;2;3;4;6;11;1
7;9;5;12;1;2;8;11;3;4;6;10;1
7;9;5;12;1;11;10;2;3;4;6;8;1
7;9;5;12;1;11;10;2;3;4;6;8;1
7;9;5;12;1;11;10;2;3;4;6;8;1
7;9;5;12;1;11;10;2;3;4;6;8;1
10;5;1;12;11;9;7;2;3;4;6;8;1
10;9;5;12;1;11;2;7;3;4;6;8;1
7;9;5;12;1;11;10;2;3;4;6;8;1
7;9;5;12;1;11;10;2;8;4;6;3;1
2;9;1;4;5;12;8;11;3;10;7;6;1
3;9;7;4;5;12;8;1;10;6;11;2;1
4;6;10;8;1;9;2;7;3;5;11;12;1
10;3;1;11;8;2;6;12;4;9;7;5;1
10;4;1;12;8;9;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
1;9;4;12;6;10;2;7;3;5;11;8;1
1;11;2;12;5;10;3;4;7;6;9;8;1
9;7;1;12;8;10;3;4;2;5;11;6;1
10;4;1;12;8;9;2;11;7;6;3;5;1
10;4;3;8;9;12;11;6;5;2;7;1;1
3;4;1;12;8;9;2;6;5;10;11;7;1
7;9;4;12;1;8;10;2;3;5;11;6;1
7;5;8;12;1;11;10;2;3;4;9;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;5;11;6;1
10;4;1;12;8;9;2;7;3;6;11;5;1
3;4;1;12;2;9;8;11;10;6;7;5;1
3;4;1;12;8;9;2;7;10;6;11;5;1
10;12;7;4;5;9;2;1;3;8;11;6;1
8;9;5;12;1;11;10;2;3;6;7;4;1
3;9;7;12;1;11;10;2;5;4;6;8;1
7;9;4;12;1;11;10;2;3;5;6;8;1
7;5;1;12;8;9;10;11;3;4;6;2;1
10;9;1;4;8;12;2;7;3;5;11;6;1
3;4;1;12;2;9;8;11;10;6;7;5;1
10;4;1;12;8;9;2;6;5;3;11;7;1
11;12;10;8;9;4;2;7;3;5;6;1;1
7;9;5;12;4;8;3;11;10;6;1;2;2
7;9;5;12;4;8;3;11;10;6;1;2;2
7;8;9;12;1;5;3;11;10;6;4;2;2
7;4;9;12;6;5;3;11;10;8;1;2;2
4;1;5;8;6;10;3;9;2;12;11;7;2
4;11;6;8;5;10;3;9;2;12;1;7;2
7;4;9;12;6;5;10;11;3;2;1;8;2
7;2;9;12;1;5;10;8;3;6;4;11;2
