"X15";"X22";"X14";"X5";"X9";"X2";"X13";"X4";"X24";"X19";"X12";"X10";"X7";"X16";"X8";"X18";"X17";"X26";"X3";"X21";"X6";"X25";"X1";"X23";"X11";"X20";"generation"
15;22;14;5;9;2;13;4;24;19;12;10;7;16;8;18;17;26;3;21;6;25;1;23;11;20;1
15;22;14;5;9;2;8;1;21;4;7;11;24;12;3;18;13;26;20;19;16;17;25;6;10;23;1
8;10;19;7;2;17;26;12;9;23;22;3;5;16;15;18;13;4;14;21;6;25;1;24;11;20;1
24;3;19;7;2;17;26;22;9;23;12;10;5;16;15;18;13;6;20;21;11;4;8;25;1;14;1
8;19;3;7;4;13;2;9;24;14;12;10;5;16;15;18;17;26;21;22;25;6;1;23;11;20;1
4;24;17;7;23;9;2;20;8;22;12;10;5;16;15;18;13;26;14;21;6;25;1;11;19;3;1
22;19;25;6;20;23;13;21;17;8;24;10;5;16;15;18;9;4;26;11;2;14;12;7;3;1;1
8;19;3;7;4;17;2;9;24;22;1;10;5;16;6;18;13;26;25;21;15;14;12;23;11;20;1
22;19;4;15;12;16;9;3;5;8;24;10;17;7;18;2;13;26;14;21;6;25;1;23;11;20;1
22;19;25;6;20;17;2;9;24;8;12;10;5;16;23;18;13;26;14;21;7;3;1;15;11;4;1
24;10;19;7;2;17;26;12;18;23;22;9;6;14;3;4;8;15;20;21;11;5;13;25;1;16;1
15;22;14;5;9;2;13;1;19;18;7;16;24;12;3;26;8;17;20;21;11;4;25;6;10;23;1
15;22;14;5;9;2;25;1;21;10;7;6;24;12;23;4;8;17;20;19;16;26;13;11;18;3;1
22;15;10;5;9;2;13;1;21;18;7;11;24;12;3;4;8;17;20;19;16;23;6;26;14;25;1
22;11;25;6;20;15;13;21;5;8;24;10;17;23;18;2;9;4;14;19;16;26;12;7;3;1;1
15;22;14;5;9;2;13;1;21;18;6;11;24;12;10;4;8;17;20;19;16;26;25;7;3;23;1
2;5;16;7;6;17;15;23;13;12;18;9;1;19;14;10;24;22;26;21;11;4;8;25;20;3;1
24;10;19;7;2;17;26;12;9;23;22;18;16;14;11;5;13;15;1;21;6;3;4;25;20;8;1
22;19;25;6;20;16;13;21;5;8;24;10;17;23;18;2;9;4;26;11;15;14;12;7;3;1;1
22;19;25;6;20;16;13;21;5;8;24;10;17;23;18;2;9;4;26;12;15;14;11;7;3;1;1
15;22;14;5;9;2;13;1;21;18;7;11;24;12;3;4;8;17;20;19;16;26;25;6;10;23;1
15;22;14;10;9;2;13;1;21;18;7;11;24;12;3;4;8;17;20;19;16;26;25;6;5;23;1
24;10;19;7;2;17;26;12;9;23;22;18;3;14;6;5;13;15;20;21;11;4;8;25;1;16;1
24;10;19;7;2;17;26;12;9;23;22;18;3;14;6;5;13;15;20;21;11;4;8;25;1;16;1
22;19;25;6;26;16;13;21;5;9;2;10;24;12;3;4;8;17;20;11;15;14;23;7;18;1;1
16;22;20;5;9;2;13;1;21;18;7;19;24;25;3;17;8;4;26;11;15;14;12;6;10;23;1
1;19;3;7;2;17;25;9;24;22;12;10;5;16;26;18;13;15;20;21;11;4;8;23;6;14;1
24;10;19;7;2;17;26;12;9;25;22;18;3;14;6;5;13;15;16;21;1;4;8;23;11;20;1
22;19;3;7;25;5;6;13;12;8;24;10;17;23;18;2;9;20;26;11;15;14;1;16;21;4;1
22;19;25;6;20;23;9;21;17;8;24;10;5;16;15;18;13;4;26;11;2;14;12;7;3;1;1
17;16;19;7;2;24;9;23;12;10;22;18;3;14;6;5;13;15;20;21;11;4;8;25;26;1;1
11;10;19;7;2;17;25;12;9;23;8;18;3;14;4;5;13;15;20;21;24;6;22;1;26;16;1
16;22;20;5;8;24;13;25;21;10;6;19;17;23;18;2;9;4;26;11;15;14;12;7;3;1;1
22;10;23;5;9;2;13;1;21;18;7;11;24;12;3;4;8;17;20;19;16;26;25;15;14;6;1
8;19;3;7;4;17;2;9;24;22;12;10;5;16;15;18;13;26;14;21;6;25;1;23;11;20;1
8;19;3;7;4;17;2;9;24;22;12;10;5;16;15;18;13;26;14;21;6;25;1;23;11;20;1
8;19;3;7;4;17;2;9;24;22;12;10;5;16;15;18;13;26;14;21;6;25;1;23;11;20;1
8;19;3;7;4;17;2;9;24;22;12;10;5;16;15;18;13;26;14;21;6;25;1;23;11;20;1
14;15;19;7;2;11;21;5;8;13;20;25;23;17;18;3;10;16;12;9;24;6;22;1;26;4;1
14;15;19;7;2;11;21;5;8;13;20;25;23;17;18;3;10;4;12;9;24;6;22;1;26;16;1
15;22;14;5;9;2;13;1;21;18;7;11;24;12;3;4;8;17;20;19;16;26;25;6;10;23;1
15;22;14;5;9;2;13;1;21;18;7;11;24;12;3;4;8;17;20;19;16;26;25;6;10;23;1
10;24;19;7;2;17;26;12;9;23;22;18;3;14;6;5;13;15;20;21;11;4;8;25;1;16;1
15;22;14;7;2;17;26;12;9;23;10;18;3;19;6;5;13;24;4;21;11;20;8;25;1;16;1
22;19;25;6;20;16;13;21;5;8;24;10;17;7;18;2;9;4;26;3;15;14;12;23;11;1;1
8;19;3;7;4;17;2;9;24;22;1;10;5;16;15;18;13;26;25;21;6;14;12;23;11;20;1
24;10;19;7;2;17;26;12;9;23;22;18;3;14;6;5;13;15;20;21;11;4;8;25;1;16;1
24;10;19;7;2;17;26;12;9;23;22;18;3;14;6;5;13;15;20;21;11;4;8;25;1;16;1
