"X1";"X59344";"X1.1";"X12";"X2";"X9";"X8";"X3";"X6";"X10";"X11";"X4";"X7";"X5"
1;59344;1;12;2;9;8;3;6;10;11;4;7;5
1;12;2;9;8;6;3;10;11;4;7;5;1;54912
1;54912;1;12;2;9;8;6;3;10;11;4;7;5
1;12;2;9;8;6;3;10;11;7;4;5;1;41992
1;41992;1;12;2;9;8;6;3;10;11;7;4;5
10;12;2;9;8;6;3;1;11;7;4;5;1;37310
1;37310;10;12;2;9;8;6;3;1;11;7;4;5
9;12;2;10;8;6;3;1;11;7;4;5;1;30342
1;30342;9;12;2;10;8;6;3;1;11;7;4;5
9;12;3;10;8;6;2;1;11;7;4;5;1;31598
1;31598;9;12;3;10;8;6;2;1;11;7;4;5
9;8;3;10;12;6;2;1;11;7;4;5;1;36328
1;36328;9;8;3;10;12;6;2;1;11;7;4;5
9;8;3;10;12;6;2;11;1;7;4;5;1;43060
1;43060;9;8;3;10;12;6;2;11;1;7;4;5
9;8;3;10;7;6;2;11;1;12;4;5;1;41190
1;41190;9;8;3;10;7;6;2;11;1;12;4;5
9;8;3;10;7;6;2;11;5;12;4;1;1;46466
1;46466;9;8;3;10;7;6;2;11;5;12;4;1
9;5;3;10;7;6;2;11;8;12;4;1;1;50718
1;50718;9;5;3;10;7;6;2;11;8;12;4;1
7;5;3;10;9;6;2;11;8;12;4;1;1;35280
1;35280;7;5;3;10;9;6;2;11;8;12;4;1
7;5;12;10;9;6;2;11;8;3;4;1;1;35662
1;35662;7;5;12;10;9;6;2;11;8;3;4;1
2;5;12;10;9;6;7;11;8;3;4;1;1;52512
1;35662;7;5;12;10;9;6;2;11;8;3;4;1
7;5;12;10;8;6;2;11;9;3;4;1;1;39582
1;39582;7;5;12;10;8;6;2;11;9;3;4;1
7;5;1;10;8;6;2;11;9;3;4;12;1;40584
1;40584;7;5;1;10;8;6;2;11;9;3;4;12
7;5;1;10;8;6;2;11;9;4;3;12;1;46756
1;46756;7;5;1;10;8;6;2;11;9;4;3;12
4;5;1;10;8;6;2;11;9;7;3;12;1;55084
1;55084;4;5;1;10;8;6;2;11;9;7;3;12
4;8;1;10;5;6;2;11;9;7;3;12;1;48518
1;48518;4;8;1;10;5;6;2;11;9;7;3;12
4;8;1;10;5;6;2;11;9;7;12;3;1;47984
1;47984;4;8;1;10;5;6;2;11;9;7;12;3
4;8;1;10;5;12;2;11;9;7;6;3;1;52664
2;52664;4;8;1;10;5;12;2;11;9;7;6;3
4;3;1;10;5;12;2;11;9;7;6;8;2;48102
2;48102;4;3;1;10;5;12;2;11;9;7;6;8
4;3;10;1;5;12;2;11;9;7;6;8;2;48714
2;48714;4;3;10;1;5;12;2;11;9;7;6;8
4;3;10;5;1;12;2;11;9;7;6;8;2;46034
2;46034;4;3;10;5;1;12;2;11;9;7;6;8
5;3;10;4;1;12;2;11;9;7;6;8;2;46252
2;46252;5;3;10;4;1;12;2;11;9;7;6;8
5;3;10;4;6;12;2;11;9;7;1;8;2;49060
2;49060;5;3;10;4;6;12;2;11;9;7;1;8
1;3;10;4;6;12;2;11;9;7;5;8;2;54432
2;54432;1;3;10;4;6;12;2;11;9;7;5;8
1;3;6;4;10;12;2;11;9;7;5;8;2;49290
2;49290;1;3;6;4;10;12;2;11;9;7;5;8
1;3;6;4;10;12;2;11;9;7;8;5;2;41662
2;41662;1;3;6;4;10;12;2;11;9;7;8;5
1;3;6;4;10;11;2;12;9;7;8;5;2;37530
2;37530;1;3;6;4;10;11;2;12;9;7;8;5
1;3;6;4;10;11;5;12;9;7;8;2;2;39692
2;39692;1;3;6;4;10;11;5;12;9;7;8;2
1;3;6;4;10;11;5;2;9;7;8;12;2;39634
2;39634;1;3;6;4;10;11;5;2;9;7;8;12
1;3;6;4;2;11;5;10;9;7;8;12;2;37492
2;37492;1;3;6;4;2;11;5;10;9;7;8;12
1;3;11;4;2;6;5;10;9;7;8;12;2;41982
2;41982;1;3;11;4;2;6;5;10;9;7;8;12
1;3;11;8;2;6;5;10;9;7;4;12;2;41944
2;41944;1;3;11;8;2;6;5;10;9;7;4;12
1;3;11;8;2;6;5;10;9;12;4;7;2;56344
2;56344;1;3;11;8;2;6;5;10;9;12;4;7
1;10;11;8;2;6;5;3;9;12;4;7;2;37188
2;37188;1;10;11;8;2;6;5;3;9;12;4;7
1;10;11;8;7;6;5;3;9;12;4;2;2;34792
2;34792;1;10;11;8;7;6;5;3;9;12;4;2
1;11;10;8;7;6;5;3;9;12;4;2;2;30724
2;30724;1;11;10;8;7;6;5;3;9;12;4;2
1;11;10;8;7;6;5;2;9;12;4;3;2;26994
2;26994;1;11;10;8;7;6;5;2;9;12;4;3
1;11;10;8;7;6;5;3;9;12;4;2;2;30724
3;30724;1;11;10;8;7;6;5;3;9;12;4;2
1;4;10;8;7;6;5;3;9;12;11;2;3;29352
3;29352;1;4;10;8;7;6;5;3;9;12;11;2
1;4;9;8;7;6;5;3;10;12;11;2;3;35798
3;35798;1;4;9;8;7;6;5;3;10;12;11;2
1;4;9;8;7;6;5;11;10;12;3;2;3;25676
3;25676;1;4;9;8;7;6;5;11;10;12;3;2
1;7;9;8;4;6;5;11;10;12;3;2;3;38862
3;38862;1;7;9;8;4;6;5;11;10;12;3;2
6;7;9;8;4;1;5;11;10;12;3;2;3;38078
3;38078;6;7;9;8;4;1;5;11;10;12;3;2
1;7;9;8;4;6;5;11;10;12;3;2;3;38862
3;38862;1;7;9;8;4;6;5;11;10;12;3;2
1;7;6;8;4;9;5;11;10;12;3;2;3;26134
3;26134;1;7;6;8;4;9;5;11;10;12;3;2
1;7;6;8;4;9;11;5;10;12;3;2;3;35990
3;35990;1;7;6;8;4;9;11;5;10;12;3;2
1;10;6;8;4;9;11;5;7;12;3;2;3;42302
3;42302;1;10;6;8;4;9;11;5;7;12;3;2
6;10;1;8;4;9;11;5;7;12;3;2;3;50956
3;42302;1;10;6;8;4;9;11;5;7;12;3;2
1;12;6;8;4;9;11;5;7;10;3;2;3;39958
3;39958;1;12;6;8;4;9;11;5;7;10;3;2
1;12;6;8;4;9;11;2;7;10;3;5;3;43070
3;43070;1;12;6;8;4;9;11;2;7;10;3;5
1;12;6;10;4;9;11;2;7;8;3;5;3;49778
3;43070;1;12;6;8;4;9;11;2;7;10;3;5
1;12;6;8;4;9;11;3;7;10;2;5;3;45958
3;45958;1;12;6;8;4;9;11;3;7;10;2;5
1;12;6;8;10;9;11;3;7;4;2;5;3;43202
3;43202;1;12;6;8;10;9;11;3;7;4;2;5
1;12;6;8;9;10;11;3;7;4;2;5;3;57814
3;57814;1;12;6;8;9;10;11;3;7;4;2;5
12;1;6;8;9;10;11;3;7;4;2;5;3;43070
3;43070;12;1;6;8;9;10;11;3;7;4;2;5
12;1;6;8;9;10;11;3;7;2;4;5;3;53760
3;53760;12;1;6;8;9;10;11;3;7;2;4;5
12;11;6;8;9;10;1;3;7;2;4;5;3;52972
3;52972;12;11;6;8;9;10;1;3;7;2;4;5
12;11;6;8;9;1;10;3;7;2;4;5;3;47808
4;47808;12;11;6;8;9;1;10;3;7;2;4;5
12;11;6;8;9;1;10;3;4;2;7;5;4;47842
4;47842;12;11;6;8;9;1;10;3;4;2;7;5
12;11;6;8;9;1;10;5;4;2;7;3;4;48792
4;48792;12;11;6;8;9;1;10;5;4;2;7;3
12;11;6;8;3;1;10;5;4;2;7;9;4;48560
4;48560;12;11;6;8;3;1;10;5;4;2;7;9
12;11;6;8;3;4;10;5;1;2;7;9;4;50286
4;50286;12;11;6;8;3;4;10;5;1;2;7;9
5;11;6;8;3;4;10;12;1;2;7;9;4;30314
4;30314;5;11;6;8;3;4;10;12;1;2;7;9
5;11;6;8;3;9;10;12;1;2;7;4;4;25316
4;25316;5;11;6;8;3;9;10;12;1;2;7;4
12;11;6;8;3;9;10;5;1;2;7;4;4;45288
4;25316;5;11;6;8;3;9;10;12;1;2;7;4
5;11;6;8;3;9;10;12;4;2;7;1;4;27452
4;27452;5;11;6;8;3;9;10;12;4;2;7;1
5;10;6;8;3;9;11;12;4;2;7;1;4;31024
4;31024;5;10;6;8;3;9;11;12;4;2;7;1
5;10;6;8;3;9;11;12;7;2;4;1;4;31020
4;31020;5;10;6;8;3;9;11;12;7;2;4;1
5;10;7;8;3;9;11;12;6;2;4;1;4;30882
4;30882;5;10;7;8;3;9;11;12;6;2;4;1
5;10;7;11;3;9;8;12;6;2;4;1;4;31182
4;31182;5;10;7;11;3;9;8;12;6;2;4;1
8;10;7;11;3;9;5;12;6;2;4;1;4;33242
4;33242;8;10;7;11;3;9;5;12;6;2;4;1
8;7;10;11;3;9;5;12;6;2;4;1;4;41638
4;33242;8;10;7;11;3;9;5;12;6;2;4;1
8;3;7;11;10;9;5;12;6;2;4;1;4;39198
4;39198;8;3;7;11;10;9;5;12;6;2;4;1
8;3;7;11;4;9;5;12;6;2;10;1;4;44042
4;44042;8;3;7;11;4;9;5;12;6;2;10;1
8;3;11;7;4;9;5;12;6;2;10;1;4;45202
4;45202;8;3;11;7;4;9;5;12;6;2;10;1
8;11;3;7;4;9;5;12;6;2;10;1;4;33462
4;33462;8;11;3;7;4;9;5;12;6;2;10;1
8;9;3;7;4;11;5;12;6;2;10;1;4;38606
4;38606;8;9;3;7;4;11;5;12;6;2;10;1
6;9;3;7;4;11;5;12;8;2;10;1;4;33930
5;33930;6;9;3;7;4;11;5;12;8;2;10;1
6;9;3;11;4;7;5;12;8;2;10;1;5;28946
5;28946;6;9;3;11;4;7;5;12;8;2;10;1
6;9;3;11;4;5;7;12;8;2;10;1;5;38550
5;28946;6;9;3;11;4;7;5;12;8;2;10;1
6;10;3;11;4;7;5;12;8;2;9;1;5;29458
5;29458;6;10;3;11;4;7;5;12;8;2;9;1
12;10;3;11;4;7;5;6;8;2;9;1;5;46956
5;29458;6;10;3;11;4;7;5;12;8;2;9;1
6;10;3;11;4;1;5;12;8;2;9;7;5;29972
5;29972;6;10;3;11;4;1;5;12;8;2;9;7
6;10;5;11;4;1;3;12;8;2;9;7;5;29728
5;29728;6;10;5;11;4;1;3;12;8;2;9;7
6;10;5;11;4;1;3;8;12;2;9;7;5;35772
5;35772;6;10;5;11;4;1;3;8;12;2;9;7
1;10;5;11;4;6;3;8;12;2;9;7;5;38722
5;38722;1;10;5;11;4;6;3;8;12;2;9;7
1;10;5;11;4;6;12;8;3;2;9;7;5;44368
5;44368;1;10;5;11;4;6;12;8;3;2;9;7
1;10;5;8;4;6;12;11;3;2;9;7;5;43240
5;43240;1;10;5;8;4;6;12;11;3;2;9;7
1;10;5;8;11;6;12;4;3;2;9;7;5;39328
5;39328;1;10;5;8;11;6;12;4;3;2;9;7
1;10;5;8;11;6;12;4;3;2;7;9;5;39060
5;39060;1;10;5;8;11;6;12;4;3;2;7;9
1;4;5;8;11;6;12;10;3;2;7;9;5;32552
5;32552;1;4;5;8;11;6;12;10;3;2;7;9
1;4;5;8;11;3;12;10;6;2;7;9;5;36340
5;36340;1;4;5;8;11;3;12;10;6;2;7;9
1;4;5;8;7;3;12;10;6;2;11;9;5;27590
5;27590;1;4;5;8;7;3;12;10;6;2;11;9
1;4;9;8;7;3;12;10;6;2;11;5;5;31360
5;31360;1;4;9;8;7;3;12;10;6;2;11;5
1;4;9;8;7;3;12;11;6;2;10;5;5;40412
5;40412;1;4;9;8;7;3;12;11;6;2;10;5
1;4;9;8;7;3;12;6;11;2;10;5;5;37190
5;37190;1;4;9;8;7;3;12;6;11;2;10;5
1;4;9;12;7;3;8;6;11;2;10;5;5;40568
5;40568;1;4;9;12;7;3;8;6;11;2;10;5
1;4;9;12;7;3;6;8;11;2;10;5;5;44288
6;44288;1;4;9;12;7;3;6;8;11;2;10;5
1;4;3;12;7;9;6;8;11;2;10;5;6;50346
6;50346;1;4;3;12;7;9;6;8;11;2;10;5
1;4;9;12;7;3;6;8;11;2;10;5;6;44288
6;44288;1;4;9;12;7;3;6;8;11;2;10;5
1;4;5;12;7;3;6;8;11;2;10;9;6;40690
6;40690;1;4;5;12;7;3;6;8;11;2;10;9
1;4;3;12;7;5;6;8;11;2;10;9;6;56064
6;56064;1;4;3;12;7;5;6;8;11;2;10;9
1;4;3;12;7;5;6;8;10;2;11;9;6;56086
6;56086;1;4;3;12;7;5;6;8;10;2;11;9
1;4;3;9;7;5;6;8;10;2;11;12;6;55424
6;55424;1;4;3;9;7;5;6;8;10;2;11;12
1;4;3;11;7;5;6;8;10;2;9;12;6;53558
6;53558;1;4;3;11;7;5;6;8;10;2;9;12
1;3;4;11;7;5;6;8;10;2;9;12;6;38178
6;38178;1;3;4;11;7;5;6;8;10;2;9;12
8;3;4;11;7;5;6;1;10;2;9;12;6;37044
6;37044;8;3;4;11;7;5;6;1;10;2;9;12
8;3;4;9;7;5;6;1;10;2;11;12;6;38726
6;38726;8;3;4;9;7;5;6;1;10;2;11;12
9;3;4;8;7;5;6;1;10;2;11;12;6;35078
6;35078;9;3;4;8;7;5;6;1;10;2;11;12
9;3;1;8;7;5;6;4;10;2;11;12;6;38846
6;38846;9;3;1;8;7;5;6;4;10;2;11;12
9;3;1;8;7;5;2;4;10;6;11;12;6;32410
6;32410;9;3;1;8;7;5;2;4;10;6;11;12
7;3;1;8;9;5;2;4;10;6;11;12;6;30824
6;30824;7;3;1;8;9;5;2;4;10;6;11;12
7;3;1;8;9;5;2;6;10;4;11;12;6;36070
6;30824;7;3;1;8;9;5;2;4;10;6;11;12
7;3;5;8;9;1;2;4;10;6;11;12;6;43442
6;43442;7;3;5;8;9;1;2;4;10;6;11;12
7;3;5;8;9;6;2;4;10;1;11;12;6;58286
6;58286;7;3;5;8;9;6;2;4;10;1;11;12
7;3;5;8;9;12;2;4;10;1;11;6;6;50664
6;50664;7;3;5;8;9;12;2;4;10;1;11;6
7;3;5;8;6;12;2;4;10;1;11;9;6;56428
6;50664;7;3;5;8;9;12;2;4;10;1;11;6
7;3;5;8;9;12;2;4;10;11;1;6;6;50326
7;50326;7;3;5;8;9;12;2;4;10;11;1;6
7;3;5;8;9;1;2;4;10;11;12;6;7;52606
7;52606;7;3;5;8;9;1;2;4;10;11;12;6
7;3;5;8;4;1;2;9;10;11;12;6;7;47440
7;47440;7;3;5;8;4;1;2;9;10;11;12;6
8;3;5;7;4;1;2;9;10;11;12;6;7;48844
7;48844;8;3;5;7;4;1;2;9;10;11;12;6
8;12;5;7;4;1;2;9;10;11;3;6;7;57130
7;57130;8;12;5;7;4;1;2;9;10;11;3;6
8;12;7;5;4;1;2;9;10;11;3;6;7;51294
7;51294;8;12;7;5;4;1;2;9;10;11;3;6
8;12;7;5;2;1;4;9;10;11;3;6;7;55394
7;55394;8;12;7;5;2;1;4;9;10;11;3;6
5;12;7;8;2;1;4;9;10;11;3;6;7;54146
7;54146;5;12;7;8;2;1;4;9;10;11;3;6
5;12;7;8;2;4;1;9;10;11;3;6;7;50524
7;50524;5;12;7;8;2;4;1;9;10;11;3;6
5;12;7;8;10;4;1;9;2;11;3;6;7;44830
7;44830;5;12;7;8;10;4;1;9;2;11;3;6
5;12;7;8;6;4;1;9;2;11;3;10;7;54138
7;44830;5;12;7;8;10;4;1;9;2;11;3;6
5;12;7;8;4;10;1;9;2;11;3;6;7;51646
7;51646;5;12;7;8;4;10;1;9;2;11;3;6
5;12;7;8;4;10;9;1;2;11;3;6;7;53510
7;53510;5;12;7;8;4;10;9;1;2;11;3;6
5;12;7;8;10;4;9;1;2;11;3;6;7;46694
7;46694;5;12;7;8;10;4;9;1;2;11;3;6
5;12;7;8;3;4;9;1;2;11;10;6;7;44496
7;44496;5;12;7;8;3;4;9;1;2;11;10;6
5;12;2;8;3;4;9;1;7;11;10;6;7;45168
7;45168;5;12;2;8;3;4;9;1;7;11;10;6
5;12;2;8;3;9;4;1;7;11;10;6;7;35994
7;35994;5;12;2;8;3;9;4;1;7;11;10;6
5;4;2;8;3;9;12;1;7;11;10;6;7;39810
7;39810;5;4;2;8;3;9;12;1;7;11;10;6
5;4;2;8;3;9;12;1;7;6;10;11;7;44802
7;44802;5;4;2;8;3;9;12;1;7;6;10;11
5;7;2;8;3;9;12;1;4;6;10;11;7;30760
7;30760;5;7;2;8;3;9;12;1;4;6;10;11
5;7;2;9;3;8;12;1;4;6;10;11;7;41376
8;41376;5;7;2;9;3;8;12;1;4;6;10;11
5;7;3;9;2;8;12;1;4;6;10;11;8;48636
8;48636;5;7;3;9;2;8;12;1;4;6;10;11
5;7;2;9;3;8;12;1;4;6;10;11;8;41376
8;41376;5;7;2;9;3;8;12;1;4;6;10;11
