"X11";"X6";"X7";"X1";"X12";"X5";"X2";"X8";"X4";"X10";"X9";"X3";"generation"
11;6;7;3;12;5;2;8;4;10;9;1;1
11;6;7;1;12;5;2;8;4;10;9;3;1
11;6;7;1;12;5;2;8;4;10;9;3;1
11;6;7;1;12;5;2;8;4;10;9;3;1
4;8;3;6;11;2;9;5;1;7;12;10;1
4;8;3;6;11;10;5;2;1;7;12;9;1
9;4;7;1;12;5;3;8;6;2;11;10;1
9;7;3;1;12;5;4;8;6;2;11;10;1
6;9;5;11;3;4;2;8;1;7;12;10;1
6;2;8;11;7;4;9;5;1;10;3;12;1
3;8;4;12;10;11;5;2;1;7;9;6;1
4;8;3;6;10;2;7;11;1;5;9;12;1
8;6;7;1;3;5;4;11;2;10;9;12;1
3;10;7;1;12;5;2;8;4;6;11;9;1
11;6;7;1;12;5;2;8;4;10;9;3;1
11;6;7;1;12;5;2;8;4;10;9;3;1
12;4;8;6;11;10;5;2;1;7;9;3;1
1;2;3;6;11;4;5;8;7;10;9;12;1
11;8;9;3;1;10;7;4;6;12;5;2;1
11;8;9;1;12;10;7;4;6;3;5;2;1
11;4;7;1;10;9;3;8;6;12;5;2;1
11;4;9;3;12;5;2;8;6;1;10;7;1
11;6;7;1;12;5;2;8;4;10;9;3;1
11;6;7;1;12;5;2;8;4;10;9;3;1
10;6;8;11;3;4;9;5;1;7;2;12;1
6;2;8;11;3;4;9;5;1;7;10;12;1
4;8;3;6;11;10;5;2;1;7;9;12;1
4;8;3;6;11;10;5;2;1;7;9;12;1
11;6;7;1;12;4;9;5;8;10;2;3;1
3;6;7;1;12;5;2;8;4;10;9;11;1
11;8;9;1;12;5;2;4;6;3;10;7;1
11;8;9;3;12;5;2;6;4;10;7;1;1
4;10;3;1;12;5;2;9;6;7;8;11;1
11;10;3;6;12;5;2;8;4;1;9;7;1
7;1;8;11;3;4;9;5;2;6;12;10;1
1;9;7;8;3;5;4;11;2;6;12;10;1
4;8;3;6;11;9;5;2;1;7;12;10;1
12;8;3;6;11;10;5;2;1;7;9;4;1
10;8;3;6;11;4;9;5;1;7;2;12;1
6;2;8;11;3;4;12;5;1;7;9;10;1
10;8;6;11;1;4;9;2;3;7;5;12;1
6;5;8;11;12;4;9;2;1;7;3;10;1
6;9;1;11;3;5;2;8;4;7;12;10;1
7;6;8;11;3;4;9;5;1;10;2;12;1
9;3;7;1;12;5;2;8;4;6;11;10;1
4;10;3;1;11;12;5;8;6;2;9;7;1
10;8;3;6;11;4;9;5;1;7;2;12;1
8;9;3;6;11;10;5;2;1;7;12;4;1
12;8;3;6;11;10;5;2;1;7;9;4;1
4;3;8;11;6;10;5;2;1;7;9;12;1
9;6;7;4;12;5;2;8;1;11;3;10;1
11;6;2;8;3;4;9;5;1;7;12;10;1
6;9;8;1;12;5;2;4;11;7;3;10;1
6;2;8;11;3;4;9;5;1;7;12;10;1
6;11;7;1;12;5;2;8;4;10;9;3;1
11;6;7;8;12;4;9;5;1;10;2;3;1
1;10;12;6;11;7;5;2;4;8;9;3;1
11;6;10;4;3;5;2;8;1;7;9;12;1
1;8;3;6;11;7;5;2;4;10;9;12;1
11;6;10;4;12;8;5;2;1;7;9;3;1
9;7;3;1;12;5;4;8;6;2;11;10;1
12;10;7;1;3;4;5;8;6;2;11;9;1
4;8;3;6;11;10;5;2;1;7;9;12;1
4;8;3;6;11;10;5;2;1;7;9;12;1
4;8;3;1;12;10;5;2;6;7;9;11;1
3;4;8;6;11;10;5;2;1;7;9;12;1
3;8;9;11;1;10;7;4;6;12;2;5;1
11;6;7;1;12;5;2;8;4;10;9;3;1
11;6;10;4;9;5;2;8;1;7;12;3;1
9;6;7;1;12;5;2;8;11;4;3;10;1
4;8;3;6;11;10;5;2;1;7;9;12;1
4;8;3;6;11;10;5;2;1;7;9;12;1
11;6;10;4;9;8;2;5;1;7;12;3;1
6;7;11;1;12;5;2;8;4;10;9;3;1
4;8;3;7;11;10;5;2;9;6;1;12;1
12;10;6;8;3;5;4;2;1;7;11;9;1
9;8;3;1;11;10;7;4;6;12;5;2;1
1;8;3;6;11;10;5;2;9;12;7;4;1
11;6;10;4;12;8;2;5;1;7;9;3;1
6;2;8;11;3;1;9;5;4;10;12;7;1
1;3;7;11;6;4;9;5;8;10;2;12;1
6;2;8;11;3;1;12;5;4;10;9;7;1
10;6;8;11;3;4;9;5;1;7;12;2;1
6;2;8;11;7;1;12;5;4;10;9;3;1
6;10;7;1;12;5;2;8;4;3;9;11;1
11;6;7;1;12;10;4;8;5;2;9;3;1
11;6;7;1;12;5;2;8;4;10;9;3;1
11;6;7;1;12;5;2;8;4;10;9;3;1
4;8;3;6;11;10;5;2;1;7;9;12;1
4;8;3;6;11;10;5;2;1;7;9;12;1
4;5;3;6;11;10;2;8;1;7;9;12;1
12;8;7;6;11;10;5;2;4;1;9;3;1
5;1;8;6;3;9;4;11;2;7;12;10;1
1;9;6;8;3;5;4;11;2;7;12;10;1
6;12;5;8;7;1;2;11;4;10;9;3;1
11;6;10;8;2;4;9;5;1;7;12;3;1
6;2;8;3;11;10;5;9;1;7;12;4;1
10;2;8;11;3;4;9;5;1;7;12;6;1
