"X27";"X11";"X28";"X14";"X1";"X15";"X9";"X7";"X32";"X3";"X25";"X29";"X21";"X26";"X19";"X5";"X17";"X13";"X31";"X6";"X2";"X10";"X24";"X4";"X8";"X30";"X18";"X20";"X12";"X23";"X22";"X16";"generation"
27;11;28;14;1;15;9;7;32;3;25;29;21;26;19;5;17;13;31;6;2;10;24;4;8;30;18;20;12;23;22;16;1
27;11;28;14;1;15;9;7;32;3;25;29;21;26;19;5;17;13;31;6;2;10;24;4;8;30;18;20;12;23;22;16;1
27;11;28;14;1;15;9;7;32;3;25;29;4;22;12;5;17;13;31;6;2;10;24;21;8;30;18;20;19;23;26;16;1
14;28;12;26;16;25;27;9;7;15;1;3;21;22;19;5;17;13;31;6;2;10;24;4;8;30;18;11;23;32;29;20;1
11;8;23;4;29;28;1;6;32;3;25;14;21;26;19;17;15;7;31;5;10;22;27;20;24;18;2;13;30;12;9;16;1
27;11;28;14;1;19;21;7;32;3;12;8;9;10;15;17;5;13;31;6;2;26;24;4;29;30;18;20;25;23;22;16;1
29;11;28;14;1;6;21;3;20;4;12;8;9;10;15;17;19;7;31;5;26;22;27;32;24;18;2;13;30;25;23;16;1
11;29;25;8;14;28;1;6;13;4;30;3;9;10;15;17;19;7;31;5;26;21;27;32;24;18;2;20;12;23;22;16;1
10;18;7;12;5;8;4;31;32;3;9;16;30;15;17;19;20;28;29;21;24;13;25;6;14;11;27;2;1;22;26;23;1
11;20;28;17;14;30;7;5;32;3;13;24;4;22;12;15;23;18;8;29;25;16;9;21;10;6;26;2;1;19;27;31;1
19;5;4;25;32;7;11;13;28;14;21;24;9;29;26;3;10;31;17;15;2;6;1;27;8;30;18;20;12;23;22;16;1
4;11;28;14;1;15;9;7;32;3;25;29;21;26;19;5;17;13;31;6;2;10;8;27;24;30;18;20;12;23;22;16;1
27;11;28;14;1;15;9;7;32;3;25;29;21;26;19;5;24;23;22;13;6;10;17;4;8;30;18;20;12;2;31;16;1
32;7;13;14;21;15;20;31;4;8;11;19;28;27;30;5;24;23;22;6;2;10;18;17;9;16;3;29;26;12;1;25;1
27;11;28;14;1;15;9;7;32;3;25;29;21;26;19;5;17;13;31;6;2;10;24;4;8;30;18;20;12;23;22;16;1
27;11;28;14;1;15;9;7;32;3;25;29;21;26;19;5;17;13;31;6;2;10;24;4;8;30;18;20;12;23;22;16;1
14;28;19;13;16;2;27;31;7;5;1;3;21;22;12;15;23;26;10;29;25;9;24;4;8;30;18;20;17;32;6;11;1
27;16;28;14;1;15;9;7;23;3;25;29;21;18;19;5;12;13;31;22;2;8;24;4;10;6;26;11;17;32;30;20;1
11;29;25;3;14;28;1;5;7;32;26;27;9;22;15;19;17;13;31;6;2;10;24;4;8;30;18;20;12;23;21;16;1
27;11;15;3;14;28;1;6;20;4;25;29;21;26;19;5;17;13;31;7;2;10;24;9;8;30;18;32;12;23;22;16;1
14;28;19;11;16;26;27;31;7;5;1;3;4;22;12;15;23;6;8;29;25;24;9;21;10;18;2;13;30;32;17;20;1
11;29;23;3;14;28;27;31;7;4;12;8;9;10;15;17;19;20;6;5;26;22;1;32;24;18;2;13;30;25;21;16;1
27;11;28;14;1;15;9;7;32;3;25;29;21;2;19;6;17;13;31;5;26;10;24;4;8;30;18;20;12;23;22;16;1
11;8;28;14;1;15;9;7;32;3;25;29;21;26;19;5;17;13;31;23;10;22;27;20;24;18;2;6;30;12;4;16;1
27;11;28;14;1;15;9;7;4;3;25;29;21;26;19;5;17;20;31;6;30;10;8;32;24;18;2;13;12;23;22;16;1
11;27;23;3;14;28;1;15;7;32;12;29;21;26;19;5;17;13;31;6;2;10;24;4;8;30;18;20;22;25;9;16;1
8;11;28;14;1;15;9;7;4;3;23;29;21;26;19;5;17;20;31;6;12;10;27;32;24;18;2;13;30;25;22;16;1
11;29;23;3;14;28;1;6;20;32;12;27;9;22;15;17;19;7;31;5;26;10;24;4;8;30;2;13;18;25;21;16;1
10;2;4;22;32;23;11;13;28;14;21;16;9;29;15;17;19;7;31;5;26;6;8;27;12;30;25;18;1;3;20;24;1
11;29;23;3;14;28;1;22;20;4;24;32;9;8;15;17;19;7;31;5;26;6;10;27;12;30;25;18;13;2;21;16;1
11;29;23;3;14;28;1;6;20;4;12;8;9;10;15;17;19;7;31;5;26;22;27;32;24;18;2;13;30;25;21;16;1
