"X28L";"X5L";"X15L";"X3L";"X10L";"X1L";"X12L";"X23L";"X21L";"X13L";"X6L";"X11L";"X19L";"X25L";"X4L";"X31L";"X26L";"X7L";"X32L";"X16L";"X24L";"X14L";"X29L";"X27L";"X22L";"X8L";"X17L";"X2L";"X30L";"X18L";"X20L";"X9L"
28;5;15;3;10;1;12;23;21;13;6;11;19;25;4;31;26;7;32;16;24;14;29;27;22;8;17;2;30;18;20;9
10;5;15;3;28;1;12;23;21;13;6;11;19;25;4;31;26;7;32;16;24;14;29;27;22;8;17;2;30;18;20;9
10;5;15;3;28;1;12;23;21;13;6;11;19;25;4;31;26;7;32;16;24;14;29;27;22;8;17;2;30;18;20;9
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;16;24;14;29;27;22;8;17;2;30;18;20;9
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;16;24;14;29;27;22;8;17;2;30;18;20;9
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;9;24;14;29;27;22;8;17;2;30;18;20;16
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;9;24;14;29;27;22;8;17;2;30;18;20;16
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;9;14;24;29;27;22;8;17;2;30;18;20;16
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;9;14;24;29;27;22;8;17;2;30;18;20;16
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;9;22;24;29;27;14;8;17;2;30;18;20;16
10;5;15;3;28;1;21;23;12;13;6;11;19;25;4;31;26;7;32;9;22;24;29;27;14;8;17;2;30;18;20;16
10;5;15;3;28;1;21;18;12;13;6;11;19;25;4;31;26;7;32;9;22;24;29;27;14;8;17;2;30;23;20;16
10;5;15;3;28;1;21;18;12;13;6;11;19;25;4;31;26;7;32;9;22;24;29;27;14;8;17;2;30;23;20;16
10;5;15;3;28;1;21;18;12;13;6;11;19;25;4;31;26;7;32;9;22;24;29;27;20;8;17;2;30;23;14;16
10;5;15;3;28;1;21;18;12;13;6;11;19;25;4;31;26;7;32;9;22;24;29;27;20;8;17;2;30;23;14;16
10;5;15;3;28;1;21;18;12;13;27;11;19;25;4;31;26;7;32;9;22;24;29;6;20;8;17;2;30;23;14;16
10;5;15;3;28;1;21;18;12;13;27;11;19;25;4;31;26;7;32;9;22;24;29;6;20;8;17;2;30;23;14;16
10;5;15;3;28;1;21;18;12;13;27;11;19;25;4;31;26;7;32;9;22;24;29;6;2;8;17;20;30;23;14;16
10;5;15;3;28;1;21;18;12;13;27;11;19;25;4;31;26;7;32;9;22;24;29;6;2;8;17;20;30;23;14;16
