"X1";"X53316";"X8";"X3";"X12";"X1.1";"X5";"X10";"X9";"X4";"X2";"X7";"X11";"X6"
1;53316;8;3;12;1;5;10;9;4;2;7;11;6
8;3;12;1;5;10;9;4;7;2;11;6;1;46992
1;46992;8;3;12;1;5;10;9;4;7;2;11;6
8;3;10;1;5;12;9;4;7;2;11;6;1;46464
1;46464;8;3;10;1;5;12;9;4;7;2;11;6
8;3;9;1;5;12;10;4;7;2;11;6;1;46752
1;46752;8;3;9;1;5;12;10;4;7;2;11;6
8;3;9;1;5;4;10;12;7;2;11;6;1;39442
1;39442;8;3;9;1;5;4;10;12;7;2;11;6
8;3;10;1;5;4;9;12;7;2;11;6;1;40498
1;40498;8;3;10;1;5;4;9;12;7;2;11;6
3;8;10;1;5;4;9;12;7;2;11;6;1;44108
1;44108;3;8;10;1;5;4;9;12;7;2;11;6
3;8;10;1;5;4;9;12;7;2;6;11;1;47982
1;47982;3;8;10;1;5;4;9;12;7;2;6;11
3;8;10;1;5;12;9;4;7;2;6;11;1;53596
1;53596;3;8;10;1;5;12;9;4;7;2;6;11
3;8;10;1;5;12;7;4;9;2;6;11;1;47468
1;47468;3;8;10;1;5;12;7;4;9;2;6;11
3;8;10;1;6;12;7;4;9;2;5;11;1;57154
1;57154;3;8;10;1;6;12;7;4;9;2;5;11
3;8;10;9;6;12;7;4;1;2;5;11;1;56982
1;56982;3;8;10;9;6;12;7;4;1;2;5;11
3;7;10;9;6;12;8;4;1;2;5;11;1;48026
1;48026;3;7;10;9;6;12;8;4;1;2;5;11
3;7;10;9;6;12;2;4;1;8;5;11;1;45914
1;45914;3;7;10;9;6;12;2;4;1;8;5;11
3;5;10;9;6;12;2;4;1;8;7;11;1;41238
1;41238;3;5;10;9;6;12;2;4;1;8;7;11
3;5;10;9;6;12;2;4;1;8;11;7;1;48416
1;48416;3;5;10;9;6;12;2;4;1;8;11;7
3;5;12;9;6;10;2;4;1;8;11;7;1;38508
1;38508;3;5;12;9;6;10;2;4;1;8;11;7
3;4;12;9;6;10;2;5;1;8;11;7;1;43720
1;43720;3;4;12;9;6;10;2;5;1;8;11;7
3;4;12;9;6;10;2;5;7;8;11;1;1;40662
1;40662;3;4;12;9;6;10;2;5;7;8;11;1
3;4;12;9;6;10;1;5;7;8;11;2;1;46986
1;46986;3;4;12;9;6;10;1;5;7;8;11;2
3;4;12;1;6;10;9;5;7;8;11;2;1;43072
2;43072;3;4;12;1;6;10;9;5;7;8;11;2
3;4;12;1;6;10;9;5;7;8;2;11;2;36902
2;36902;3;4;12;1;6;10;9;5;7;8;2;11
3;4;12;1;6;10;9;5;8;7;2;11;2;38114
2;38114;3;4;12;1;6;10;9;5;8;7;2;11
2;4;12;1;6;10;9;5;8;7;3;11;2;35216
2;35216;2;4;12;1;6;10;9;5;8;7;3;11
1;4;12;2;6;10;9;5;8;7;3;11;2;35980
2;35980;1;4;12;2;6;10;9;5;8;7;3;11
1;2;12;4;6;10;9;5;8;7;3;11;2;36616
2;36616;1;2;12;4;6;10;9;5;8;7;3;11
1;2;12;5;6;10;9;4;8;7;3;11;2;46294
2;36616;1;2;12;4;6;10;9;5;8;7;3;11
1;12;2;4;6;10;9;5;8;7;3;11;2;54000
2;54000;1;12;2;4;6;10;9;5;8;7;3;11
1;3;2;4;6;10;9;5;8;7;12;11;2;43032
2;43032;1;3;2;4;6;10;9;5;8;7;12;11
1;3;2;4;6;8;9;5;10;7;12;11;2;44260
2;44260;1;3;2;4;6;8;9;5;10;7;12;11
1;3;2;7;6;8;9;5;10;4;12;11;2;61262
2;61262;1;3;2;7;6;8;9;5;10;4;12;11
1;3;7;2;6;8;9;5;10;4;12;11;2;59244
2;59244;1;3;7;2;6;8;9;5;10;4;12;11
