"X1";"X6109643";"X7";"X20";"X5";"X18";"X1.1";"X14";"X25";"X23";"X26";"X17";"X8";"X22";"X2";"X15";"X3";"X11";"X10";"X13";"X12";"X6";"X24";"X9";"X4";"X16";"X19";"X21"
1;6109643;7;20;5;18;1;14;25;23;26;17;8;22;2;15;3;11;10;13;12;6;24;9;4;16;19;21
7;20;5;18;1;14;13;23;26;17;8;22;2;15;3;11;10;25;12;6;24;9;4;16;19;21;1;6121938
1;6121938;7;20;5;18;1;14;13;23;26;17;8;22;2;15;3;11;10;25;12;6;24;9;4;16;19;21
7;20;5;18;1;14;13;23;26;17;8;22;4;15;3;11;10;25;12;6;24;9;2;16;19;21;1;6114918
1;6114918;7;20;5;18;1;14;13;23;26;17;8;22;4;15;3;11;10;25;12;6;24;9;2;16;19;21
7;20;25;18;1;14;13;23;26;17;8;22;4;15;3;11;10;5;12;6;24;9;2;16;19;21;1;5852817
1;5852817;7;20;25;18;1;14;13;23;26;17;8;22;4;15;3;11;10;5;12;6;24;9;2;16;19;21
7;20;25;18;1;5;13;23;26;17;8;22;4;15;3;11;10;14;12;6;24;9;2;16;19;21;1;5823281
1;5823281;7;20;25;18;1;5;13;23;26;17;8;22;4;15;3;11;10;14;12;6;24;9;2;16;19;21
7;20;25;18;1;5;19;23;26;17;8;22;4;15;3;11;10;14;12;6;24;9;2;16;13;21;1;5799579
1;5799579;7;20;25;18;1;5;19;23;26;17;8;22;4;15;3;11;10;14;12;6;24;9;2;16;13;21
7;20;25;18;6;5;19;23;26;17;8;22;4;15;3;11;10;14;12;1;24;9;2;16;13;21;1;5816031
1;5816031;7;20;25;18;6;5;19;23;26;17;8;22;4;15;3;11;10;14;12;1;24;9;2;16;13;21
7;20;25;18;6;5;19;23;26;17;8;22;4;2;3;11;10;14;12;1;24;9;15;16;13;21;1;5844674
1;5844674;7;20;25;18;6;5;19;23;26;17;8;22;4;2;3;11;10;14;12;1;24;9;15;16;13;21
7;20;25;18;6;5;19;23;26;15;8;22;4;2;3;11;10;14;12;1;24;9;17;16;13;21;1;5799316
1;5799316;7;20;25;18;6;5;19;23;26;15;8;22;4;2;3;11;10;14;12;1;24;9;17;16;13;21
7;20;25;18;6;5;19;26;23;15;8;22;4;2;3;11;10;14;12;1;24;9;17;16;13;21;1;5799096
1;5799096;7;20;25;18;6;5;19;26;23;15;8;22;4;2;3;11;10;14;12;1;24;9;17;16;13;21
7;20;6;18;25;5;19;26;23;15;8;22;4;2;3;11;10;14;12;1;24;9;17;16;13;21;1;5800569
1;5800569;7;20;6;18;25;5;19;26;23;15;8;22;4;2;3;11;10;14;12;1;24;9;17;16;13;21
7;20;2;18;25;5;19;26;23;15;8;22;4;6;3;11;10;14;12;1;24;9;17;16;13;21;1;5803149
1;5803149;7;20;2;18;25;5;19;26;23;15;8;22;4;6;3;11;10;14;12;1;24;9;17;16;13;21
7;20;2;4;25;5;19;26;23;15;8;22;18;6;3;11;10;14;12;1;24;9;17;16;13;21;1;5769010
1;5769010;7;20;2;4;25;5;19;26;23;15;8;22;18;6;3;11;10;14;12;1;24;9;17;16;13;21
13;20;2;4;25;5;19;26;23;15;8;22;18;6;3;11;10;14;12;1;24;9;17;16;7;21;1;5844752
1;5844752;13;20;2;4;25;5;19;26;23;15;8;22;18;6;3;11;10;14;12;1;24;9;17;16;7;21
13;20;2;4;25;5;19;26;23;15;8;10;18;6;3;11;22;14;12;1;24;9;17;16;7;21;1;5858224
1;5858224;13;20;2;4;25;5;19;26;23;15;8;10;18;6;3;11;22;14;12;1;24;9;17;16;7;21
13;20;2;4;25;5;19;26;23;15;8;6;18;10;3;11;22;14;12;1;24;9;17;16;7;21;1;5857998
1;5857998;13;20;2;4;25;5;19;26;23;15;8;6;18;10;3;11;22;14;12;1;24;9;17;16;7;21
13;20;2;4;25;5;19;26;1;15;8;6;18;10;3;11;22;14;12;23;24;9;17;16;7;21;1;5822657
1;5822657;13;20;2;4;25;5;19;26;1;15;8;6;18;10;3;11;22;14;12;23;24;9;17;16;7;21
13;20;2;4;25;5;19;26;1;15;8;6;18;10;3;11;22;14;12;23;24;9;17;16;21;7;1;5822657
1;5822657;13;20;2;4;25;5;19;26;1;15;8;6;18;10;3;11;22;14;12;23;24;9;17;16;21;7
13;20;2;4;25;5;19;26;1;15;8;6;18;10;3;11;22;14;12;9;24;23;17;16;21;7;1;5830880
1;5830880;13;20;2;4;25;5;19;26;1;15;8;6;18;10;3;11;22;14;12;9;24;23;17;16;21;7
13;20;2;4;25;5;19;26;1;15;23;6;18;10;3;11;22;14;12;9;24;8;17;16;21;7;1;5901903
1;5901903;13;20;2;4;25;5;19;26;1;15;23;6;18;10;3;11;22;14;12;9;24;8;17;16;21;7
13;20;4;2;25;5;19;26;1;15;23;6;18;10;3;11;22;14;12;9;24;8;17;16;21;7;1;5900543
2;5900543;13;20;4;2;25;5;19;26;1;15;23;6;18;10;3;11;22;14;12;9;24;8;17;16;21;7
13;20;4;2;25;5;19;26;1;23;15;6;18;10;3;11;22;14;12;9;24;8;17;16;21;7;2;5899487
2;5899487;13;20;4;2;25;5;19;26;1;23;15;6;18;10;3;11;22;14;12;9;24;8;17;16;21;7
13;20;4;2;25;5;19;26;1;23;15;6;18;8;3;11;22;14;12;9;24;10;17;16;21;7;2;5860144
2;5860144;13;20;4;2;25;5;19;26;1;23;15;6;18;8;3;11;22;14;12;9;24;10;17;16;21;7
13;20;4;2;25;5;19;26;9;23;15;6;18;8;3;11;22;14;12;1;24;10;17;16;21;7;2;5894518
2;5894518;13;20;4;2;25;5;19;26;9;23;15;6;18;8;3;11;22;14;12;1;24;10;17;16;21;7
13;20;10;2;25;5;19;26;9;23;15;6;18;8;3;11;22;14;12;1;24;4;17;16;21;7;2;5898130
2;5898130;13;20;10;2;25;5;19;26;9;23;15;6;18;8;3;11;22;14;12;1;24;4;17;16;21;7
13;20;10;15;25;5;19;26;9;23;2;6;18;8;3;11;22;14;12;1;24;4;17;16;21;7;2;5915217
2;5915217;13;20;10;15;25;5;19;26;9;23;2;6;18;8;3;11;22;14;12;1;24;4;17;16;21;7
13;3;10;15;25;5;19;26;9;23;2;6;18;8;20;11;22;14;12;1;24;4;17;16;21;7;2;5874671
2;5874671;13;3;10;15;25;5;19;26;9;23;2;6;18;8;20;11;22;14;12;1;24;4;17;16;21;7
11;3;10;15;25;5;19;26;9;23;2;6;18;8;20;13;22;14;12;1;24;4;17;16;21;7;2;5883115
2;5883115;11;3;10;15;25;5;19;26;9;23;2;6;18;8;20;13;22;14;12;1;24;4;17;16;21;7
11;3;10;15;25;5;19;26;4;23;2;6;18;8;20;13;22;14;12;1;24;9;17;16;21;7;2;5857231
2;5857231;11;3;10;15;25;5;19;26;4;23;2;6;18;8;20;13;22;14;12;1;24;9;17;16;21;7
11;3;10;15;4;5;19;26;25;23;2;6;18;8;20;13;22;14;12;1;24;9;17;16;21;7;2;5840699
2;5840699;11;3;10;15;4;5;19;26;25;23;2;6;18;8;20;13;22;14;12;1;24;9;17;16;21;7
11;3;23;15;4;5;19;26;25;10;2;6;18;8;20;13;22;14;12;1;24;9;17;16;21;7;2;5853653
2;5853653;11;3;23;15;4;5;19;26;25;10;2;6;18;8;20;13;22;14;12;1;24;9;17;16;21;7
11;3;23;15;4;5;19;9;25;10;2;6;18;8;20;13;22;14;12;1;24;26;17;16;21;7;2;5897328
2;5897328;11;3;23;15;4;5;19;9;25;10;2;6;18;8;20;13;22;14;12;1;24;26;17;16;21;7
11;3;23;15;4;5;10;9;25;19;2;6;18;8;20;13;22;14;12;1;24;26;17;16;21;7;2;5881944
2;5881944;11;3;23;15;4;5;10;9;25;19;2;6;18;8;20;13;22;14;12;1;24;26;17;16;21;7
11;3;9;15;4;5;10;23;25;19;2;6;18;8;20;13;22;14;12;1;24;26;17;16;21;7;2;5802944
2;5802944;11;3;9;15;4;5;10;23;25;19;2;6;18;8;20;13;22;14;12;1;24;26;17;16;21;7
11;18;9;15;4;5;10;23;25;19;2;6;3;8;20;13;22;14;12;1;24;26;17;16;21;7;2;5843341
2;5843341;11;18;9;15;4;5;10;23;25;19;2;6;3;8;20;13;22;14;12;1;24;26;17;16;21;7
11;18;9;15;4;3;10;23;25;19;2;6;5;8;20;13;22;14;12;1;24;26;17;16;21;7;2;5815162
2;5815162;11;18;9;15;4;3;10;23;25;19;2;6;5;8;20;13;22;14;12;1;24;26;17;16;21;7
11;18;9;15;4;3;10;23;25;19;2;6;5;8;20;13;22;14;12;1;24;26;16;17;21;7;2;5815162
2;5815162;11;18;9;15;4;3;10;23;25;19;2;6;5;8;20;13;22;14;12;1;24;26;16;17;21;7
15;18;9;11;4;3;10;23;25;19;2;6;5;8;20;13;22;14;12;1;24;26;16;17;21;7;2;5807140
2;5807140;15;18;9;11;4;3;10;23;25;19;2;6;5;8;20;13;22;14;12;1;24;26;16;17;21;7
15;18;9;11;19;3;10;23;25;4;2;6;5;8;20;13;22;14;12;1;24;26;16;17;21;7;2;5861171
2;5861171;15;18;9;11;19;3;10;23;25;4;2;6;5;8;20;13;22;14;12;1;24;26;16;17;21;7
15;18;9;11;19;6;10;23;25;4;2;3;5;8;20;13;22;14;12;1;24;26;16;17;21;7;2;5860873
2;5860873;15;18;9;11;19;6;10;23;25;4;2;3;5;8;20;13;22;14;12;1;24;26;16;17;21;7
15;18;9;11;19;6;10;23;25;4;2;3;5;8;20;13;22;14;12;1;24;7;16;17;21;26;2;5899961
3;5899961;15;18;9;11;19;6;10;23;25;4;2;3;5;8;20;13;22;14;12;1;24;7;16;17;21;26
15;14;9;11;19;6;10;23;25;4;2;3;5;8;20;13;22;18;12;1;24;7;16;17;21;26;3;5916746
3;5916746;15;14;9;11;19;6;10;23;25;4;2;3;5;8;20;13;22;18;12;1;24;7;16;17;21;26
15;14;9;11;19;6;10;23;25;4;2;3;5;8;26;13;22;18;12;1;24;7;16;17;21;20;3;5847559
3;5847559;15;14;9;11;19;6;10;23;25;4;2;3;5;8;26;13;22;18;12;1;24;7;16;17;21;20
9;14;15;11;19;6;10;23;25;4;2;3;5;8;26;13;22;18;12;1;24;7;16;17;21;20;3;5802073
3;5802073;9;14;15;11;19;6;10;23;25;4;2;3;5;8;26;13;22;18;12;1;24;7;16;17;21;20
9;14;15;11;19;6;10;23;25;4;2;3;5;18;26;13;22;8;12;1;24;7;16;17;21;20;3;5816486
3;5816486;9;14;15;11;19;6;10;23;25;4;2;3;5;18;26;13;22;8;12;1;24;7;16;17;21;20
9;14;15;11;19;6;10;23;25;4;2;3;5;18;26;13;22;20;12;1;24;7;16;17;21;8;3;5786433
3;5786433;9;14;15;11;19;6;10;23;25;4;2;3;5;18;26;13;22;20;12;1;24;7;16;17;21;8
9;14;15;11;19;6;10;23;25;4;2;3;5;18;26;13;22;20;12;8;24;7;16;17;21;1;3;5872227
3;5872227;9;14;15;11;19;6;10;23;25;4;2;3;5;18;26;13;22;20;12;8;24;7;16;17;21;1
9;14;15;11;19;20;10;23;25;4;2;3;5;18;26;13;22;6;12;8;24;7;16;17;21;1;3;5891772
3;5891772;9;14;15;11;19;20;10;23;25;4;2;3;5;18;26;13;22;6;12;8;24;7;16;17;21;1
9;16;15;11;19;20;10;23;25;4;2;3;5;18;26;13;22;6;12;8;24;7;14;17;21;1;3;5947103
3;5947103;9;16;15;11;19;20;10;23;25;4;2;3;5;18;26;13;22;6;12;8;24;7;14;17;21;1
10;16;15;11;19;20;9;23;25;4;2;3;5;18;26;13;22;6;12;8;24;7;14;17;21;1;3;5873578
3;5873578;10;16;15;11;19;20;9;23;25;4;2;3;5;18;26;13;22;6;12;8;24;7;14;17;21;1
10;16;15;11;19;20;9;23;25;4;2;3;26;18;5;13;22;6;12;8;24;7;14;17;21;1;3;6025727
3;6025727;10;16;15;11;19;20;9;23;25;4;2;3;26;18;5;13;22;6;12;8;24;7;14;17;21;1
10;16;15;11;19;20;9;23;25;4;2;3;26;18;22;13;5;6;12;8;24;7;14;17;21;1;3;5867362
3;5867362;10;16;15;11;19;20;9;23;25;4;2;3;26;18;22;13;5;6;12;8;24;7;14;17;21;1
