"X24";"X32";"X5";"X9";"X7";"X10";"X13";"X27";"X31";"X16";"X1";"X11";"X25";"X3";"X4";"X22";"X23";"X19";"X29";"X14";"X20";"X26";"X2";"X8";"X30";"X21";"X18";"X12";"X17";"X6";"X15";"X28";"generation"
24;32;5;9;7;10;13;27;31;16;1;11;25;3;4;22;23;19;29;14;20;15;2;8;30;21;18;12;17;6;26;28;1
24;32;5;9;7;10;13;27;31;16;1;11;25;3;4;22;23;19;29;14;20;26;2;8;30;21;18;12;17;6;15;28;1
22;26;32;4;13;14;8;29;12;28;6;19;20;25;2;21;5;16;24;31;7;15;1;30;17;18;9;11;3;27;23;10;1
29;17;8;15;5;27;23;26;13;28;6;19;20;25;2;32;11;30;24;16;7;9;31;18;14;3;1;4;22;21;12;10;1
24;25;10;13;5;27;11;9;31;28;32;16;7;3;4;22;23;19;29;14;20;26;2;8;30;21;18;12;17;6;15;1;1
29;32;5;26;20;10;13;27;2;19;1;23;25;21;4;22;11;30;24;16;7;9;31;18;14;3;8;12;17;6;15;28;1
29;17;10;15;5;27;23;3;12;28;6;19;20;25;2;21;11;30;24;16;7;9;31;18;14;26;1;4;22;32;13;8;1
29;17;10;15;5;27;23;26;12;28;6;19;20;25;2;21;11;30;24;16;7;9;31;18;14;3;1;4;22;32;13;8;1
10;1;6;18;11;26;22;3;29;23;9;4;24;8;17;27;5;16;20;31;2;15;19;21;14;12;32;28;30;13;7;25;1
6;13;32;25;28;14;4;19;5;20;2;15;27;16;17;24;29;8;23;22;9;26;1;30;7;18;31;11;3;21;12;10;1
6;29;32;25;28;14;8;19;23;13;22;24;26;4;7;27;5;16;20;31;2;15;1;30;17;18;9;11;3;21;12;10;1
6;29;32;25;28;14;8;19;23;13;18;24;26;4;7;27;5;16;20;31;2;15;1;30;17;22;9;11;3;21;12;10;1
6;1;32;25;28;31;30;16;5;13;27;24;15;4;7;22;23;19;29;14;20;26;2;8;17;18;9;11;3;21;12;10;1
24;32;5;6;7;10;13;27;31;16;1;15;25;30;4;22;23;19;29;14;20;26;2;8;17;18;9;11;3;21;12;28;1
6;29;32;25;28;14;8;19;23;13;22;24;15;4;7;27;5;16;20;31;2;26;1;30;17;18;9;11;3;21;12;10;1
6;29;32;25;28;14;8;19;23;13;22;24;26;4;7;27;5;16;20;31;2;15;1;30;17;18;9;11;3;21;12;10;1
24;32;5;9;7;10;13;27;31;16;1;23;25;3;4;21;11;30;29;14;20;26;2;8;19;22;18;12;17;6;15;28;1
29;17;10;15;5;27;23;26;7;28;6;19;20;25;2;3;11;14;24;16;12;9;31;8;30;21;18;4;22;32;13;1;1
29;14;10;15;5;27;23;26;12;28;6;19;20;25;2;21;11;3;24;16;7;31;1;30;17;18;9;4;22;32;13;8;1
6;29;32;4;28;14;8;19;23;13;22;26;20;25;2;21;11;30;24;16;7;9;31;1;17;18;15;5;3;27;12;10;1
29;17;32;15;5;27;23;26;12;28;6;19;20;25;2;21;11;30;24;22;7;9;31;18;14;3;13;4;16;10;1;8;1
20;19;28;29;2;26;6;25;15;21;23;5;10;12;17;27;11;30;24;16;7;9;31;18;14;3;1;4;22;32;13;8;1
24;32;5;9;7;16;13;11;12;10;31;6;23;1;4;22;25;19;29;14;20;26;2;8;30;21;18;3;17;27;15;28;1
12;6;17;9;7;10;13;27;31;16;1;11;25;3;18;22;23;19;29;14;20;26;2;8;30;4;15;28;5;21;32;24;1
24;32;5;9;7;10;13;27;31;16;1;11;25;3;4;22;23;19;29;14;20;26;2;8;30;21;18;12;17;6;15;28;1
24;32;5;9;7;10;13;27;31;16;1;11;25;3;4;22;23;6;29;14;20;26;2;8;30;21;18;12;17;19;15;28;1
29;17;10;15;5;27;23;26;12;28;6;19;20;25;2;21;11;30;24;16;7;9;31;18;14;3;1;4;22;32;13;8;1
29;17;10;15;5;27;23;26;12;28;6;19;20;25;2;21;11;30;24;16;7;9;31;18;14;3;1;4;22;32;13;8;1
6;29;21;25;28;17;8;19;23;12;15;20;26;11;2;27;5;30;24;16;7;9;31;18;14;3;1;4;22;32;13;10;1
29;17;10;15;5;27;23;26;13;28;6;19;20;25;2;32;4;30;24;16;7;9;31;18;14;22;1;11;3;21;12;8;1
24;32;5;9;7;10;13;27;31;16;1;11;25;3;12;17;23;19;29;14;20;26;2;8;30;21;18;4;22;6;15;28;1
29;17;10;15;5;27;23;9;12;28;6;19;7;25;31;21;11;30;24;16;20;26;2;8;14;3;1;4;22;32;13;18;1
20;19;3;31;9;26;11;25;15;21;23;14;32;12;16;22;7;8;24;27;10;13;29;30;5;28;18;4;17;6;1;2;1
29;32;5;9;23;10;26;14;31;16;1;11;25;12;17;22;7;8;24;27;6;13;2;19;30;21;18;3;4;20;15;28;1
3;27;9;17;28;5;15;11;12;10;31;6;23;1;18;25;32;19;29;14;20;26;2;8;30;4;13;7;16;21;22;24;1
8;14;20;9;7;10;18;27;31;16;1;11;25;2;21;22;23;19;29;32;5;4;3;24;26;30;13;12;17;6;15;28;1
