"X1";"X25818";"X3";"X11";"X9";"X8";"X5";"X12";"X2";"X1.1";"X6";"X7";"X4";"X10"
1;25818;3;11;9;8;5;12;2;1;6;7;4;10
3;11;9;8;5;6;2;1;12;7;4;10;1;26884
1;26884;3;11;9;8;5;6;2;1;12;7;4;10
3;11;9;8;5;6;2;4;12;7;1;10;1;33224
1;26884;3;11;9;8;5;6;2;1;12;7;4;10
3;11;9;8;5;6;2;12;1;7;4;10;1;27442
1;27442;3;11;9;8;5;6;2;12;1;7;4;10
3;11;9;1;5;6;2;12;8;7;4;10;1;27668
1;27668;3;11;9;1;5;6;2;12;8;7;4;10
3;7;9;1;5;6;2;12;8;11;4;10;1;46002
1;27668;3;11;9;1;5;6;2;12;8;7;4;10
3;11;9;1;5;10;2;12;8;7;4;6;1;46192
1;27668;3;11;9;1;5;6;2;12;8;7;4;10
3;11;9;1;5;6;2;8;12;7;4;10;1;39420
1;39420;3;11;9;1;5;6;2;8;12;7;4;10
3;11;9;1;2;6;5;8;12;7;4;10;1;46970
1;46970;3;11;9;1;2;6;5;8;12;7;4;10
3;11;9;1;2;5;6;8;12;7;4;10;1;45958
1;45958;3;11;9;1;2;5;6;8;12;7;4;10
3;11;9;1;2;12;6;8;5;7;4;10;1;48710
1;48710;3;11;9;1;2;12;6;8;5;7;4;10
3;11;9;1;2;12;6;4;5;7;8;10;1;37670
1;37670;3;11;9;1;2;12;6;4;5;7;8;10
3;11;9;2;1;12;6;4;5;7;8;10;1;36910
1;36910;3;11;9;2;1;12;6;4;5;7;8;10
3;6;9;2;1;12;11;4;5;7;8;10;1;47518
1;47518;3;6;9;2;1;12;11;4;5;7;8;10
7;6;9;2;1;12;11;4;5;3;8;10;1;39710
1;39710;7;6;9;2;1;12;11;4;5;3;8;10
6;7;9;2;1;12;11;4;5;3;8;10;1;47004
1;47004;6;7;9;2;1;12;11;4;5;3;8;10
3;7;9;2;1;12;11;4;5;6;8;10;1;37680
1;37680;3;7;9;2;1;12;11;4;5;6;8;10
3;7;9;2;1;12;11;4;5;10;8;6;1;44592
1;44592;3;7;9;2;1;12;11;4;5;10;8;6
3;7;9;11;1;12;2;4;5;10;8;6;1;43510
1;43510;3;7;9;11;1;12;2;4;5;10;8;6
3;7;9;11;10;12;2;4;5;1;8;6;1;41220
1;41220;3;7;9;11;10;12;2;4;5;1;8;6
3;7;9;11;10;12;2;4;6;1;8;5;1;41682
2;41682;3;7;9;11;10;12;2;4;6;1;8;5
3;1;9;11;10;12;2;4;6;7;8;5;2;51014
2;51014;3;1;9;11;10;12;2;4;6;7;8;5
3;1;9;11;4;12;2;10;6;7;8;5;2;41718
2;41718;3;1;9;11;4;12;2;10;6;7;8;5
3;4;9;11;1;12;2;10;6;7;8;5;2;36856
2;36856;3;4;9;11;1;12;2;10;6;7;8;5
4;3;9;11;1;12;2;10;6;7;8;5;2;30580
2;30580;4;3;9;11;1;12;2;10;6;7;8;5
4;6;9;11;1;12;2;10;3;7;8;5;2;24552
2;24552;4;6;9;11;1;12;2;10;3;7;8;5
4;6;9;11;10;12;2;1;3;7;8;5;2;26540
2;26540;4;6;9;11;10;12;2;1;3;7;8;5
4;6;9;11;2;12;10;1;3;7;8;5;2;26930
2;26930;4;6;9;11;2;12;10;1;3;7;8;5
4;6;9;11;2;12;10;1;3;7;5;8;2;29454
2;29454;4;6;9;11;2;12;10;1;3;7;5;8
4;6;7;11;2;12;10;1;3;9;5;8;2;35192
2;35192;4;6;7;11;2;12;10;1;3;9;5;8
4;6;7;1;2;12;10;11;3;9;5;8;2;27084
2;27084;4;6;7;1;2;12;10;11;3;9;5;8
4;6;7;1;9;12;10;11;3;2;5;8;2;37452
2;37452;4;6;7;1;9;12;10;11;3;2;5;8
4;6;7;5;9;12;10;11;3;2;1;8;2;43086
2;43086;4;6;7;5;9;12;10;11;3;2;1;8
11;6;7;5;9;12;10;4;3;2;1;8;2;28482
2;28482;11;6;7;5;9;12;10;4;3;2;1;8
1;6;7;5;9;12;10;4;3;2;11;8;2;46426
2;28482;11;6;7;5;9;12;10;4;3;2;1;8
11;6;5;7;9;12;10;4;3;2;1;8;2;31572
2;31572;11;6;5;7;9;12;10;4;3;2;1;8
11;6;5;7;9;12;10;4;8;2;1;3;2;30076
2;30076;11;6;5;7;9;12;10;4;8;2;1;3
11;6;3;7;9;12;10;4;8;2;1;5;2;32350
