"X19";"X7";"X4";"X22";"X10";"X11";"X25";"X27";"X30";"X13";"X23";"X31";"X15";"X28";"X17";"X3";"X26";"X18";"X20";"X21";"X14";"X12";"X5";"X32";"X8";"X24";"X29";"X1";"X16";"X9";"X6";"X2";"generation"
19;7;4;22;10;11;25;27;30;13;23;31;15;28;17;3;26;18;20;21;14;12;5;32;8;24;29;1;16;9;6;2;1
25;11;1;31;15;19;7;30;9;18;23;3;26;2;22;28;27;4;20;21;14;17;5;32;8;24;10;29;16;12;6;13;1
25;11;1;31;15;19;7;30;9;18;23;3;27;2;6;28;26;4;20;21;14;12;5;32;8;24;10;29;16;17;22;13;1
19;7;4;22;1;11;20;27;30;13;23;31;15;28;9;3;26;18;25;21;14;12;5;32;8;24;29;10;17;16;6;2;1
28;9;15;27;3;18;1;22;12;26;8;6;20;10;23;16;7;2;21;24;13;4;31;29;25;11;5;30;14;17;19;32;1
27;3;19;9;23;18;1;22;12;26;8;6;14;4;15;24;10;2;21;16;13;25;31;29;7;11;5;30;20;17;32;28;1
25;11;1;31;15;19;7;30;9;18;23;3;27;2;6;28;26;4;20;21;14;12;5;32;8;24;29;10;17;16;22;13;1
25;11;1;31;3;19;7;30;9;18;23;15;27;2;6;28;26;4;20;21;14;12;5;32;8;24;29;10;17;16;22;13;1
28;9;23;27;3;18;31;22;12;26;8;6;14;4;15;24;10;29;21;16;5;7;1;2;17;25;13;30;20;11;19;32;1
14;24;4;10;26;11;7;18;31;32;9;5;16;28;23;6;8;12;29;21;15;3;1;2;22;25;13;30;20;17;19;27;1
2;15;7;9;22;27;4;26;17;8;6;31;1;29;12;19;11;3;10;30;32;14;28;5;13;16;25;20;21;18;24;23;1
19;7;4;22;10;11;20;27;30;8;6;13;1;29;12;24;26;14;25;17;18;9;15;5;31;3;32;28;16;21;23;2;1
19;7;18;6;1;11;25;27;30;2;23;31;15;28;9;3;26;4;20;21;14;12;5;32;8;24;29;10;17;16;22;13;1
