"X1";"X37292";"X4";"X3";"X9";"X1.1";"X5";"X8";"X12";"X7";"X6";"X2";"X11";"X10"
1;37292;4;3;9;1;5;8;12;7;6;2;11;10
4;6;9;1;5;8;12;7;3;2;11;10;1;36890
1;36890;4;6;9;1;5;8;12;7;3;2;11;10
3;6;9;1;5;8;12;7;4;2;11;10;1;47740
1;36890;4;6;9;1;5;8;12;7;3;2;11;10
4;6;9;1;5;8;10;7;3;2;11;12;1;37910
1;37910;4;6;9;1;5;8;10;7;3;2;11;12
4;6;2;1;5;8;10;7;3;9;11;12;1;37408
1;37408;4;6;2;1;5;8;10;7;3;9;11;12
4;5;2;1;6;8;10;7;3;9;11;12;1;40446
1;40446;4;5;2;1;6;8;10;7;3;9;11;12
4;5;2;1;6;10;8;7;3;9;11;12;1;39916
1;39916;4;5;2;1;6;10;8;7;3;9;11;12
2;5;4;1;6;10;8;7;3;9;11;12;1;42328
1;42328;2;5;4;1;6;10;8;7;3;9;11;12
2;5;8;1;6;10;4;7;3;9;11;12;1;44372
1;44372;2;5;8;1;6;10;4;7;3;9;11;12
2;5;8;1;6;10;4;7;3;11;9;12;1;48164
1;48164;2;5;8;1;6;10;4;7;3;11;9;12
2;1;8;5;6;10;4;7;3;11;9;12;1;41104
1;41104;2;1;8;5;6;10;4;7;3;11;9;12
2;1;8;5;6;7;4;10;3;11;9;12;1;40106
1;40106;2;1;8;5;6;7;4;10;3;11;9;12
4;1;8;5;6;7;2;10;3;11;9;12;1;35704
1;35704;4;1;8;5;6;7;2;10;3;11;9;12
4;5;8;1;6;7;2;10;3;11;9;12;1;43978
1;43978;4;5;8;1;6;7;2;10;3;11;9;12
4;5;8;1;6;7;2;10;3;9;11;12;1;43066
1;43066;4;5;8;1;6;7;2;10;3;9;11;12
4;5;11;1;6;7;2;10;3;9;8;12;1;46230
1;46230;4;5;11;1;6;7;2;10;3;9;8;12
9;5;11;1;6;7;2;10;3;4;8;12;1;48040
1;48040;9;5;11;1;6;7;2;10;3;4;8;12
9;5;11;1;6;7;2;10;3;12;8;4;1;55336
1;48040;9;5;11;1;6;7;2;10;3;4;8;12
9;5;11;1;3;7;2;10;6;4;8;12;1;50144
1;50144;9;5;11;1;3;7;2;10;6;4;8;12
9;5;11;1;3;10;2;7;6;4;8;12;1;51164
1;51164;9;5;11;1;3;10;2;7;6;4;8;12
9;5;11;1;3;7;2;10;6;4;8;12;1;50144
2;50144;9;5;11;1;3;7;2;10;6;4;8;12
2;5;11;1;3;7;9;10;6;4;8;12;2;49750
2;49750;2;5;11;1;3;7;9;10;6;4;8;12
2;5;11;1;3;7;10;9;6;4;8;12;2;48258
2;48258;2;5;11;1;3;7;10;9;6;4;8;12
2;5;11;1;10;7;3;9;6;4;8;12;2;44932
2;44932;2;5;11;1;10;7;3;9;6;4;8;12
2;5;8;1;10;7;3;9;6;4;11;12;2;42506
2;42506;2;5;8;1;10;7;3;9;6;4;11;12
2;3;8;1;10;7;5;9;6;4;11;12;2;46850
2;46850;2;3;8;1;10;7;5;9;6;4;11;12
2;3;8;1;7;10;5;9;6;4;11;12;2;46090
2;46090;2;3;8;1;7;10;5;9;6;4;11;12
2;3;8;1;7;10;5;6;9;4;11;12;2;43924
2;43924;2;3;8;1;7;10;5;6;9;4;11;12
2;9;8;1;7;10;5;6;3;4;11;12;2;38476
2;38476;2;9;8;1;7;10;5;6;3;4;11;12
2;9;8;1;7;4;5;6;3;10;11;12;2;41782
2;38476;2;9;8;1;7;10;5;6;3;4;11;12
2;6;8;1;7;10;5;9;3;4;11;12;2;45304
2;45304;2;6;8;1;7;10;5;9;3;4;11;12
2;6;8;1;7;3;5;9;10;4;11;12;2;53800
2;53800;2;6;8;1;7;3;5;9;10;4;11;12
10;6;8;1;7;3;5;9;2;4;11;12;2;49798
2;49798;10;6;8;1;7;3;5;9;2;4;11;12
3;6;8;1;7;10;5;9;2;4;11;12;2;56736
2;56736;3;6;8;1;7;10;5;9;2;4;11;12
3;9;8;1;7;10;5;6;2;4;11;12;2;49008
2;49008;3;9;8;1;7;10;5;6;2;4;11;12
3;9;8;1;7;10;2;6;5;4;11;12;2;47208
2;47208;3;9;8;1;7;10;2;6;5;4;11;12
8;9;3;1;7;10;2;6;5;4;11;12;2;45022
2;45022;8;9;3;1;7;10;2;6;5;4;11;12
8;9;3;1;7;10;2;12;5;4;11;6;2;52548
2;52548;8;9;3;1;7;10;2;12;5;4;11;6
8;4;3;1;7;10;2;12;5;9;11;6;2;40952
2;40952;8;4;3;1;7;10;2;12;5;9;11;6
8;4;10;1;7;3;2;12;5;9;11;6;2;34336
2;34336;8;4;10;1;7;3;2;12;5;9;11;6
8;4;10;1;9;3;2;12;5;7;11;6;2;36042
3;36042;8;4;10;1;9;3;2;12;5;7;11;6
8;4;10;1;11;3;2;12;5;7;9;6;3;37666
3;37666;8;4;10;1;11;3;2;12;5;7;9;6
8;4;2;1;11;3;10;12;5;7;9;6;3;37386
3;37386;8;4;2;1;11;3;10;12;5;7;9;6
8;4;2;1;11;3;10;7;5;12;9;6;3;32606
3;32606;8;4;2;1;11;3;10;7;5;12;9;6
8;6;2;1;11;3;10;7;5;12;9;4;3;52456
3;32606;8;4;2;1;11;3;10;7;5;12;9;6
8;9;2;1;11;3;10;7;5;12;4;6;3;42760
3;32606;8;4;2;1;11;3;10;7;5;12;9;6
8;11;2;1;4;3;10;7;5;12;9;6;3;36064
3;32606;8;4;2;1;11;3;10;7;5;12;9;6
8;4;2;1;10;3;11;7;5;12;9;6;3;34168
3;34168;8;4;2;1;10;3;11;7;5;12;9;6
8;4;2;1;10;3;9;7;5;12;11;6;3;27762
3;27762;8;4;2;1;10;3;9;7;5;12;11;6
11;4;2;1;10;3;9;7;5;12;8;6;3;39754
3;39754;11;4;2;1;10;3;9;7;5;12;8;6
11;4;3;1;10;2;9;7;5;12;8;6;3;44542
3;39754;11;4;2;1;10;3;9;7;5;12;8;6
11;8;2;1;10;3;9;7;5;12;4;6;3;41846
3;41846;11;8;2;1;10;3;9;7;5;12;4;6
7;8;2;1;10;3;9;11;5;12;4;6;3;44250
3;44250;7;8;2;1;10;3;9;11;5;12;4;6
7;8;2;1;12;3;9;11;5;10;4;6;3;57950
3;57950;7;8;2;1;12;3;9;11;5;10;4;6
7;12;2;1;8;3;9;11;5;10;4;6;3;53098
3;53098;7;12;2;1;8;3;9;11;5;10;4;6
5;12;2;1;8;3;9;11;7;10;4;6;3;56344
3;56344;5;12;2;1;8;3;9;11;7;10;4;6
5;12;2;1;8;6;9;11;7;10;4;3;3;51834
3;51834;5;12;2;1;8;6;9;11;7;10;4;3
5;12;6;1;8;2;9;11;7;10;4;3;3;49162
3;49162;5;12;6;1;8;2;9;11;7;10;4;3
5;9;6;1;8;2;12;11;7;10;4;3;3;48778
3;48778;5;9;6;1;8;2;12;11;7;10;4;3
5;9;6;1;8;2;12;3;7;10;4;11;3;50820
3;50820;5;9;6;1;8;2;12;3;7;10;4;11
5;9;6;4;8;2;12;3;7;10;1;11;3;50238
4;50238;5;9;6;4;8;2;12;3;7;10;1;11
5;9;6;4;8;7;12;3;2;10;1;11;4;51804
4;51804;5;9;6;4;8;7;12;3;2;10;1;11
5;9;6;4;11;7;12;3;2;10;1;8;4;45448
4;45448;5;9;6;4;11;7;12;3;2;10;1;8
8;9;6;4;11;7;12;3;2;10;1;5;4;38226
4;38226;8;9;6;4;11;7;12;3;2;10;1;5
8;9;6;4;11;7;12;3;5;10;1;2;4;41582
4;41582;8;9;6;4;11;7;12;3;5;10;1;2
8;9;6;4;12;7;11;3;5;10;1;2;4;45404
4;45404;8;9;6;4;12;7;11;3;5;10;1;2
2;9;6;4;12;7;11;3;5;10;1;8;4;37462
4;37462;2;9;6;4;12;7;11;3;5;10;1;8
2;10;6;4;12;7;11;3;5;9;1;8;4;38762
4;38762;2;10;6;4;12;7;11;3;5;9;1;8
2;10;6;4;12;11;7;3;5;9;1;8;4;54138
4;38762;2;10;6;4;12;7;11;3;5;9;1;8
2;10;6;4;12;7;11;3;9;5;1;8;4;27544
4;27544;2;10;6;4;12;7;11;3;9;5;1;8
2;10;6;4;12;1;11;3;9;5;7;8;4;26136
4;26136;2;10;6;4;12;1;11;3;9;5;7;8
2;4;6;10;12;1;11;3;9;5;7;8;4;26514
4;26514;2;4;6;10;12;1;11;3;9;5;7;8
8;4;6;10;12;1;11;3;9;5;7;2;4;34180
4;34180;8;4;6;10;12;1;11;3;9;5;7;2
8;4;12;10;6;1;11;3;9;5;7;2;4;32378
4;32378;8;4;12;10;6;1;11;3;9;5;7;2
8;4;12;5;6;1;11;3;9;10;7;2;4;39548
4;39548;8;4;12;5;6;1;11;3;9;10;7;2
2;4;12;5;6;1;11;3;9;10;7;8;4;38464
4;38464;2;4;12;5;6;1;11;3;9;10;7;8
2;4;12;1;6;5;11;3;9;10;7;8;4;47766
4;47766;2;4;12;1;6;5;11;3;9;10;7;8
2;4;12;1;6;5;11;3;9;8;7;10;4;48726
4;48726;2;4;12;1;6;5;11;3;9;8;7;10
2;4;12;1;5;6;11;3;9;8;7;10;4;37146
4;37146;2;4;12;1;5;6;11;3;9;8;7;10
2;4;12;1;3;6;11;5;9;8;7;10;4;28996
4;28996;2;4;12;1;3;6;11;5;9;8;7;10
2;1;12;4;3;6;11;5;9;8;7;10;4;39690
5;39690;2;1;12;4;3;6;11;5;9;8;7;10
2;1;12;4;3;5;11;6;9;8;7;10;5;41126
5;41126;2;1;12;4;3;5;11;6;9;8;7;10
2;1;4;12;3;5;11;6;9;8;7;10;5;43048
5;43048;2;1;4;12;3;5;11;6;9;8;7;10
2;9;4;12;3;5;11;6;1;8;7;10;5;44318
5;44318;2;9;4;12;3;5;11;6;1;8;7;10
2;9;4;12;3;5;11;6;1;7;8;10;5;53566
5;53566;2;9;4;12;3;5;11;6;1;7;8;10
2;9;4;12;3;5;11;6;1;8;7;10;5;44318
5;44318;2;9;4;12;3;5;11;6;1;8;7;10
2;9;6;12;3;5;11;4;1;8;7;10;5;38362
5;38362;2;9;6;12;3;5;11;4;1;8;7;10
2;9;6;12;3;5;11;4;1;10;7;8;5;39898
5;39898;2;9;6;12;3;5;11;4;1;10;7;8
2;9;12;6;3;5;11;4;1;10;7;8;5;43742
5;43742;2;9;12;6;3;5;11;4;1;10;7;8
1;9;12;6;3;5;11;4;2;10;7;8;5;53132
5;53132;1;9;12;6;3;5;11;4;2;10;7;8
3;9;12;6;1;5;11;4;2;10;7;8;5;51842
5;51842;3;9;12;6;1;5;11;4;2;10;7;8
3;9;12;6;4;5;11;1;2;10;7;8;5;43372
5;43372;3;9;12;6;4;5;11;1;2;10;7;8
3;9;12;6;4;7;11;1;2;10;5;8;5;39516
5;39516;3;9;12;6;4;7;11;1;2;10;5;8
3;9;2;6;4;7;11;1;12;10;5;8;5;40202
5;39516;3;9;12;6;4;7;11;1;2;10;5;8
3;7;12;6;4;9;11;1;2;10;5;8;5;37546
5;37546;3;7;12;6;4;9;11;1;2;10;5;8
3;7;11;6;4;9;12;1;2;10;5;8;5;35798
5;35798;3;7;11;6;4;9;12;1;2;10;5;8
3;7;10;6;4;9;12;1;2;11;5;8;5;44336
5;44336;3;7;10;6;4;9;12;1;2;11;5;8
3;7;10;6;4;9;2;1;12;11;5;8;5;41336
5;41336;3;7;10;6;4;9;2;1;12;11;5;8
3;7;10;1;4;9;2;6;12;11;5;8;5;31710
5;31710;3;7;10;1;4;9;2;6;12;11;5;8
7;3;10;1;4;9;2;6;12;11;5;8;5;36774
5;31710;3;7;10;1;4;9;2;6;12;11;5;8
3;7;10;1;4;11;2;6;12;9;5;8;5;44818
6;31710;3;7;10;1;4;9;2;6;12;11;5;8
11;7;10;1;4;9;2;6;12;3;5;8;6;57602
6;31710;3;7;10;1;4;9;2;6;12;11;5;8
3;7;10;1;6;9;2;4;12;11;5;8;6;51110
6;51110;3;7;10;1;6;9;2;4;12;11;5;8
3;7;10;1;8;9;2;4;12;11;5;6;6;47334
6;47334;3;7;10;1;8;9;2;4;12;11;5;6
3;7;10;1;9;8;2;4;12;11;5;6;6;56134
6;56134;3;7;10;1;9;8;2;4;12;11;5;6
3;7;10;1;8;9;2;4;12;11;5;6;6;47334
6;47334;3;7;10;1;8;9;2;4;12;11;5;6
4;7;10;1;8;9;2;3;12;11;5;6;6;39118
6;39118;4;7;10;1;8;9;2;3;12;11;5;6
4;6;10;1;8;9;2;3;12;11;5;7;6;37670
6;37670;4;6;10;1;8;9;2;3;12;11;5;7
4;6;10;1;8;9;2;3;5;11;12;7;6;37756
6;37756;4;6;10;1;8;9;2;3;5;11;12;7
4;6;10;1;5;9;2;3;8;11;12;7;6;42482
6;37756;4;6;10;1;8;9;2;3;5;11;12;7
4;6;10;1;8;5;2;3;9;11;12;7;6;39838
6;39838;4;6;10;1;8;5;2;3;9;11;12;7
4;6;10;9;8;5;2;3;1;11;12;7;6;43906
6;43906;4;6;10;9;8;5;2;3;1;11;12;7
2;6;10;9;8;5;4;3;1;11;12;7;6;55490
6;55490;2;6;10;9;8;5;4;3;1;11;12;7
2;6;10;9;5;8;4;3;1;11;12;7;6;54888
6;54888;2;6;10;9;5;8;4;3;1;11;12;7
12;6;10;9;5;8;4;3;1;11;2;7;6;46690
6;46690;12;6;10;9;5;8;4;3;1;11;2;7
12;6;10;9;5;8;1;3;4;11;2;7;6;45032
6;45032;12;6;10;9;5;8;1;3;4;11;2;7
12;6;10;9;5;11;1;3;4;8;2;7;6;39710
6;39710;12;6;10;9;5;11;1;3;4;8;2;7
12;6;3;9;5;11;1;10;4;8;2;7;6;30806
6;30806;12;6;3;9;5;11;1;10;4;8;2;7
8;6;3;9;5;11;1;10;4;12;2;7;6;41914
6;41914;8;6;3;9;5;11;1;10;4;12;2;7
8;6;3;9;4;11;1;10;5;12;2;7;6;45924
6;45924;8;6;3;9;4;11;1;10;5;12;2;7
8;6;10;9;4;11;1;3;5;12;2;7;6;38504
7;38504;8;6;10;9;4;11;1;3;5;12;2;7
8;6;10;9;12;11;1;3;5;4;2;7;7;34546
7;34546;8;6;10;9;12;11;1;3;5;4;2;7
8;6;10;9;12;5;1;3;11;4;2;7;7;45172
7;45172;8;6;10;9;12;5;1;3;11;4;2;7
8;6;10;11;12;5;1;3;9;4;2;7;7;41428
7;41428;8;6;10;11;12;5;1;3;9;4;2;7
8;6;10;1;12;5;11;3;9;4;2;7;7;45058
7;45058;8;6;10;1;12;5;11;3;9;4;2;7
8;6;10;1;12;5;4;3;9;11;2;7;7;50990
7;50990;8;6;10;1;12;5;4;3;9;11;2;7
8;6;5;1;12;10;4;3;9;11;2;7;7;50254
7;50254;8;6;5;1;12;10;4;3;9;11;2;7
8;6;10;1;12;5;4;3;9;11;2;7;7;50990
7;50990;8;6;10;1;12;5;4;3;9;11;2;7
8;6;10;1;3;5;4;12;9;11;2;7;7;43674
7;43674;8;6;10;1;3;5;4;12;9;11;2;7
8;2;10;1;3;5;4;12;9;11;6;7;7;52564
7;43674;8;6;10;1;3;5;4;12;9;11;2;7
8;6;10;1;3;5;9;12;4;11;2;7;7;44540
7;44540;8;6;10;1;3;5;9;12;4;11;2;7
8;6;10;3;1;5;9;12;4;11;2;7;7;43260
7;43260;8;6;10;3;1;5;9;12;4;11;2;7
8;6;10;3;1;5;7;12;4;11;2;9;7;39246
7;39246;8;6;10;3;1;5;7;12;4;11;2;9
8;6;7;3;1;5;10;12;4;11;2;9;7;39098
7;39098;8;6;7;3;1;5;10;12;4;11;2;9
7;6;8;3;1;5;10;12;4;11;2;9;7;45388
7;45388;7;6;8;3;1;5;10;12;4;11;2;9
7;6;8;2;1;5;10;12;4;11;3;9;7;43288
7;43288;7;6;8;2;1;5;10;12;4;11;3;9
7;6;8;2;1;5;10;12;11;4;3;9;7;57742
7;43288;7;6;8;2;1;5;10;12;4;11;3;9
11;6;8;2;1;5;10;12;4;7;3;9;7;33436
7;33436;11;6;8;2;1;5;10;12;4;7;3;9
6;11;8;2;1;5;10;12;4;7;3;9;7;25122
7;25122;6;11;8;2;1;5;10;12;4;7;3;9
6;11;8;2;1;9;10;12;4;7;3;5;7;28774
7;28774;6;11;8;2;1;9;10;12;4;7;3;5
6;11;8;2;1;12;10;9;4;7;3;5;7;23638
8;23638;6;11;8;2;1;12;10;9;4;7;3;5
1;11;8;2;6;12;10;9;4;7;3;5;8;30486
8;23638;6;11;8;2;1;12;10;9;4;7;3;5
6;11;8;2;1;12;10;7;4;9;3;5;8;30140
8;30140;6;11;8;2;1;12;10;7;4;9;3;5
6;11;8;2;1;5;10;7;4;9;3;12;8;24686
8;24686;6;11;8;2;1;5;10;7;4;9;3;12
6;11;8;2;1;12;10;7;4;9;3;5;8;30140
8;30140;6;11;8;2;1;12;10;7;4;9;3;5
6;10;8;2;1;12;11;7;4;9;3;5;8;51984
8;30140;6;11;8;2;1;12;10;7;4;9;3;5
6;11;8;9;1;12;10;7;4;2;3;5;8;29296
