"X9";"X4";"X7";"X6";"X3";"X8";"X10";"X11";"X12";"X1";"X5";"X2";"generation"
9;4;7;6;3;8;10;11;12;1;5;2;1
8;11;7;6;3;10;9;4;12;1;5;2;1
9;4;7;6;3;8;10;11;2;1;5;12;1
8;10;5;6;3;4;9;11;2;12;7;1;1
11;1;7;6;3;4;10;9;8;12;5;2;1
11;8;7;6;3;4;9;10;1;12;2;5;1
11;8;7;6;9;4;3;2;12;1;5;10;1
9;8;7;6;3;4;11;2;1;10;12;5;1
11;8;1;6;3;4;9;10;7;12;5;2;1
11;8;7;6;3;4;9;10;12;5;2;1;1
7;8;12;5;11;9;3;2;6;4;10;1;1
5;2;11;9;12;8;7;10;6;4;3;1;1
3;4;12;5;9;11;8;2;1;10;7;6;1
10;9;4;7;12;11;3;2;1;8;5;6;1
4;9;5;6;3;8;10;11;2;12;7;1;1
4;9;5;6;3;8;10;11;2;12;7;1;1
11;8;5;6;3;4;9;10;2;12;7;1;1
4;9;7;6;3;8;10;11;12;1;5;2;1
8;11;5;6;3;4;9;10;12;2;7;1;1
4;9;5;6;3;11;8;10;12;1;7;2;1
3;5;11;9;6;8;7;10;12;1;2;4;1
11;8;7;6;3;5;9;10;12;4;2;1;1
4;9;10;6;2;11;8;12;7;3;5;1;1
7;9;6;1;2;11;8;10;12;3;5;4;1
4;9;5;11;3;8;12;2;1;10;7;6;1
9;4;12;5;1;8;10;11;2;3;7;6;1
7;8;9;12;3;4;11;10;6;1;5;2;1
12;5;7;6;3;4;9;10;11;8;2;1;1
8;11;7;6;3;4;9;10;12;1;2;5;1
8;4;12;5;11;9;7;2;1;3;6;10;1
11;8;7;6;3;4;9;10;12;1;5;2;1
11;6;3;1;10;9;8;5;7;12;2;4;1
11;8;7;6;3;4;9;10;12;1;5;2;1
11;8;5;6;3;4;9;10;12;1;7;2;1
8;4;12;5;11;9;3;10;7;1;6;2;1
11;8;7;6;3;4;9;10;12;2;1;5;1
8;9;5;6;3;4;10;11;2;12;7;1;1
11;8;5;6;3;4;9;10;2;12;7;1;1
11;9;6;1;3;8;10;12;7;2;5;4;1
4;9;10;1;2;11;8;12;7;3;5;6;1
3;5;11;9;12;8;2;4;1;10;7;6;1
8;2;12;5;11;9;3;10;6;4;7;1;1
2;9;10;6;1;11;8;7;12;3;5;4;1
7;8;6;3;4;11;12;10;9;1;5;2;1
8;4;12;5;11;9;10;3;2;6;7;1;1
4;9;5;6;11;8;3;2;1;10;7;12;1
3;5;7;6;11;4;9;10;12;1;8;2;1
7;2;11;6;3;4;9;10;12;1;5;8;1
9;4;5;6;3;8;10;11;2;12;7;1;1
8;11;5;6;3;4;9;10;2;12;7;1;1
3;2;11;9;12;8;7;10;6;1;5;4;1
11;8;7;12;3;1;9;10;6;4;2;5;1
11;8;12;5;3;4;9;10;6;1;7;2;1
9;8;7;6;10;5;2;3;4;1;12;11;1
11;8;7;6;3;4;9;10;12;1;5;2;1
11;8;7;6;3;4;9;10;12;1;5;2;1
12;5;11;9;3;8;10;6;2;4;7;1;1
4;9;5;6;3;8;10;11;2;12;7;1;1
8;4;12;5;11;9;3;2;10;1;7;6;1
8;4;12;5;11;9;3;2;1;10;7;6;1
11;8;7;6;3;4;9;10;12;1;5;2;1
11;8;7;6;3;4;9;10;12;1;5;2;1
2;8;6;7;3;4;9;10;12;1;5;11;1
2;10;7;5;3;12;9;8;4;1;6;11;1
11;4;1;6;3;9;8;5;7;12;2;10;1
11;1;7;6;3;4;8;5;10;12;2;9;1
9;5;12;7;10;3;2;4;1;11;8;6;1
8;4;12;5;11;7;2;9;3;1;6;10;1
8;6;2;1;11;9;10;12;7;3;5;4;1
8;2;6;7;11;9;3;12;1;10;5;4;1
4;9;6;1;2;11;8;12;7;3;5;10;1
7;8;6;3;2;11;9;10;12;1;5;4;1
8;4;7;5;11;9;3;2;1;12;10;6;1
1;7;12;5;11;9;3;2;8;6;10;4;1
11;8;7;6;3;4;9;10;12;1;5;2;1
11;8;7;6;3;4;9;10;12;1;5;2;1
8;4;12;7;1;9;3;2;10;11;5;6;1
3;8;12;5;11;4;9;10;7;1;6;2;1
3;1;11;9;12;10;2;8;4;5;6;7;1
9;3;2;7;10;5;11;8;6;4;12;1;1
10;6;9;1;2;11;8;12;7;3;5;4;1
10;11;6;1;2;9;3;12;7;8;5;4;1
8;11;7;6;3;4;9;10;12;2;1;5;1
8;4;12;5;11;9;3;2;1;10;7;6;1
8;4;12;5;11;9;3;2;1;10;7;6;1
8;4;12;5;11;9;3;2;1;10;7;6;1
4;9;5;6;3;8;10;11;2;12;7;1;1
4;9;5;6;3;8;10;11;2;12;7;1;1
10;8;7;6;3;4;9;11;2;12;5;1;1
10;8;7;6;3;4;9;11;2;12;5;1;1
11;9;1;6;3;4;8;5;7;12;2;10;1
11;6;3;1;10;9;8;2;7;12;5;4;1
10;9;5;7;3;11;2;8;4;1;6;12;1
9;3;12;7;2;5;10;11;4;1;6;8;1
7;5;9;6;3;8;2;10;1;11;12;4;1
4;9;5;6;1;8;2;11;10;12;7;3;1
11;4;7;6;3;8;9;10;12;1;5;2;1
4;7;5;6;3;8;11;10;12;1;9;2;1
10;3;11;7;2;12;8;6;1;9;5;4;1
9;1;12;4;10;5;2;8;7;3;6;11;1
9;4;7;6;3;8;10;11;12;1;5;2;2
9;4;5;6;3;8;10;11;7;1;12;2;2
9;4;2;3;6;8;10;11;12;5;7;1;2
9;4;7;6;3;8;10;11;12;5;2;1;2
8;11;7;6;3;9;10;4;12;1;5;2;2
9;4;7;6;3;8;10;11;12;1;5;2;2
9;4;5;6;3;8;10;11;12;1;7;2;2
9;4;5;6;3;8;10;11;12;1;7;2;2
9;4;7;6;3;8;10;11;12;1;5;2;2
9;4;7;6;3;8;10;11;12;1;5;2;2
9;4;2;6;3;8;10;11;12;5;7;1;2
9;4;2;6;3;8;10;11;12;5;7;1;2
9;4;7;2;3;8;10;11;12;1;5;6;2
9;4;5;6;3;8;10;11;12;1;7;2;2
9;4;5;6;3;8;10;11;12;1;7;2;2
9;4;5;6;3;8;10;11;12;1;7;2;2
9;4;1;6;3;8;10;11;12;5;7;2;2
1;4;2;6;3;8;10;11;12;5;7;9;2
9;4;7;6;3;8;10;11;12;1;5;2;2
