"X1";"X46956";"X4";"X12";"X9";"X6";"X8";"X2";"X1.1";"X11";"X7";"X3";"X5";"X10"
1;46956;4;12;9;6;8;2;1;11;7;3;5;10
4;12;9;6;11;2;1;8;7;3;5;10;1;51828
1;51828;4;12;9;6;11;2;1;8;7;3;5;10
4;12;9;5;11;2;1;8;7;3;6;10;1;60832
1;60832;4;12;9;5;11;2;1;8;7;3;6;10
4;12;9;5;8;2;1;11;7;3;6;10;1;55960
1;55960;4;12;9;5;8;2;1;11;7;3;6;10
9;12;4;5;8;2;1;11;7;3;6;10;1;44334
1;44334;9;12;4;5;8;2;1;11;7;3;6;10
9;10;4;5;8;2;1;11;7;3;6;12;1;51470
1;51470;9;10;4;5;8;2;1;11;7;3;6;12
7;10;4;5;8;2;1;11;9;3;6;12;1;38844
1;38844;7;10;4;5;8;2;1;11;9;3;6;12
7;1;4;5;8;2;10;11;9;3;6;12;1;38220
1;38220;7;1;4;5;8;2;10;11;9;3;6;12
7;1;4;5;12;2;10;11;9;3;6;8;1;34486
1;34486;7;1;4;5;12;2;10;11;9;3;6;8
7;1;4;5;11;2;10;12;9;3;6;8;1;38392
1;38392;7;1;4;5;11;2;10;12;9;3;6;8
7;1;4;5;11;2;10;12;8;3;6;9;1;39686
1;39686;7;1;4;5;11;2;10;12;8;3;6;9
7;1;3;5;11;2;10;12;8;4;6;9;1;41754
1;41754;7;1;3;5;11;2;10;12;8;4;6;9
7;1;3;5;11;8;10;12;2;4;6;9;1;41576
1;41576;7;1;3;5;11;8;10;12;2;4;6;9
11;1;3;5;7;8;10;12;2;4;6;9;1;48156
1;48156;11;1;3;5;7;8;10;12;2;4;6;9
11;1;3;5;7;12;10;8;2;4;6;9;1;50264
1;50264;11;1;3;5;7;12;10;8;2;4;6;9
11;1;3;5;7;8;10;12;2;4;6;9;1;48156
1;48156;11;1;3;5;7;8;10;12;2;4;6;9
11;1;3;5;7;10;8;12;2;4;6;9;1;45356
1;45356;11;1;3;5;7;10;8;12;2;4;6;9
11;1;3;6;7;10;8;12;2;4;5;9;1;46982
1;46982;11;1;3;6;7;10;8;12;2;4;5;9
11;12;3;6;7;10;8;1;2;4;5;9;1;42470
1;42470;11;12;3;6;7;10;8;1;2;4;5;9
11;12;3;6;7;10;8;1;4;2;5;9;1;44424
1;44424;11;12;3;6;7;10;8;1;4;2;5;9
8;12;3;6;7;10;11;1;4;2;5;9;1;60052
2;60052;8;12;3;6;7;10;11;1;4;2;5;9
8;12;11;6;7;10;3;1;4;2;5;9;2;58776
2;58776;8;12;11;6;7;10;3;1;4;2;5;9
8;12;11;6;7;10;3;1;5;2;4;9;2;58712
2;58712;8;12;11;6;7;10;3;1;5;2;4;9
8;12;11;6;4;10;3;1;5;2;7;9;2;49910
2;49910;8;12;11;6;4;10;3;1;5;2;7;9
5;12;11;6;4;10;3;1;8;2;7;9;2;58478
2;58478;5;12;11;6;4;10;3;1;8;2;7;9
5;12;11;6;10;4;3;1;8;2;7;9;2;51736
2;51736;5;12;11;6;10;4;3;1;8;2;7;9
12;5;11;6;10;4;3;1;8;2;7;9;2;58044
2;58044;12;5;11;6;10;4;3;1;8;2;7;9
12;11;5;6;10;4;3;1;8;2;7;9;2;42492
2;42492;12;11;5;6;10;4;3;1;8;2;7;9
12;11;5;6;10;4;2;1;8;3;7;9;2;52624
2;52624;12;11;5;6;10;4;2;1;8;3;7;9
12;11;5;6;7;4;2;1;8;3;10;9;2;44292
2;44292;12;11;5;6;7;4;2;1;8;3;10;9
12;11;5;6;7;4;2;1;8;10;3;9;2;39950
2;39950;12;11;5;6;7;4;2;1;8;10;3;9
12;11;6;5;7;4;2;1;8;10;3;9;2;39794
2;39794;12;11;6;5;7;4;2;1;8;10;3;9
12;11;6;5;7;4;1;2;8;10;3;9;2;45258
2;45258;12;11;6;5;7;4;1;2;8;10;3;9
12;11;6;3;7;4;1;2;8;10;5;9;2;42514
2;42514;12;11;6;3;7;4;1;2;8;10;5;9
12;11;6;3;1;4;7;2;8;10;5;9;2;48750
2;48750;12;11;6;3;1;4;7;2;8;10;5;9
12;11;6;3;1;4;10;2;8;7;5;9;2;41732
2;41732;12;11;6;3;1;4;10;2;8;7;5;9
8;11;6;3;1;4;10;2;12;7;5;9;2;39320
2;39320;8;11;6;3;1;4;10;2;12;7;5;9
4;11;6;3;1;8;10;2;12;7;5;9;2;35904
2;35904;4;11;6;3;1;8;10;2;12;7;5;9
4;11;6;3;12;8;10;2;1;7;5;9;2;39900
2;39900;4;11;6;3;12;8;10;2;1;7;5;9
4;7;6;3;12;8;10;2;1;11;5;9;2;57612
2;57612;4;7;6;3;12;8;10;2;1;11;5;9
4;7;6;10;12;8;3;2;1;11;5;9;2;61090
3;61090;4;7;6;10;12;8;3;2;1;11;5;9
4;7;6;10;12;8;9;2;1;11;5;3;3;59132
3;59132;4;7;6;10;12;8;9;2;1;11;5;3
4;7;5;10;12;8;9;2;1;11;6;3;3;64506
3;64506;4;7;5;10;12;8;9;2;1;11;6;3
4;8;5;10;12;7;9;2;1;11;6;3;3;63376
3;63376;4;8;5;10;12;7;9;2;1;11;6;3
4;8;5;10;12;7;9;2;11;1;6;3;3;51038
3;51038;4;8;5;10;12;7;9;2;11;1;6;3
3;8;5;10;12;7;9;2;11;1;6;4;3;50692
3;50692;3;8;5;10;12;7;9;2;11;1;6;4
3;8;5;11;12;7;9;2;10;1;6;4;3;53412
3;53412;3;8;5;11;12;7;9;2;10;1;6;4
11;8;5;3;12;7;9;2;10;1;6;4;3;40262
3;40262;11;8;5;3;12;7;9;2;10;1;6;4
9;8;5;3;12;7;11;2;10;1;6;4;3;45190
3;45190;9;8;5;3;12;7;11;2;10;1;6;4
9;8;5;3;12;7;6;2;10;1;11;4;3;49186
3;49186;9;8;5;3;12;7;6;2;10;1;11;4
9;10;5;3;12;7;6;2;8;1;11;4;3;37068
3;37068;9;10;5;3;12;7;6;2;8;1;11;4
9;10;5;3;12;7;6;2;4;1;11;8;3;40660
3;40660;9;10;5;3;12;7;6;2;4;1;11;8
9;10;5;8;12;7;6;2;4;1;11;3;3;40990
3;40990;9;10;5;8;12;7;6;2;4;1;11;3
9;10;5;8;12;3;6;2;4;1;11;7;3;46410
3;46410;9;10;5;8;12;3;6;2;4;1;11;7
7;10;5;8;12;3;6;2;4;1;11;9;3;42768
3;42768;7;10;5;8;12;3;6;2;4;1;11;9
2;10;5;8;12;3;6;7;4;1;11;9;3;42188
3;42188;2;10;5;8;12;3;6;7;4;1;11;9
2;4;5;8;12;3;6;7;10;1;11;9;3;33724
3;33724;2;4;5;8;12;3;6;7;10;1;11;9
2;4;5;8;12;3;1;7;10;6;11;9;3;47134
3;47134;2;4;5;8;12;3;1;7;10;6;11;9
2;4;5;8;12;3;1;10;7;6;11;9;3;38604
3;38604;2;4;5;8;12;3;1;10;7;6;11;9
2;4;5;8;12;6;1;10;7;3;11;9;3;40734
3;40734;2;4;5;8;12;6;1;10;7;3;11;9
1;4;5;8;12;6;2;10;7;3;11;9;3;43156
4;43156;1;4;5;8;12;6;2;10;7;3;11;9
1;4;5;8;7;6;2;10;12;3;11;9;4;33432
4;33432;1;4;5;8;7;6;2;10;12;3;11;9
1;4;5;8;7;3;2;10;12;6;11;9;4;31436
4;31436;1;4;5;8;7;3;2;10;12;6;11;9
1;4;5;8;7;11;2;10;12;6;3;9;4;42228
4;31436;1;4;5;8;7;3;2;10;12;6;11;9
1;4;5;7;8;3;2;10;12;6;11;9;4;32436
4;32436;1;4;5;7;8;3;2;10;12;6;11;9
1;4;5;8;7;3;2;10;12;6;11;9;4;31436
4;31436;1;4;5;8;7;3;2;10;12;6;11;9
1;4;5;8;7;3;2;12;10;6;11;9;4;32528
4;32528;1;4;5;8;7;3;2;12;10;6;11;9
1;4;5;8;7;11;2;12;10;6;3;9;4;40296
4;40296;1;4;5;8;7;11;2;12;10;6;3;9
1;4;5;6;7;11;2;12;10;8;3;9;4;51320
4;51320;1;4;5;6;7;11;2;12;10;8;3;9
1;4;5;6;7;11;2;12;10;8;9;3;4;53122
4;53122;1;4;5;6;7;11;2;12;10;8;9;3
1;4;5;6;7;11;2;3;10;8;9;12;4;49358
4;49358;1;4;5;6;7;11;2;3;10;8;9;12
2;4;5;6;7;11;1;3;10;8;9;12;4;51148
4;51148;2;4;5;6;7;11;1;3;10;8;9;12
2;4;3;6;7;11;1;5;10;8;9;12;4;43444
4;43444;2;4;3;6;7;11;1;5;10;8;9;12
2;4;3;6;7;11;1;9;10;8;5;12;4;45428
4;45428;2;4;3;6;7;11;1;9;10;8;5;12
9;4;3;6;7;11;1;2;10;8;5;12;4;51874
4;45428;2;4;3;6;7;11;1;9;10;8;5;12
2;4;3;6;1;11;7;9;10;8;5;12;4;46152
4;46152;2;4;3;6;1;11;7;9;10;8;5;12
2;4;9;6;1;11;7;3;10;8;5;12;4;48420
4;48420;2;4;9;6;1;11;7;3;10;8;5;12
2;4;9;6;1;11;3;7;10;8;5;12;4;52364
4;52364;2;4;9;6;1;11;3;7;10;8;5;12
2;4;9;6;1;11;5;7;10;8;3;12;4;55338
4;55338;2;4;9;6;1;11;5;7;10;8;3;12
2;7;9;6;1;11;5;4;10;8;3;12;4;44134
4;44134;2;7;9;6;1;11;5;4;10;8;3;12
2;7;9;6;1;11;5;3;10;8;4;12;4;49396
5;49396;2;7;9;6;1;11;5;3;10;8;4;12
2;7;9;11;1;6;5;3;10;8;4;12;5;57370
5;57370;2;7;9;11;1;6;5;3;10;8;4;12
2;7;11;9;1;6;5;3;10;8;4;12;5;52054
5;52054;2;7;11;9;1;6;5;3;10;8;4;12
2;7;11;9;1;6;5;3;4;8;10;12;5;51970
5;51970;2;7;11;9;1;6;5;3;4;8;10;12
2;7;11;9;12;6;5;3;4;8;10;1;5;48566
5;48566;2;7;11;9;12;6;5;3;4;8;10;1
2;7;11;9;3;6;5;12;4;8;10;1;5;53284
5;53284;2;7;11;9;3;6;5;12;4;8;10;1
3;7;11;9;2;6;5;12;4;8;10;1;5;59388
5;59388;3;7;11;9;2;6;5;12;4;8;10;1
6;7;11;9;2;3;5;12;4;8;10;1;5;55762
5;55762;6;7;11;9;2;3;5;12;4;8;10;1
6;7;11;9;8;3;5;12;4;2;10;1;5;47204
5;47204;6;7;11;9;8;3;5;12;4;2;10;1
6;7;11;10;8;3;5;12;4;2;9;1;5;47302
5;47302;6;7;11;10;8;3;5;12;4;2;9;1
6;7;11;10;8;3;5;12;1;2;9;4;5;49730
5;49730;6;7;11;10;8;3;5;12;1;2;9;4
6;7;11;10;8;12;5;3;1;2;9;4;5;54372
5;54372;6;7;11;10;8;12;5;3;1;2;9;4
6;12;11;10;8;7;5;3;1;2;9;4;5;43040
5;43040;6;12;11;10;8;7;5;3;1;2;9;4
6;12;11;10;8;5;7;3;1;2;9;4;5;52656
5;43040;6;12;11;10;8;7;5;3;1;2;9;4
6;12;11;5;8;7;10;3;1;2;9;4;5;46880
5;46880;6;12;11;5;8;7;10;3;1;2;9;4
6;12;11;5;8;7;10;1;3;2;9;4;5;39038
5;39038;6;12;11;5;8;7;10;1;3;2;9;4
6;12;11;5;1;7;10;8;3;2;9;4;5;47572
5;47572;6;12;11;5;1;7;10;8;3;2;9;4
6;12;11;5;1;7;10;2;3;8;9;4;5;49990
5;49990;6;12;11;5;1;7;10;2;3;8;9;4
6;12;11;5;1;8;10;2;3;7;9;4;5;48802
5;48802;6;12;11;5;1;8;10;2;3;7;9;4
6;2;11;5;1;8;10;12;3;7;9;4;5;52162
5;52162;6;2;11;5;1;8;10;12;3;7;9;4
6;5;11;2;1;8;10;12;3;7;9;4;5;44342
6;44342;6;5;11;2;1;8;10;12;3;7;9;4
6;5;11;2;1;7;10;12;3;8;9;4;6;47914
6;47914;6;5;11;2;1;7;10;12;3;8;9;4
6;5;10;2;1;7;11;12;3;8;9;4;6;51170
6;51170;6;5;10;2;1;7;11;12;3;8;9;4
9;5;10;2;1;7;11;12;3;8;6;4;6;54698
6;54698;9;5;10;2;1;7;11;12;3;8;6;4
