# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.011        0.000       64.082      303.566
       1.012       99.900       64.082      303.566
       2.013       99.900       64.805      304.473
       3.014       98.900       65.836      305.398
       4.015       98.900       68.137      307.621
       5.016       99.900       69.113      308.824
       6.017       99.900       69.465      308.953
       7.018       99.900       70.164      309.621
       8.019       99.900       70.918      310.441
       9.020       98.900       72.207      311.660
      10.021       99.900       73.113      312.605
      11.022       98.900       74.266      313.949
      12.023       99.900       76.320      315.902
      13.024       99.900       76.570      316.168
      14.025       89.900       77.086      316.562
      15.026       99.900       77.840      317.402
      16.027       99.900       79.902      319.430
      17.028       99.900       80.160      319.707
      18.029       99.900       80.227      319.707
      19.030       98.900       80.945      320.422
