# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.009        0.000       62.137      303.570
       1.010       99.900       62.137      303.570
       2.011       98.900       63.016      304.484
       3.012       99.900       64.191      305.793
       4.013       99.900       66.254      307.750
       5.014       98.900       67.477      308.922
       6.015      100.900       67.641      309.324
       7.016       98.900       68.664      310.281
       8.017       99.900       70.195      311.637
       9.018       98.900       71.047      312.445
      10.019       99.900       72.633      314.180
      11.020      100.900       73.781      315.441
      12.021       98.900       74.238      315.711
      13.022       99.900       74.289      315.711
      14.023      100.900       74.992      316.414
      15.024       98.900       76.770      318.426
      16.025       99.900       77.363      318.836
      17.026       99.900       77.562      319.266
      18.027       98.900       78.852      320.551
